"country";"fua_id";"fua_name";"tech";"index";"rankindex";"pat";"rankpat";"rel";"rankrel";"rca";"rankrca"
"KP";"KP14";"Sariwon";"Quantum computers";3,75;165;0;125;0,04;165;0;125
"KP";"KP2";"Haeju";"Quantum computers";20,82;115;0;125;9,26;113;0;125
"KP";"KP3";"Hamhung";"Quantum computers";5,46;160;0;125;0,18;160;0;125
"KR";"KR011";"Seoul";"Quantum computers";96,93;4;316;3;51,86;3;0,75;35
"KR";"KR012";"Incheon";"Quantum computers";70,65;47;10;32;16,88;81;0,34;54
"KR";"KR021";"Busan";"Quantum computers";80,2;37;13;28;28,39;44;0,65;38
"KR";"KR022";"Ulsan";"Quantum computers";83,62;26;9;35;33,06;26;1,12;19
"KR";"KR023";"Gyeongsangnam-do";"Quantum computers";64,51;57;4;48;16,54;82;0,24;60
"KR";"KR031";"Daegu";"Quantum computers";81,23;34;14;27;27,63;47;0,84;33
"KR";"KR032";"Gyeongsangbuk-do";"Quantum computers";69,28;51;5;44;24,55;56;0,24;60
"KR";"KR041";"Gwangju";"Quantum computers";80,55;36;11;30;25,29;52;1,09;22
"KR";"KR042";"Jeollabuk-do";"Quantum computers";78,84;39;6;40;35,55;20;0,65;38
"KR";"KR043";"Jeollanam-do";"Quantum computers";27,3;96;0;125;15,5;88;0;125
"KR";"KR051";"Daejeon";"Quantum computers";86,01;24;92;9;24,68;54;0,89;31
"KR";"KR052";"Chungcheongbuk-do";"Quantum computers";81,23;34;11;30;30,54;36;0,91;30
"KR";"KR053";"Chungcheongnam-do";"Quantum computers";82,25;30;10;32;37,25;19;0,66;36
"KR";"KR061";"Gangwon-do";"Quantum computers";57,68;66;1;66;18,33;77;0,14;69
"KR";"KR071";"Jeju-do";"Quantum computers";27,65;95;0;125;15,68;86;0;125
"LA";"LA4";"Vientiane";"Quantum computers";0;176;0;125;0;176;0;125
"MM";"MM18";"Yangon";"Quantum computers";5,12;161;0;125;0,13;161;0;125
"MM";"MM5";"Mandalay";"Quantum computers";2,05;170;0;125;0,02;170;0;125
"MN";"MN1";"Ulaanbaatar";"Quantum computers";28,67;92;0;125;16,51;83;0;125
"MY";"MY1";"Alor Setar";"Quantum computers";35,49;76;0;125;29,02;40;0;125
"MY";"MY12";"Kota Kinabalu";"Quantum computers";13,31;137;0;125;1,41;137;0;125
"MY";"MY13";"Kuala Lumpur";"Quantum computers";62,12;62;1;66;21,12;65;0,47;48
"MY";"MY14";"Kuala Terengganu";"Quantum computers";11,6;142;0;125;1,12;142;0;125
"MY";"MY15";"Kuantan";"Quantum computers";10,24;146;0;125;0,97;146;0;125
"MY";"MY16";"Kuching";"Quantum computers";21,5;113;0;125;9,6;111;0;125
"MY";"MY17";"Kulim";"Quantum computers";33,45;80;0;125;26,15;51;0;125
"MY";"MY19";"Melaka";"Quantum computers";22,53;110;0;125;10,29;108;0;125
"MY";"MY2";"Batu Pahat";"Quantum computers";22,18;111;0;125;10,12;109;0;125
"MY";"MY21";"Pasir Gudang";"Quantum computers";9,9;147;0;125;0,87;147;0;125
"MY";"MY22";"Rawang";"Quantum computers";4,1;164;0;125;0,05;164;0;125
"MY";"MY24";"Seremban";"Quantum computers";23,55;107;0;125;11,49;102;0;125
"MY";"MY25";"Sibu";"Quantum computers";3,41;166;0;125;0,03;166;0;125
"MY";"MY26";"Sungai Petani";"Quantum computers";32,08;82;0;125;22,17;63;0;125
"MY";"MY27";"Taiping";"Quantum computers";23,21;108;0;125;11,07;105;0;125
"MY";"MY29";"Sandakan";"Quantum computers";1,02;173;0;125;0,01;173;0;125
"MY";"MY3";"Bintulu";"Quantum computers";3,41;166;0;125;0,03;166;0;125
"MY";"MY4";"Bukit Mertajam";"Quantum computers";38,23;73;0;125;37,93;17;0;125
"MY";"MY5";"Butterworth";"Quantum computers";34,81;78;0;125;28,63;42;0;125
"MY";"MY6";"Gelugor";"Quantum computers";82,25;30;2;56;37,51;18;4,11;2
"MY";"MY7";"George Town";"Quantum computers";21,16;114;0;125;9,49;112;0;125
"MY";"MY8";"Ipoh";"Quantum computers";29,35;90;0;125;18,49;76;0;125
"MY";"MY9";"Johor Bahru";"Quantum computers";19,11;120;0;125;6,73;120;0;125
"PH";"PH1";"Angeles";"Quantum computers";2,05;170;0;125;0,02;170;0;125
"PH";"PH12";"Cebu";"Quantum computers";18,43;122;0;125;5,88;122;0;125
"PH";"PH15";"Davao";"Quantum computers";2,05;170;0;125;0,02;170;0;125
"PH";"PH18";"General Santos";"Quantum computers";16,04;129;0;125;4,19;129;0;125
"PH";"PH2";"Bacolod";"Quantum computers";17,41;125;0;125;5,01;125;0;125
"PH";"PH21";"Iloilo";"Quantum computers";16,72;127;0;125;4,32;127;0;125
"PH";"PH29";"Lucena";"Quantum computers";16,38;128;0;125;4,29;128;0;125
"PH";"PH3";"Baguio";"Quantum computers";17,75;124;0;125;5,24;124;0;125
"PH";"PH32";"Manila";"Quantum computers";20,48;116;0;125;7,52;116;0;125
"PH";"PH35";"Olongapo";"Quantum computers";0;176;0;125;0;176;0;125
"PH";"PH41";"San Pablo";"Quantum computers";19,45;119;0;125;6,8;119;0;125
"PH";"PH46";"Tarlac";"Quantum computers";2,05;170;0;125;0,02;170;0;125
"PH";"PH49";"San Carlos";"Quantum computers";6,83;156;0;125;0,24;156;0;125
"PH";"PH5";"Batangas";"Quantum computers";21,84;112;0;125;9,97;110;0;125
"PH";"PH50";"San Carlos";"Quantum computers";6,83;156;0;125;0,24;156;0;125
"PH";"PH51";"San Fernando";"Quantum computers";15,7;130;0;125;3,48;130;0;125
"PH";"PH52";"San Fernando";"Quantum computers";15,7;130;0;125;3,48;130;0;125
"PH";"PH9";"Cagayan de Oro";"Quantum computers";7,51;154;0;125;0,32;154;0;125
"SG";"SGZZZ";"Singapore";"Quantum computers";96,25;6;63;13;45,79;7;1,48;15
"TH";"TH1";"Bangkok";"Quantum computers";67,58;53;2;56;22,91;59;0,64;39
"TH";"TH10";"Nakhon Si Thammarat";"Quantum computers";29,01;91;0;125;17,74;79;0;125
"TH";"TH11";"Nonthaburi";"Quantum computers";36,18;75;0;125;32,08;29;0;125
"TH";"TH12";"Phitsanulok";"Quantum computers";14,33;134;0;125;2,3;134;0;125
"TH";"TH13";"Rayong";"Quantum computers";22,87;109;0;125;10,65;107;0;125
"TH";"TH14";"Samut Prakan";"Quantum computers";26,28;99;0;125;14,17;93;0;125
"TH";"TH16";"Surat Thani";"Quantum computers";13,99;135;0;125;1,8;135;0;125
"TH";"TH17";"Ubon Ratchathani";"Quantum computers";8,87;150;0;125;0,7;150;0;125
"TH";"TH18";"Udon Thani";"Quantum computers";24,57;104;0;125;11,86;99;0;125
"TH";"TH2";"Chiang Mai";"Quantum computers";30,38;87;0;125;20,11;72;0;125
"TH";"TH3";"Chon Buri";"Quantum computers";12,63;139;0;125;1,39;139;0;125
"TH";"TH5";"Khlong Luang";"Quantum computers";25,6;101;0;125;12,98;96;0;125
"TH";"TH6";"Khon Kaen";"Quantum computers";6,48;157;0;125;0,22;157;0;125
"TH";"TH7";"Lampang";"Quantum computers";4,44;163;0;125;0,08;163;0;125
"TH";"TH8";"Nakhon Pathom";"Quantum computers";17,06;126;0;125;4,84;126;0;125
"TH";"TH9";"Nakhon Ratchasima";"Quantum computers";12,97;138;0;125;1,4;138;0;125
"TW";"TW000";"Chinese Taipei";"Quantum computers";86,01;24;17;25;57,85;2;0,53;44
"CN";"CN12";"Beijing";"Additive manufacturing";76,74;40;104;4;4,23;110;0,37;58
"CN";"CN126";"Nanchang";"Additive manufacturing";73,96;46;3;54;33;46;0,57;35
"CN";"CN128";"Nanning";"Additive manufacturing";69,44;64;2;64;29,55;50;0,57;35
"CN";"CN153";"Shijiazhuang";"Additive manufacturing";71,18;58;5;48;25,72;58;0,5;44
"CN";"CN161";"Taiyuan";"Additive manufacturing";32,64;83;0;127;27,49;56;0;127
"CN";"CN164";"Urumqi";"Additive manufacturing";72,22;56;1;74;34,86;41;1,35;12
"CN";"CN167";"Wuhan";"Additive manufacturing";71,53;57;13;28;16,85;79;0,32;62
"CN";"CN169";"Xian";"Additive manufacturing";95,14;7;19;22;49,73;14;1,67;6
"CN";"CN17";"Changsha";"Additive manufacturing";77,43;38;7;38;33,35;45;0,51;42
"CN";"CN191";"Shenzhen";"Additive manufacturing";72,92;51;69;9;3,96;113;0,12;73
"CN";"CN20";"Chengdu";"Additive manufacturing";82,99;23;20;21;20,57;68;0,95;20
"CN";"CN23";"Chongqing";"Additive manufacturing";70,49;61;5;48;28,36;52;0,41;53
"CN";"CN238";"Changchun";"Additive manufacturing";66,32;68;2;64;22,28;65;0,57;35
"CN";"CN277";"Hangzhou";"Additive manufacturing";72,92;51;30;16;9,06;101;0,27;65
"CN";"CN280";"Harbin";"Additive manufacturing";56,94;76;1;74;19,92;71;0,39;56
"CN";"CN282";"Hefei";"Additive manufacturing";62,85;71;3;54;20,05;70;0,24;68
"CN";"CN335";"Nanjing";"Additive manufacturing";87,5;17;74;6;34,58;42;0,43;52
"CN";"CN357";"Shanghai";"Additive manufacturing";79,17;32;70;8;15,12;84;0,46;50
"CN";"CN362";"Shenyang";"Additive manufacturing";86,46;19;15;26;33,43;44;0,83;24
"CN";"CN383";"Tianjin";"Additive manufacturing";71,18;58;7;38;17,08;78;0,55;37
"CN";"CN393";"Weifang";"Additive manufacturing";73,61;48;16;25;22,81;64;0,24;68
"CN";"CN400";"Xiamen";"Additive manufacturing";67,01;67;8;34;14,85;85;0,25;66
"CN";"CN48";"Guangzhou";"Additive manufacturing";81,94;26;122;3;12,54;91;0,58;33
"CN";"CN50";"Guiyang";"Additive manufacturing";33,68;80;0;127;31,23;48;0;127
"CN";"CN64";"Inner Mongolia";"Additive manufacturing";70,83;60;2;64;28,24;54;0,95;20
"CN";"CN95";"Kunming";"Additive manufacturing";65,28;70;2;64;17,21;77;0,76;27
"CN";"CN98";"Lanzhou";"Additive manufacturing";27,43;97;0;127;12,13;93;0;127
"ID";"ID102";"Tasikmalaya";"Additive manufacturing";0;176;0;127;0,01;176;0;127
"ID";"ID107";"Yogyakarta";"Additive manufacturing";6,6;157;0;127;0,21;157;0;127
"ID";"ID109";"Gorontalo";"Additive manufacturing";22,22;112;0;127;4,08;111;0;127
"ID";"ID14";"Bogor";"Additive manufacturing";12,5;140;0;127;0,66;140;0;127
"ID";"ID2";"Balikpapan";"Additive manufacturing";5,56;160;0;127;0,18;160;0;127
"ID";"ID27";"Denpasar";"Additive manufacturing";15,28;132;0;127;0,93;132;0;127
"ID";"ID30";"Gresik";"Additive manufacturing";7,99;153;0;127;0,33;153;0;127
"ID";"ID33";"Jakarta";"Additive manufacturing";25;104;0;127;8,44;102;0;127
"ID";"ID4";"Bandung";"Additive manufacturing";28,12;95;0;127;12,65;90;0;127
"ID";"ID41";"Klaten";"Additive manufacturing";2,78;168;0;127;0,12;168;0;127
"ID";"ID42";"Kudus";"Additive manufacturing";5,9;159;0;127;0,19;159;0;127
"ID";"ID51";"Magelang";"Additive manufacturing";2,78;168;0;127;0,12;168;0;127
"ID";"ID52";"Malang";"Additive manufacturing";6,6;157;0;127;0,21;157;0;127
"ID";"ID55";"Medan";"Additive manufacturing";0,69;174;0;127;0,02;174;0;127
"ID";"ID7";"Batam";"Additive manufacturing";11,46;143;0;127;0,53;143;0;127
"ID";"ID70";"Pemalang";"Additive manufacturing";2,78;168;0;127;0,12;168;0;127
"ID";"ID85";"Semarang";"Additive manufacturing";13,89;136;0;127;0,76;136;0;127
"ID";"ID88";"Sidoarjo";"Additive manufacturing";0;176;0;127;0,01;176;0;127
"ID";"ID9";"Batu";"Additive manufacturing";10,07;147;0;127;0,45;147;0;127
"ID";"ID91";"Subang";"Additive manufacturing";19,1;121;0;127;2,06;121;0;127
"ID";"ID92";"Sukabumi";"Additive manufacturing";6,6;157;0;127;0,21;157;0;127
"ID";"ID93";"Sumedang";"Additive manufacturing";7,29;155;0;127;0,29;155;0;127
"ID";"ID95";"Surabaya";"Additive manufacturing";21,18;115;0;127;2,96;115;0;127
"ID";"ID97";"Tanjung Balai-Meral";"Additive manufacturing";14,58;134;0;127;0,87;134;0;127
"JP";"JPA01";"Hokkaido";"Additive manufacturing";72,57;54;4;50;29,82;49;0,5;44
"JP";"JPB02";"Aomori";"Additive manufacturing";79,86;30;2;64;49,73;14;1,39;11
"JP";"JPB03";"Iwate";"Additive manufacturing";32,99;82;0;127;28,07;55;0;127
"JP";"JPB04";"Miyagi";"Additive manufacturing";95,49;6;17;24;55,01;8;1,56;7
"JP";"JPB05";"Akita";"Additive manufacturing";35,76;78;0;127;45,41;21;0;127
"JP";"JPB06";"Yamagata";"Additive manufacturing";78,82;34;3;54;43,56;23;0,62;32
"JP";"JPB07";"Fukushima";"Additive manufacturing";59,38;74;1;74;34,95;40;0,14;72
"JP";"JPC08";"Ibaraki";"Additive manufacturing";74,31;45;13;28;32,68;47;0,19;70
"JP";"JPC09";"Tochigi";"Additive manufacturing";72,57;54;5;48;38,11;33;0,3;64
"JP";"JPC10";"Gumma";"Additive manufacturing";73,96;46;8;34;29,2;51;0,39;56
"JP";"JPC19";"Yamanashi";"Additive manufacturing";28,47;94;0;127;12,73;89;0;127
"JP";"JPC20";"Nagano";"Additive manufacturing";100;1;32;13;55,54;7;1,98;4
"JP";"JPD13";"Tokyo";"Additive manufacturing";94,44;8;513;1;45,88;19;0,45;51
"JP";"JPE15";"Niigata";"Additive manufacturing";91,32;12;12;30;49,47;15;1,1;15
"JP";"JPE16";"Toyama";"Additive manufacturing";79,51;31;4;50;46,97;17;0,48;48
"JP";"JPE17";"Ishikawa";"Additive manufacturing";36,11;77;0;127;46,82;18;0;127
"JP";"JPE18";"Fukui";"Additive manufacturing";89,93;14;7;38;70,3;3;1,09;16
"JP";"JPF21";"Gifu";"Additive manufacturing";75,35;43;3;54;40,96;25;0,49;46
"JP";"JPF22";"Shizuoka";"Additive manufacturing";77,43;38;18;23;34,22;43;0,25;66
"JP";"JPF23";"Aichi";"Additive manufacturing";90,62;13;52;10;52,24;11;0,35;60
"JP";"JPF24";"Mie";"Additive manufacturing";58,68;75;2;64;21,8;66;0,07;76
"JP";"JPG25";"Shiga";"Additive manufacturing";93,4;11;31;14;40,58;27;0,86;23
"JP";"JPG26";"Kyoto";"Additive manufacturing";79,86;30;48;11;25;61;0,38;57
"JP";"JPG27";"Osaka";"Additive manufacturing";94,44;8;89;5;54,71;9;0,37;58
"JP";"JPG29";"Nara";"Additive manufacturing";77,78;37;3;54;40,95;26;0,53;40
"JP";"JPG30";"Wakayama";"Additive manufacturing";93,75;10;10;32;58,86;4;1,68;5
"JP";"JPH31";"Tottori";"Additive manufacturing";31,6;85;0;127;25,01;60;0;127
"JP";"JPH32";"Shimane";"Additive manufacturing";74,65;44;1;74;40,08;29;1,25;14
"JP";"JPH33";"Okayama";"Additive manufacturing";68,4;65;2;64;46,98;16;0,18;71
"JP";"JPH34";"Hiroshima";"Additive manufacturing";76,39;42;6;43;44,57;22;0,3;64
"JP";"JPH35";"Yamaguchi";"Additive manufacturing";60,76;73;1;74;39,04;31;0,09;75
"JP";"JPI36";"Tokushima";"Additive manufacturing";61,11;72;2;64;16,42;81;0,53;40
"JP";"JPI37";"Kagawa";"Additive manufacturing";29,51;91;0;127;14,34;86;0;127
"JP";"JPI38";"Ehime";"Additive manufacturing";34,72;79;0;127;42,76;24;0;127
"JP";"JPI39";"Kochi";"Additive manufacturing";26,74;99;0;127;11,53;95;0;127
"JP";"JPJ40";"Fukuoka";"Additive manufacturing";69,79;62;2;64;52,63;10;0,11;74
"JP";"JPJ41";"Saga";"Additive manufacturing";78,82;34;2;64;45,7;20;1,04;19
"JP";"JPJ42";"Nagasaki";"Additive manufacturing";26,39;100;0;127;10,98;97;0;127
"JP";"JPJ43";"Kumamoto";"Additive manufacturing";72,22;56;6;43;16,8;80;0,79;25
"JP";"JPJ44";"Oita";"Additive manufacturing";29,17;92;0;127;13,07;87;0;127
"JP";"JPJ45";"Miyazaki";"Additive manufacturing";27,08;98;0;127;11,6;94;0;127
"JP";"JPJ46";"Kagoshima";"Additive manufacturing";80,9;27;3;54;36,93;35;1,48;9
"JP";"JPJ47";"Okinawa";"Additive manufacturing";86,46;19;6;43;37,15;34;4,2;3
"KH";"KH2";"Kampong Saom";"Additive manufacturing";10,76;145;0;127;0,5;145;0;127
"KH";"KH3";"Phnom Penh";"Additive manufacturing";16,67;128;0;127;1,31;128;0;127
"KP";"KP14";"Sariwon";"Additive manufacturing";1,39;172;0;127;0,07;172;0;127
"KP";"KP2";"Haeju";"Additive manufacturing";17,01;127;0;127;1,44;127;0;127
"KP";"KP3";"Hamhung";"Additive manufacturing";4,17;164;0;127;0,15;164;0;127
"KR";"KR011";"Seoul";"Additive manufacturing";78,82;34;205;2;11,06;96;0,4;54
"KR";"KR012";"Incheon";"Additive manufacturing";89,58;15;23;19;36,87;37;0,64;30
"KR";"KR021";"Busan";"Additive manufacturing";98,96;2;31;14;71,81;2;1,28;13
"KR";"KR022";"Ulsan";"Additive manufacturing";82,29;25;5;48;55,82;6;0,51;42
"KR";"KR023";"Gyeongsangnam-do";"Additive manufacturing";95,49;6;22;20;56,04;5;1,06;18
"KR";"KR031";"Daegu";"Additive manufacturing";88,19;16;15;26;39,22;30;0,73;28
"KR";"KR032";"Gyeongsangbuk-do";"Additive manufacturing";97,57;3;28;17;76,87;1;1,09;16
"KR";"KR041";"Gwangju";"Additive manufacturing";69,79;62;6;43;21,21;67;0,49;46
"KR";"KR042";"Jeollabuk-do";"Additive manufacturing";86,46;19;7;38;50,45;12;0,62;32
"KR";"KR043";"Jeollanam-do";"Additive manufacturing";33,33;81;0;127;28,24;54;0;127
"KR";"KR051";"Daejeon";"Additive manufacturing";76,39;42;42;12;16,27;82;0,33;61
"KR";"KR052";"Chungcheongbuk-do";"Additive manufacturing";73,26;49;7;38;25,77;57;0,47;49
"KR";"KR053";"Chungcheongnam-do";"Additive manufacturing";83,68;22;10;32;38,55;32;0,54;38
"KR";"KR061";"Gangwon-do";"Additive manufacturing";80,21;28;8;34;23,91;62;0,92;22
"KR";"KR071";"Jeju-do";"Additive manufacturing";84,72;21;6;43;36,91;36;1,55;8
"LA";"LA4";"Vientiane";"Additive manufacturing";7,64;154;0;127;0,32;154;0;127
"MM";"MM18";"Yangon";"Additive manufacturing";5,56;160;0;127;0,18;160;0;127
"MM";"MM5";"Mandalay";"Additive manufacturing";4,17;164;0;127;0,15;164;0;127
"MN";"MN1";"Ulaanbaatar";"Additive manufacturing";15,97;130;0;127;1,07;130;0;127
"MY";"MY1";"Alor Setar";"Additive manufacturing";17,36;126;0;127;1,5;126;0;127
"MY";"MY12";"Kota Kinabalu";"Additive manufacturing";22,57;111;0;127;4,91;109;0;127
"MY";"MY13";"Kuala Lumpur";"Additive manufacturing";65,62;69;2;64;17,46;76;0,78;26
"MY";"MY14";"Kuala Terengganu";"Additive manufacturing";8,68;151;0;127;0,38;151;0;127
"MY";"MY15";"Kuantan";"Additive manufacturing";8,33;152;0;127;0,35;152;0;127
"MY";"MY16";"Kuching";"Additive manufacturing";18,06;124;0;127;1,6;124;0;127
"MY";"MY17";"Kulim";"Additive manufacturing";24,65;105;0;127;7,73;103;0;127
"MY";"MY19";"Melaka";"Additive manufacturing";25,69;102;0;127;10,03;99;0;127
"MY";"MY2";"Batu Pahat";"Additive manufacturing";30,21;89;0;127;18,23;75;0;127
"MY";"MY21";"Pasir Gudang";"Additive manufacturing";27,78;96;0;127;12,46;92;0;127
"MY";"MY22";"Rawang";"Additive manufacturing";17,71;125;0;127;1,56;125;0;127
"MY";"MY24";"Seremban";"Additive manufacturing";23,61;108;0;127;6,64;106;0;127
"MY";"MY25";"Sibu";"Additive manufacturing";14,24;135;0;127;0,85;135;0;127
"MY";"MY26";"Sungai Petani";"Additive manufacturing";30,56;88;0;127;18,76;74;0;127
"MY";"MY27";"Taiping";"Additive manufacturing";16,32;129;0;127;1,23;129;0;127
"MY";"MY29";"Sandakan";"Additive manufacturing";4,17;164;0;127;0,15;164;0;127
"MY";"MY3";"Bintulu";"Additive manufacturing";3,47;166;0;127;0,13;166;0;127
"MY";"MY4";"Bukit Mertajam";"Additive manufacturing";19,44;120;0;127;2,32;120;0;127
"MY";"MY5";"Butterworth";"Additive manufacturing";19,79;119;0;127;2,52;119;0;127
"MY";"MY6";"Gelugor";"Additive manufacturing";23,96;107;0;127;6,65;105;0;127
"MY";"MY7";"George Town";"Additive manufacturing";67,71;66;1;74;19,68;72;17,47;1
"MY";"MY8";"Ipoh";"Additive manufacturing";21,53;114;0;127;3,8;114;0;127
"MY";"MY9";"Johor Bahru";"Additive manufacturing";78,47;36;2;64;35,01;39;14,33;2
"PH";"PH1";"Angeles";"Additive manufacturing";4,86;162;0;127;0,17;162;0;127
"PH";"PH12";"Cebu";"Additive manufacturing";20,14;118;0;127;2,74;118;0;127
"PH";"PH15";"Davao";"Additive manufacturing";1,39;172;0;127;0,07;172;0;127
"PH";"PH18";"General Santos";"Additive manufacturing";14,93;133;0;127;0,9;133;0;127
"PH";"PH2";"Bacolod";"Additive manufacturing";29,86;90;0;127;15,98;83;0;127
"PH";"PH21";"Iloilo";"Additive manufacturing";9,72;148;0;127;0,42;148;0;127
"PH";"PH29";"Lucena";"Additive manufacturing";9,03;150;0;127;0,4;150;0;127
"PH";"PH3";"Baguio";"Additive manufacturing";2,08;170;0;127;0,11;170;0;127
"PH";"PH32";"Manila";"Additive manufacturing";25,35;103;0;127;9,38;100;0;127
"PH";"PH35";"Olongapo";"Additive manufacturing";1,74;171;0;127;0,1;171;0;127
"PH";"PH41";"San Pablo";"Additive manufacturing";13,19;138;0;127;0,71;138;0;127
"PH";"PH46";"Tarlac";"Additive manufacturing";0,69;174;0;127;0,02;174;0;127
"PH";"PH49";"San Carlos";"Additive manufacturing";11,81;142;0;127;0,54;142;0;127
"PH";"PH5";"Batangas";"Additive manufacturing";23,26;109;0;127;6,46;107;0;127
"PH";"PH50";"San Carlos";"Additive manufacturing";11,81;142;0;127;0,54;142;0;127
"PH";"PH51";"San Fernando";"Additive manufacturing";20,83;116;0;127;2,81;116;0;127
"PH";"PH52";"San Fernando";"Additive manufacturing";20,83;116;0;127;2,81;116;0;127
"PH";"PH9";"Cagayan de Oro";"Additive manufacturing";9,38;149;0;127;0,41;149;0;127
"SG";"SGZZZ";"Singapore";"Additive manufacturing";96,53;4;73;7;36,3;38;1,41;10
"TH";"TH1";"Bangkok";"Additive manufacturing";72,92;51;2;64;40,41;28;0,52;41
"TH";"TH10";"Nakhon Si Thammarat";"Additive manufacturing";28,82;93;0;127;12,8;88;0;127
"TH";"TH11";"Nonthaburi";"Additive manufacturing";31,94;84;0;127;25,21;59;0;127
"TH";"TH12";"Phitsanulok";"Additive manufacturing";15,62;131;0;127;0,95;131;0;127
"TH";"TH13";"Rayong";"Additive manufacturing";31,25;86;0;127;23,46;63;0;127
"TH";"TH14";"Samut Prakan";"Additive manufacturing";30,9;87;0;127;19,49;73;0;127
"TH";"TH16";"Surat Thani";"Additive manufacturing";22,92;110;0;127;5,76;108;0;127
"TH";"TH17";"Ubon Ratchathani";"Additive manufacturing";18,4;123;0;127;1,66;123;0;127
"TH";"TH18";"Udon Thani";"Additive manufacturing";11,11;144;0;127;0,52;144;0;127
"TH";"TH2";"Chiang Mai";"Additive manufacturing";24,31;106;0;127;7,17;104;0;127
"TH";"TH3";"Chon Buri";"Additive manufacturing";18,75;122;0;127;1,8;122;0;127
"TH";"TH5";"Khlong Luang";"Additive manufacturing";21,88;113;0;127;4,03;112;0;127
"TH";"TH6";"Khon Kaen";"Additive manufacturing";10,42;146;0;127;0,49;146;0;127
"TH";"TH7";"Lampang";"Additive manufacturing";13,19;138;0;127;0,71;138;0;127
"TH";"TH8";"Nakhon Pathom";"Additive manufacturing";26,04;101;0;127;10,45;98;0;127
"TH";"TH9";"Nakhon Ratchasima";"Additive manufacturing";12,5;140;0;127;0,66;140;0;127
"TW";"TW000";"Chinese Taipei";"Additive manufacturing";82,64;24;26;18;20,18;69;0,66;29
"CN";"CN12";"Beijing";"Autonomous vehicles";97,66;5;844;4;39,19;8;1,44;6
"CN";"CN126";"Nanchang";"Autonomous vehicles";82,27;23;9;44;40,75;5;0,82;22
"CN";"CN128";"Nanning";"Autonomous vehicles";62,54;61;1;68;29,34;23;0,14;66
"CN";"CN153";"Shijiazhuang";"Autonomous vehicles";90,97;12;23;26;46,47;4;1,11;9
"CN";"CN161";"Taiyuan";"Autonomous vehicles";79,6;28;10;42;24,15;33;0,98;12
"CN";"CN164";"Urumqi";"Autonomous vehicles";65,22;56;1;68;16,82;53;0,65;28
"CN";"CN167";"Wuhan";"Autonomous vehicles";77,59;34;38;20;12,95;64;0,45;38
"CN";"CN169";"Xian";"Autonomous vehicles";87,63;19;21;27;38,89;9;0,89;19
"CN";"CN17";"Changsha";"Autonomous vehicles";86,62;20;19;29;40,6;6;0,68;27
"CN";"CN191";"Shenzhen";"Autonomous vehicles";100;1;2534;2;57,55;2;2,08;1
"CN";"CN20";"Chengdu";"Autonomous vehicles";78,26;30;23;26;17,28;52;0,53;34
"CN";"CN23";"Chongqing";"Autonomous vehicles";65,22;56;8;46;11,37;76;0,32;52
"CN";"CN238";"Changchun";"Autonomous vehicles";78,26;30;6;50;34,55;15;0,83;21
"CN";"CN277";"Hangzhou";"Autonomous vehicles";88,29;18;143;13;28,15;25;0,61;30
"CN";"CN280";"Harbin";"Autonomous vehicles";62,88;60;1;68;28,08;26;0,19;62
"CN";"CN282";"Hefei";"Autonomous vehicles";80,27;26;15;33;23,75;34;0,58;32
"CN";"CN335";"Nanjing";"Autonomous vehicles";94,98;6;341;8;36,59;12;0,96;14
"CN";"CN357";"Shanghai";"Autonomous vehicles";89,97;15;267;9;24,39;31;0,84;20
"CN";"CN362";"Shenyang";"Autonomous vehicles";73,58;43;11;41;24,61;30;0,3;54
"CN";"CN383";"Tianjin";"Autonomous vehicles";79,6;28;13;37;26,99;28;0,49;36
"CN";"CN393";"Weifang";"Autonomous vehicles";80,94;24;62;16;17,93;49;0,45;38
"CN";"CN400";"Xiamen";"Autonomous vehicles";68,23;51;14;36;10,96;77;0,21;60
"CN";"CN48";"Guangzhou";"Autonomous vehicles";90,97;12;418;6;23,2;37;0,96;14
"CN";"CN50";"Guiyang";"Autonomous vehicles";66,89;52;1;68;29,85;22;0,32;52
"CN";"CN64";"Inner Mongolia";"Autonomous vehicles";76,92;35;4;53;29,96;21;0,92;16
"CN";"CN95";"Kunming";"Autonomous vehicles";69,23;49;2;62;27,2;27;0,37;46
"CN";"CN98";"Lanzhou";"Autonomous vehicles";77,59;34;4;53;24,34;32;1,61;3
"ID";"ID102";"Tasikmalaya";"Autonomous vehicles";0;176;0;126;0;176;0;126
"ID";"ID107";"Yogyakarta";"Autonomous vehicles";6,69;156;0;126;0,13;156;0;126
"ID";"ID109";"Gorontalo";"Autonomous vehicles";6,69;156;0;126;0,13;156;0;126
"ID";"ID14";"Bogor";"Autonomous vehicles";18,39;121;0;126;2,04;121;0;126
"ID";"ID2";"Balikpapan";"Autonomous vehicles";4,68;162;0;126;0,08;162;0;126
"ID";"ID27";"Denpasar";"Autonomous vehicles";23,08;107;0;126;4,79;106;0;126
"ID";"ID30";"Gresik";"Autonomous vehicles";16,72;126;0;126;1,6;126;0;126
"ID";"ID33";"Jakarta";"Autonomous vehicles";29,1;89;0;126;10,59;80;0;126
"ID";"ID4";"Bandung";"Autonomous vehicles";8,36;151;0;126;0,2;151;0;126
"ID";"ID41";"Klaten";"Autonomous vehicles";13,71;135;0;126;1,07;135;0;126
"ID";"ID42";"Kudus";"Autonomous vehicles";7,36;154;0;126;0,19;154;0;126
