Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series A - Jingle Magic,https://www.crunchbase.com/funding_round/jingle-magic-series-a--5bd95b82,Jingle Magic,https://www.crunchbase.com/organization/jingle-magic,Series A,10000000,CNY,1493764,2019-03-20,Early Stage Venture,,,,Yes,Jingle Magic is an artificial intelligence technology company that provides visual artificial intelligence solutions.,"Artificial Intelligence (AI), Education, Virtual Reality",,"Haidian, Beijing, China, Asia",http://www.xunfeivr.com/,,30000000,CNY,4429309,Early Stage Venture,3,Beijing Yuanhui,"Beijing Yuanhui, Sinoking Capital",2,,"49,099"
Seed Round - Kosh,https://www.crunchbase.com/funding_round/kosh-seed--5db62a76,Kosh,https://www.crunchbase.com/organization/kosh,Seed,1600000,USD,1600000,2019-01-01,Seed,,,,Yes,Kosh is a financial services platform designed to help people become financially independent.,"Financial Services, FinTech, Machine Learning, Software",,"Gurgaon, Haryana, India, Asia",https://getkosh.com/,,1750000,USD,1750000,Seed,3,,India Quotient,1,,"51,398"
Seed Round - Voiceflow,https://www.crunchbase.com/funding_round/storyflow-20c9-seed--0083b8f2,Voiceflow,https://www.crunchbase.com/organization/storyflow-20c9,Seed,3500000,USD,3500000,2019-05-01,Seed,,,,Yes,The collaborative platform to build conversational AI.,"Artificial Intelligence (AI), Collaboration, Internet, Software",,"San Francisco, California, United States, North America",https://voiceflow.com,$10M to $50M,39000000,USD,39000000,,4,True Ventures,"Amazon, N49P, Ripple Ventures, Tommy Leep, True Ventures",5,,"58,813"
Seed Round - EyeLevel.ai,https://www.crunchbase.com/funding_round/eyelevel-ai-seed--8ad0e7dd,EyeLevel.ai,https://www.crunchbase.com/organization/eyelevel-ai,Seed,2000000,USD,2000000,2019-02-22,Seed,,,,Yes,AI dev tools to build the world's most accurate RAG and LLM apps with enterprise data,"Artificial Intelligence (AI), Generative AI, Legal Tech, Software",,"Denver, Colorado, United States, North America",https://www.eyelevel.ai/,$1M to $10M,2000000,USD,2000000,Seed,2,Birchmere Ventures,"Alumni Ventures, Berkeley SkyDeck Fund, Birchmere Ventures, Inspiration Ventures, Service Provider Capital, Strawberry Creek Ventures",6,,"62,026"
Seed Round - Augmenta,https://www.crunchbase.com/funding_round/augmenta-2274-seed--e2363b91,Augmenta,https://www.crunchbase.com/organization/augmenta-2274,Seed,2300000,EUR,2520788,2019-10-08,Seed,,,,Yes,Augmenta is a software company that develops agricultural applications and provides technology solutions for farming environments.,"Agriculture, AgTech, Artificial Intelligence (AI), Computer Vision, Embedded Systems, Farming, Hardware, Image Recognition, Machine Learning",,"Athens, Attiki, Greece, Europe",https://www.augmenta.ag,$1M to $10M,11170788,USD,11170788,M&A,4,"HCVC, Marathon Venture Capital","HCVC, Marathon Venture Capital",2,3,"62,674"
Seed Round - Nomad Go,https://www.crunchbase.com/funding_round/nomad-go-ai-seed--3a5eba0a,Nomad Go,https://www.crunchbase.com/organization/nomad-go-ai,Seed,2732863,USD,2732863,2019-09-12,Seed,,,,Yes,Nomad Go is a software company that provides AI-based platforms that enable automated inventory counts and decision-making.,"Artificial Intelligence (AI), Food and Beverage, Machine Learning, Software, Supply Chain Management",,"Bellevue, Washington, United States, North America",https://www.nomad-go.com/,$1M to $10M,4232863,USD,4232863,Seed,2,Flying Fish Partners,"Fitz Gate Ventures, Flying Fish Partners, Vulcan Capital",3,1,"62,655"
Seed Round - BlueSpace.ai,https://www.crunchbase.com/funding_round/bluespace-ai-seed--0b0194a0,BlueSpace.ai,https://www.crunchbase.com/organization/bluespace-ai,Seed,3200000,USD,3200000,2019-12-13,Seed,,,,Yes,BlueSpace.ai is an urban mobility company that develops autonomous vehicle technology.,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Transportation",Women Founded,"Emeryville, California, United States, North America",https://www.bluespace.ai,$1M to $10M,3399999,USD,3399999,,4,Fusion Fund,"Alumni Ventures, Atinum Partners, Blue Ivy Ventures, Fusion Fund, GDP Venture, Kakao Ventures, Plug and Play, SLVC, Steve Chen, UMC Capital, Wasabi Ventures",11,1,"63,539"
"Seed Round - AceUp, Inc.",https://www.crunchbase.com/funding_round/aceup-seed--3a495a90,"AceUp, Inc.",https://www.crunchbase.com/organization/aceup,Seed,1650000,USD,1650000,2019-05-25,Seed,6000000,USD,6000000,Yes,The AI-Powered Team Transformation Engine. Leading provider globally of Human-Centered Leadership Development solutions.,"Artificial Intelligence (AI), Corporate Training, EdTech, Education, Human Resources, Personal Development, SaaS, Software, Training, Virtual Workforce",Women Founded,"Boston, Massachusetts, United States, North America",https://www.aceup.com,$1M to $10M,30126148,USD,30126148,Early Stage Venture,5,,"2EnablePartners, Bantam Group, LaunchPad Venture, Techstars",4,,"64,941"
Seed Round - Marani,https://www.crunchbase.com/funding_round/odanata-health-inc-seed--0948dbc9,Marani,https://www.crunchbase.com/organization/odanata-health-inc,Seed,1518746,USD,1518746,2019-08-12,Seed,,,,Yes,"Marani develops a prenatal care platform which includes a wearable, textile-based product to measure key vital statistics of women.","Artificial Intelligence (AI), Health Care, Health Diagnostics",Women Founded,"Minneapolis, Minnesota, United States, North America",https://www.maranihealth.com,$1M to $10M,16404148,USD,16404148,Seed,5,Kathleen A. Tune,"Capita3, John Deedrick, Kathleen A. Tune, Southeast Minnesota Capital Fund, Starfish Ventures",5,,"66,476"
Post-IPO Equity - intelliHR,https://www.crunchbase.com/funding_round/intellihr-systems-post-ipo-equity--c6c59a8e,intelliHR,https://www.crunchbase.com/organization/intellihr-systems,Post-IPO Equity,2740000,AUD,1890955,2019-12-20,,,,,Yes,"IntelliHR is a cloud-based people management platform that provides real-time analytics for managers, leaders, and HR.","Analytics, Artificial Intelligence (AI), Enterprise Software, Human Resources, SaaS",,"Brisbane, Queensland, Australia, Oceania",https://www.intellihr.com,$100M to $500M,30510600,AUD,22034225,M&A,8,Colinton Capital Partners,Colinton Capital Partners,1,,"65,909"
Pre Seed Round - Particular Audience,https://www.crunchbase.com/funding_round/particular-audience-pre-seed--80451fcb,Particular Audience,https://www.crunchbase.com/organization/particular-audience,Pre-Seed,1800000,AUD,1259392,2019-07-23,Seed,,,,Yes,AI Commerce & Retail Media,"Artificial Intelligence (AI), Big Data, E-Commerce Platforms, Machine Learning, Search Engine, Semantic Search, Visual Search",,"Darlinghurst, New South Wales, Australia, Oceania",https://www.particularaudience.com,$10M to $50M,12700000,AUD,9023561,Early Stage Venture,5,Carthona Capital,"Carthona Capital, Lucas London",2,2,"67,822"
Pre Seed Round - TurinTech AI,https://www.crunchbase.com/funding_round/turintech-pre-seed--5137cf2d,TurinTech AI,https://www.crunchbase.com/organization/turintech,Pre-Seed,1000000,GBP,1286592,2019-10-29,Seed,,,,Yes,Code Optimisation Platform,"Artificial Intelligence (AI), DevOps, Generative AI, Information Technology, Machine Learning, SaaS",,"London, England, United Kingdom, Europe",https://turintech.ai/,$1M to $10M,4000000,GBP,5533387,Seed,3,IQ Capital,IQ Capital,1,1,"68,150"
Series E - Qubole,https://www.crunchbase.com/funding_round/qubole-series-e--25b5c78e,Qubole,https://www.crunchbase.com/organization/qubole,Series E,2900000,USD,2900000,2019-08-27,Late Stage Venture,,,,Yes,"Qubole is a simple and secure data lake platform for machine learning, streaming, and ad-hoc analytics.","Analytics, Big Data, Cloud Data Services, Data Management, Enterprise Software, Machine Learning",,"Santa Clara, California, United States, North America",http://www.qubole.com,$50M to $100M,77900000,USD,77900000,M&A,5,,"Blue Cloud Ventures, Employee Stock Option Fund, Norwest Venture Partners",3,2,"68,130"
Pre Seed Round - SonicJobs,https://www.crunchbase.com/funding_round/sonicjobs-pre-seed--bacbc491,SonicJobs,https://www.crunchbase.com/organization/sonicjobs,Pre-Seed,2500000,GBP,3266949,2019-04-01,Seed,,,,Yes,Building an AI Agent that unlocks human potential,"Artificial Intelligence (AI), Generative AI, Recruiting, Software",Women Founded,"San Francisco, California, United States, North America",http://www.sonicjobs.com,$1M to $10M,6700000,GBP,9066276,Seed,2,,Velocity Partners,1,,"68,055"
Seed Round - Futr,https://www.crunchbase.com/funding_round/futr-12e7-seed--64ab68d4,Futr,https://www.crunchbase.com/organization/futr-12e7,Seed,2400000,GBP,2971934,2019-07-26,Seed,,,,Yes,We build chatbots that revolutionise how organisations engage with people.,"Artificial Intelligence (AI), Chatbot, Information Technology, Machine Learning, Natural Language Processing, Software",,"London, England, United Kingdom, Europe",https://futr.ai/,$1M to $10M,4500000,GBP,5716297,Seed,3,Praetura Ventures,Praetura Ventures,1,,"71,863"
Seed Round - DreamBig Semiconductor,https://www.crunchbase.com/funding_round/dreambig-semiconductor-seed--50fcd330,DreamBig Semiconductor,https://www.crunchbase.com/organization/dreambig-semiconductor,Seed,3500000,USD,3500000,2019-10-10,Seed,,,,Yes,"DreamBig Semiconductor provides Chiplet platform with SMARTNIC/DPU solutions for AI, data centers and storage acceleration.","Artificial Intelligence (AI), Data Center, Data Storage, Electronics",Women Founded,"San Jose, California, United States, North America",https://dreambigsemi.com,$1M to $10M,92500000,USD,92500000,Early Stage Venture,3,,,,,"72,040"
Equity Crowdfunding - Single Technologies,https://www.crunchbase.com/funding_round/single-technologies-equity-crowdfunding--fd3ffd5f,Single Technologies,https://www.crunchbase.com/organization/single-technologies,Equity Crowdfunding,1500000,USD,1500000,2019-05-15,,,,,Yes,SINGLE TECHNOLOGIES develops a new type of (3-D) DNA sequencing system to improve Life.,"Big Data, Biotechnology, Genetics, Health Care, Health Diagnostics, Machine Learning, Medical Device",,"Stockholm, Stockholms Lan, Sweden, Europe",http://www.singletechnologies.com/,$1M to $10M,14085000,USD,14085000,Seed,7,Sciety,Sciety,1,1,"76,052"
Seed Round - Malum,https://www.crunchbase.com/funding_round/malum-seed--2bf629ee,Malum,https://www.crunchbase.com/organization/malum,Seed,2000000,USD,2000000,2019-10-17,Seed,,,,Yes,Malum delivers a broad array of artificial intelligence-derived tools that range from keeping individuals safe from physical harm.,Artificial Intelligence (AI),,"Iowa City, Iowa, United States, North America",,,7096931,USD,7096931,,3,,,,,"74,025"
Seed Round - Rahko,https://www.crunchbase.com/funding_round/rahko-seed--0b78bb10,Rahko,https://www.crunchbase.com/organization/rahko,Seed,1300000,GBP,1643853,2019-10-11,Seed,,,,Yes,Rahko is one of the world’s most advanced teams in quantum machine learning,"Computer, Hardware, Machine Learning, Software",,"London, England, United Kingdom, Europe",https://rahko.ai/,$1M to $10M,1300000,GBP,1643853,M&A,1,Balderton Capital,"AI Seed, Balderton Capital, Charlie Songhurst, James Field, John Spindler, TGM ventures, Thomas McInerney",7,1,"76,098"
Seed Round - Brain of Things,https://www.crunchbase.com/funding_round/brain-of-things-6416-seed--676cc1e7,Brain of Things,https://www.crunchbase.com/organization/brain-of-things-6416,Seed,1608000,USD,1608000,2019-02-01,Seed,200000000,USD,200000000,Yes,Smart home that adapts to you,"Artificial Intelligence (AI), Information Technology, Smart Home",,,,,12859000,USD,12859000,,8,,,,,"77,099"
Venture Round - FiNC,https://www.crunchbase.com/funding_round/finc-series-unknown--2df12a03,FiNC,https://www.crunchbase.com/organization/finc,Venture - Series Unknown,150000068,JPY,1388874,2019-10-31,,,,,Yes,"FiNC combines data analysis, rich content, and social elements to help users log, understand, manage, and improve their health and wellness.","Analytics, Artificial Intelligence (AI), Fitness, Health Care, Medical, Nutrition, Wellness",,"Tokyo, Tokyo, Japan, Asia",https://www.finc.com,$10M to $50M,81896465,USD,81896465,,13,Itochu-Shokuhin,Itochu-Shokuhin,1,,"78,650"
Series A - Allganize,https://www.crunchbase.com/funding_round/allganize-series-a--a25a21fb,Allganize,https://www.crunchbase.com/organization/allganize,Series A,3400000,USD,3400000,2019-04-30,Early Stage Venture,23100000,USD,23100000,Yes,Allganize provides Natural Language Understanding API and conversational AI for enterprises.,"Artificial Intelligence (AI), Enterprise, Enterprise Software, Machine Learning",,"Tokyo, Tokyo, Japan, Asia",https://www.allganize.ai/,$1M to $10M,27763751,USD,27763751,Early Stage Venture,6,SparkLabs Ventures,"Bass Investment, Fast Investment, Global Brain Corporation, Laguna Investment, SparkLabs Ventures",5,1,"79,982"
Series A - Vervoe,https://www.crunchbase.com/funding_round/vervoe-series-a--a416a2b2,Vervoe,https://www.crunchbase.com/organization/vervoe,Series A,2700000,USD,2700000,2019-12-01,Early Stage Venture,,,,Yes,Vervoe uses machine learning to create tailored skills assessments that are instantly auto-gradable.,"Enterprise Software, Machine Learning, Recruiting, SaaS, Skill Assessment, Software",,"Melbourne, Victoria, Australia, Oceania",https://vervoe.com,$1M to $10M,7175000,USD,7175000,,4,,"Gabby Leibovich, Hezi Leibovich, Matt Berriman, SEEK, TEN13, TSVC",6,4,"81,805"
Seed Round - Dyneti Technologies,https://www.crunchbase.com/funding_round/dyneti-technologies-seed--c212e8dd,Dyneti Technologies,https://www.crunchbase.com/organization/dyneti-technologies,Seed,2150000,USD,2150000,2019-03-22,Seed,,,,Yes,Dyneti Technologies is a  Combinator-backed team with extensive experience reducing fraud and improving conversion from our work at Uber.,"Artificial Intelligence (AI), Information Technology, Machine Learning","Women Founded, Women Led","San Francisco, California, United States, North America",https://www.dyneti.com/,$1M to $10M,2150000,USD,2150000,Seed,2,,Y Combinator,1,,"81,564"
Series A - Rive,https://www.crunchbase.com/funding_round/kodit-io-series-a--6f511ef8,Rive,https://www.crunchbase.com/organization/kodit-io,Series A,3000000,EUR,3349336,2019-05-21,Early Stage Venture,,,,Yes,Rive is building the world’s most accurate AI-powered real estate platform to make buying and selling homes fast and simple.,"Artificial Intelligence (AI), Real Estate",,"Helsinki, Southern Finland, Finland, Europe",https://rivehomes.com/,,136700000,EUR,155905622,Seed,9,,"Adevinta Ventures, All Iron Ventures, FJ Labs, GE32 Capital, Icebreaker.vc, Speedinvest",6,1,"83,712"
Seed Round - ODAIA,https://www.crunchbase.com/funding_round/odaia-seed--1a2e8a2b,ODAIA,https://www.crunchbase.com/organization/odaia,Seed,1300000,USD,1300000,2019-09-23,Seed,,,,Yes,ODAIA is driving next-generation customer engagement with the leading AI-fueled Customer Data Platform for the Life Sciences industry.,"Artificial Intelligence (AI), Biotechnology, Machine Learning, Software",,"Toronto, Ontario, Canada, North America",https://www.odaia.ai/,$1M to $10M,43350000,USD,43350000,Early Stage Venture,4,"Panache Ventures, StandUp Ventures","Amar Varma, BDC Capital’s Women in Technology Venture Fund, Creative Destruction Lab (CDL), Inovia Capital, MaRS Investment Accelerator Fund, N49P, Ontario Centres of Excellence, Panache Ventures, StandUp Ventures, Toronto Innovation Acceleration Partners, UTEST",11,2,"83,792"
Seed Round - Charli AI,https://www.crunchbase.com/funding_round/charliai-seed--1b724869,Charli AI,https://www.crunchbase.com/organization/charliai,Seed,1600000,USD,1600000,2019-11-15,Seed,,,,Yes,"Meet Charli, AI to make work flow. Delegate the boring stuff.","Artificial Intelligence (AI), Productivity Tools, SaaS, Software, Software Engineering, Virtual Assistant",,"Vancouver, British Columbia, Canada, North America",https://charli.ai/,$1M to $10M,1600000,USD,1600000,Seed,2,"Business Development Bank of Canada, Yaletown Partners","BDC Venture Capital, Business Development Bank of Canada, Nick Candito, Yaletown Partners",4,1,"85,483"
Seed Round - Arkestro,https://www.crunchbase.com/funding_round/bid-ops-seed--8263134a,Arkestro,https://www.crunchbase.com/organization/bid-ops,Seed,1750000,USD,1750000,2019-03-07,Seed,,,,Yes,Arkestro is a predictive procurement software for businesses to boost savings and supply chain performance.,"Analytics, Predictive Analytics, Procurement, Productivity Tools, Software",,"San Francisco, California, United States, North America",https://arkestro.com,Less than $1M,27950000,USD,27950000,Early Stage Venture,5,"Cervin Ventures, Illuminate Ventures","Cervin Ventures, Correlation Ventures, Illuminate Ventures, Mentors Fund",4,1,"86,527"
Funding Round - GXC,https://www.crunchbase.com/funding_round/gxc-inc-undisclosed--23e8fe1a,GXC,https://www.crunchbase.com/organization/gxc-inc,Funding Round,1900000,USD,1900000,2019-12-31,,,,,Yes,"GXC is holding company which has world wide subsidiaries in the field of Game Testing Platform, Game Accelerator, Venture Capital","Artificial Intelligence (AI), Big Data, Console Games, Developer Platform, Online Games, PC Games, Video Games",,"Jeju, Cheju-do, South Korea, Asia",https://gxc.games/,,12410000,USD,12410000,Early Stage Venture,6,,"DS Asset Management, DS&Partners",2,,"84,820"
Seed Round - rMark Bio,https://www.crunchbase.com/funding_round/rmark-bio-inc-seed--ef3833ef,rMark Bio,https://www.crunchbase.com/organization/rmark-bio-inc,Seed,2772223,USD,2772223,2019-10-15,Seed,,,,Yes,rMark Bio delivers intelligence solutions to the life science industry.,"Artificial Intelligence (AI), Big Data, Biotechnology, Business Intelligence, Cloud Computing, Collaboration, Life Science, Software",,"Chicago, Illinois, United States, North America",http://www.rmarkbio.com,Less than $1M,6570888,USD,6570888,M&A,7,,,,,"86,950"
Series A - Trueface,https://www.crunchbase.com/funding_round/trueface-ai-series-a--d7482c89,Trueface,https://www.crunchbase.com/organization/trueface-ai,Series A,3700000,USD,3700000,2019-07-31,Early Stage Venture,,,,Yes,Trueface applies computer vision technology to camera streams to enable businesses to make immediate decisions based on identified patterns.,"Artificial Intelligence (AI), Computer Vision, Developer APIs, Facial Recognition, Machine Learning, Security",,"Santa Monica, California, United States, North America",https://www.trueface.ai,$1M to $10M,4950000,USD,4950000,M&A,5,"Advantage Ventures, Lavrock Ventures, Scout Ventures","Advantage Ventures, GW Ventures, Lavrock Ventures, Scout Ventures",4,,"87,042"
