Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series B - Jubo,https://www.crunchbase.com/funding_round/jubo-series-b--fb46f2dd,Jubo,https://www.crunchbase.com/organization/jubo,Series B,150000000,TWD,4914971,2023-04-15,Early Stage Venture,,,,Yes,"We deliver person-centered care experience by connecting healthcare data, empowering caregivers, and engaging family.","Artificial Intelligence (AI), Elder Care, Health Care, Home Health Care, Information Technology, Internet of Things, Software",,"Taipei, T'ai-pei, Taiwan, Asia",http://www.jubo.health/,,23534261,USD,23534261,Early Stage Venture,7,,"Darwin Venture Management, Daying Capital, Wistron Corporation",3,,"13,873"
Seed Round - MultiplAI Health,https://www.crunchbase.com/funding_round/multiplai-health-seed--092e2822,MultiplAI Health,https://www.crunchbase.com/organization/multiplai-health,Seed,2250000,GBP,2688728,2023-03-02,Seed,,,,Yes,MultiplAI Health is a leveraging advances in genomics and artificial intelligence to develop universal remote screening.,"Artificial Intelligence (AI), Bioinformatics, Biopharma, Biotechnology, Health Care",,"London, England, United Kingdom, Europe",https://multiplaihealth.com/,$1M to $10M,2250000,GBP,2688728,Seed,3,SF500,"SF500, Time Partners Limited, Zentynel Frontier Investments",3,,"14,035"
Seed Round - Eventual,https://www.crunchbase.com/funding_round/eventual-4cef-seed--63705393,Eventual,https://www.crunchbase.com/organization/eventual-4cef,Seed,2500000,USD,2500000,2022-03-22,Seed,,,,Yes,"Eventual is a data platform that helps data scientists and engineers build data applications across ETL, analytics and ML/AI.","Artificial Intelligence (AI), Cloud Computing, Machine Learning",,"San Francisco, California, United States, North America",https://www.eventualcomputing.com,,2500000,USD,2500000,Seed,1,,"Array Ventures, Caffeinated Capital, The House Fund, Y Combinator",4,,"15,068"
Seed Round - Miros,https://www.crunchbase.com/funding_round/miros-ai-seed--034f2c5b,Miros,https://www.crunchbase.com/organization/miros-ai,Seed,2100000,EUR,2231076,2022-12-13,Seed,,,,Yes,Visual AI Shaping The Future of Ecommerce,"Artificial Intelligence (AI), E-Commerce, Fashion, Product Search, Retail, Retail Technology, Search Engine, Shopping, Visual Search",,"Tallinn, Harjumaa, Estonia, Europe",https://miros.ai,,3400000,EUR,3787165,Seed,3,Tera Ventures,"AI Startup Incubator, Look AI Ventures, Tera Ventures, ZAKA VC",4,,"16,567"
Pre Seed Round - Pasteur Labs,https://www.crunchbase.com/funding_round/pasteur-labs-pre-seed--e7d1f0e3,Pasteur Labs,https://www.crunchbase.com/organization/pasteur-labs,Pre-Seed,3200000,USD,3200000,2022-04-01,Seed,,,,Yes,The Simulation Intelligence company: state-of-art AI-native simulation testbeds for Industrial R&D and National Security.,"Artificial Intelligence (AI), Industrial Engineering, Renewable Energy, Simulation",,"Brooklyn, New York, United States, North America",https://simulation.science,,13700000,USD,13700000,Seed,2,,"Alexander Lavin, Amjad Masad, Friends & Family Capital, Leblon Capital",4,,"16,966"
Series A - Baymatob,https://www.crunchbase.com/funding_round/baymatob-series-a--9cb8b779,Baymatob,https://www.crunchbase.com/organization/baymatob,Series A,4565000,AUD,3376275,2022-03-21,Early Stage Venture,11000000,AUD,8135601,Yes,Baymatob is a AI-guided solutions to improve health outcomes for mothers and their babies.,"Artificial Intelligence (AI), Health Care, Medical Device",,"Leichhardt, New South Wales, Australia, Oceania",https://www.baymatob.com,$1M to $10M,6815631,USD,6815631,Early Stage Venture,5,Future of Healthcare Fund - Australian Unity,"Alberts Impact Ventures, Future of Healthcare Fund - Australian Unity, Scale Investors",3,1,"17,878"
Series B - Asilla,https://www.crunchbase.com/funding_round/asilla-series-b--1004df9d,Asilla,https://www.crunchbase.com/organization/asilla,Series B,540000000,JPY,3787195,2022-09-12,Early Stage Venture,,,,Yes,Asilla develops and provides AI specialized in image and video analysis.,"Analytics, Artificial Intelligence (AI), Image Recognition, Machine Learning, Video",,"Machida, Tokyo, Japan, Asia",https://www.asilla.jp,$1M to $10M,1404250000,JPY,9827335,Late Stage Venture,6,AXA Life Japan,"AXA Life Japan, Canon Marketing Japan, Nikon, SECOM",4,,"18,445"
Seed Round - iLoF,https://www.crunchbase.com/funding_round/ilof-intelligent-lab-on-fiber-seed--06b2686c,iLoF,https://www.crunchbase.com/organization/ilof-intelligent-lab-on-fiber,Seed,4100000,USD,4100000,2022-07-28,Seed,,,,Yes,iLoF is a digital health company pioneering a breakthrough AI-platform to accelerate the future of personalized medicine.,"Artificial Intelligence (AI), Biotechnology, Health Care, Health Diagnostics, Machine Learning, Medical Device, Precision Medicine",,"London, England, United Kingdom, Europe",https://ilof.tech/,$1M to $10M,10980063,USD,10980063,Seed,7,Faber,"Alter Venture Partners, Berggruen Holdings, Charlie Songhurst, Faber, Fluxunit - Osram Ventures, Lunar Ventures, M12 - Microsoft's Venture Fund, Nicolas Berggruen, Quiet Capital, re.Mind Capital",10,2,"18,064"
Seed Round - black.ai,https://www.crunchbase.com/funding_round/black-ai-seed--76749e3d,black.ai,https://www.crunchbase.com/organization/black-ai,Seed,5400000,AUD,3737332,2022-06-27,Seed,,,,Yes,Black.ai is building a distributed Computer Vision system to drive robotics and automation. ,"Artificial Intelligence (AI), Computer Vision, Industrial Automation, Robotics, Software",,"Melbourne, Victoria, Australia, Oceania",http://black.ai,$1M to $10M,6675000,AUD,4728852,Seed,6,Jelix Ventures,"Jelix Ventures, Right Click Capital",2,2,"18,979"
Seed Round - Velt,https://www.crunchbase.com/funding_round/snippyly-seed--03220f89,Velt,https://www.crunchbase.com/organization/snippyly,Seed,2770000,USD,2770000,2022-03-22,Seed,,,,Yes,Velt is a productivity software helps to develop web applicatons.,"Analytics, Apps, Artificial Intelligence (AI)",Women Founded,"San Francisco, California, United States, North America",https://velt.dev,,2770000,USD,2770000,Seed,1,,"Amino Capital, Eric Fung, First Row Partners, Spider Capital, Y Combinator",5,,"20,768"
Seed Round - Booth AI,https://www.crunchbase.com/funding_round/booth-ai-seed--8df78b82,Booth AI,https://www.crunchbase.com/organization/booth-ai,Seed,2200000,USD,2200000,2023-05-01,Seed,,,,Yes,Booth.ai is a Generative AI-powered product photography platform,"Artificial Intelligence (AI), Generative AI, Information Technology, Software",,"San Francisco, California, United States, North America",https://www.booth.ai/,,3270000,USD,3270000,Seed,4,,"Amino Capital, Foundation Capital, TRAC, Y Combinator",4,,"21,089"
Seed Round - Sieve,https://www.crunchbase.com/funding_round/sieve-data-seed--94f44c06,Sieve,https://www.crunchbase.com/organization/sieve-data,Seed,4000000,USD,4000000,2022-11-14,Seed,,,,Yes,"Sieve is an ML infrastructure company that provides easy to use APIs, infrastructure, and interfaces for video AI.","Artificial Intelligence (AI), Cloud Infrastructure, Developer APIs, Machine Learning, Software, Video",,"San Francisco, California, United States, North America",https://www.sievedata.com/,,4500000,USD,4500000,Seed,2,Matrix,"AI Grant, Alfredo Andere, Eric Seyoung Jang, Everett Berry, JP Ren, Lucy Guo, Matrix, Melisa Tokmak, Phillip Kuznetsov, Ryan Chan, Swift Ventures, Y Combinator",12,,"21,666"
Venture Round - Lincode,https://www.crunchbase.com/funding_round/lincode-labs-series-unknown--487e5b07,Lincode,https://www.crunchbase.com/organization/lincode-labs,Venture - Series Unknown,3000000,USD,3000000,2022-01-11,,,,,Yes,Lincode is an Artificial Intelligence & Industrial IoT solutions company increasing the profitability of manufacturing companies globally.,"Artificial Intelligence (AI), Computer, Industrial Automation, Information Technology, Internet, Machine Learning, Manufacturing",Women Founded,"Sunnyvale, California, United States, North America",http://www.lincode.ai,$1M to $10M,3325000,USD,3325000,,4,,"Accel, Alumni Ventures, Arka Venture Labs, Disruptors Capital, Jolly VC, Nurture Ventures, Sand Hill Angels, Spotlight Equity, Tech Coast Angels",9,6,"22,996"
Series A - FastLabel,https://www.crunchbase.com/funding_round/fastlabel-series-a--e5e12e2d,FastLabel,https://www.crunchbase.com/organization/fastlabel,Series A,460000000,JPY,3463457,2022-08-10,Early Stage Venture,,,,Yes,FastLabel is a platform designed to offer annotation services indispensable for the practical application of AI.,"Artificial Intelligence (AI), Information Technology",,"Tokyo, Tokyo, Japan, Asia",https://fastlabel.ai/company/,$1M to $10M,1610000000,JPY,11283501,Early Stage Venture,3,JAFCO,"Genesia Ventures, JAFCO, NTT DOCOMO Ventures, Safie, Sony Innovation Fund",5,3,"22,376"
Seed Round - Cyvl.ai,https://www.crunchbase.com/funding_round/cyvl-ai-seed--ab902386,Cyvl.ai,https://www.crunchbase.com/organization/cyvl-ai,Seed,2718536,USD,2718536,2022-09-13,Seed,,,,Yes,Cyvl develops an infrastructure technology platform that enables civil engineers and governments to manage physical infrastructure assets.,"Artificial Intelligence (AI), Asset Management, Civil Engineering, GovTech",,"Somerville, Massachusetts, United States, North America",https://cyvl.ai/,$1M to $10M,9218536,USD,9218536,Seed,3,,"Hub Angels Investment Group, LaunchCapital, MassVentures, RiverPark Ventures",4,1,"22,576"
Venture Round - Scalable Robotics,https://www.crunchbase.com/funding_round/scalable-robotics-series-unknown--6712aba5,Scalable Robotics,https://www.crunchbase.com/organization/scalable-robotics,Venture - Series Unknown,2499998,USD,2499998,2022-10-05,,,,,Yes,Scalable is a robotics company that lets users show the robot what has to be done.,"Artificial Intelligence (AI), Robotics",,"Ellington, Connecticut, United States, North America",https://scalablerobotics.ai/,,2499998,USD,2499998,,1,ABB,ABB,1,,"23,695"
Seed Round - ChainML,https://www.crunchbase.com/funding_round/chain-ml-seed--5aba652b,ChainML,https://www.crunchbase.com/organization/chain-ml,Seed,4000000,USD,4000000,2022-09-27,Seed,,,,Yes,a comprehensive solution to integrate customizable generative AI into applications using production-grade AI agents.,"Artificial Intelligence (AI), Blockchain, Information Technology, Machine Learning, Web3",,"San Francisco, California, United States, North America",https://www.chainml.net,,10200000,USD,10200000,Seed,2,IOSG Ventures,"Hashkey Exchange, IOSG Ventures, NxGen.xyz, SNZ Holding",4,,"23,723"
Pre Seed Round - Koya AI,https://www.crunchbase.com/funding_round/koya-ai-pre-seed--6992d457,Koya AI,https://www.crunchbase.com/organization/koya-ai,Pre-Seed,3000000,USD,3000000,2023-04-23,Seed,,,,Yes,The universal API for ecommerce data,"Data Integration, Data Management, E-Commerce, Generative AI, Machine Learning",,"Cambridge, Massachusetts, United States, North America",https://getkoya.ai/,,3000000,USD,3000000,Seed,1,Blank Ventures,"Blank Ventures, Caffeinated Capital, FJ Labs",3,1,"25,147"
Seed Round - Imperagen,https://www.crunchbase.com/funding_round/imperagen-seed--27b82068,Imperagen,https://www.crunchbase.com/organization/imperagen,Seed,3500000,GBP,4250270,2022-08-02,Seed,,,,Yes,"Imperagen is a biotechnology research company focused on enzyme engineering, artificial intelligence, and synthetic biology.","Artificial Intelligence (AI), Biotechnology, Life Science",,"Manchester, Manchester, United Kingdom, Europe",https://imperagen.com/,,3500000,GBP,4250270,Seed,1,"IQ Capital, Northern Gritstone","IQ Capital, Northern Gritstone",2,2,"26,979"
Private Equity Round - Nightingale Security,https://www.crunchbase.com/funding_round/nightingale-security-private-equity--4e227f8b,Nightingale Security,https://www.crunchbase.com/organization/nightingale-security,Private Equity,3000000,USD,3000000,2022-08-01,Private Equity,,,,Yes,Nightingale Security is a autonomous drone solution in aerial robotic security.,"Drone Management, Intelligent Systems, IT Infrastructure, Network Security, Robotics, Security",,"San Francisco, California, United States, North America",http://www.nightingalesecurity.com/,$10M to $50M,24800796,USD,24800796,Private Equity,7,,Saxby Capital,1,,"26,136"
Seed Round - TREEO | Fairventures Digital GmbH,https://www.crunchbase.com/funding_round/treeo-fairventures-digital-gmbh-seed--52a9ea92,TREEO | Fairventures Digital GmbH,https://www.crunchbase.com/organization/treeo-fairventures-digital-gmbh,Seed,2850000,EUR,3156090,2022-03-31,Seed,,,,Yes,TREEO provides accurate & traceable nature-based Carbon Dioxide Removals (CDRs) while empowering tree growers through the TREEO Technology.,"Apps, Artificial Intelligence (AI), Forestry, GreenTech, Software",,"Stuttgart, Baden-Wurttemberg, Germany, Europe",https://treeo.one,,2850000,EUR,3156090,Seed,2,,"Kreissparkasse Ludwigsburg, Oswald, Ulrich Bosch",3,,"26,248"
Series A - Cerenion,https://www.crunchbase.com/funding_round/cerenion-series-a--fe3f937c,Cerenion,https://www.crunchbase.com/organization/cerenion,Series A,3300000,EUR,3572619,2022-04-12,Early Stage Venture,,,,Yes,"Cerenion is a medical device company providing C-Trend, an AI-based EEG monitoring solution, for intensive care and emergency environments","Artificial Intelligence (AI), Health Care, Hospital, Machine Learning, Medical Device, Neuroscience",,"Oulu, Oulu, Finland, Europe",https://www.cerenion.com,$1M to $10M,5800000,EUR,6402200,Early Stage Venture,3,Springvest,Springvest,1,,"27,558"
Seed Round - Perceptual Robotics,https://www.crunchbase.com/funding_round/perceptual-robotics-3-seed--37ee5c39,Perceptual Robotics,https://www.crunchbase.com/organization/perceptual-robotics-3,Seed,2700000,GBP,3355559,2023-04-19,Seed,,,,Yes,Perceptual Robotics is creating intelligent automation to make wind turbine and other infrastructure inspection simple and fast,"Analytics, Artificial Intelligence (AI), Drones, Industrial Automation, Industrial Engineering, Machine Learning, Machinery Manufacturing, Renewable Energy, Robotics",,"Bristol, Bristol, City of, United Kingdom, Europe",https://www.perceptual-robotics.com/,$1M to $10M,6788144,USD,6788144,,8,One Planet Capital,"Brookstreet Equity Partners, Deeptech Labs, L-Stone Capital, Metavallon VC, One Planet Capital, Susten, TSP Ventures",7,2,"30,287"
Series A - Cypris,https://www.crunchbase.com/funding_round/cypris-series-a--ba34316d,Cypris,https://www.crunchbase.com/organization/cypris,Series A,4000000,USD,4000000,2023-01-19,Early Stage Venture,,,,Yes,"Cypris is a market intelligence platform that centralizes innovation data and provides live, AI-powered insights to solve R&D challenges.","Artificial Intelligence (AI), Business Intelligence, Market Research, Software",,"New York, New York, United States, North America",https://cypris.ai,$1M to $10M,11000000,USD,11000000,,5,York IE,"Activate Venture Partners, BlueTree Venture Fund, K20 Fund, York IE",4,1,"30,876"
Pre Seed Round - Zerve AI,https://www.crunchbase.com/funding_round/zerve-a73c-pre-seed--8d8f6eaf,Zerve AI,https://www.crunchbase.com/organization/zerve-a73c,Pre-Seed,3500000,EUR,3842358,2023-04-25,Seed,,,,Yes,A Unified Developer Space for Data Science & AI,"Analytics, Artificial Intelligence (AI), Developer Tools",,"Limerick, Limerick, Ireland, Europe",http://zerve.ai/,,3500000,EUR,3842358,Seed,3,Elkstone Capital Partners,"Daniel Stefanic, Elkstone Capital Partners, Rob Hickey, Sean Mullaney",4,1,"30,822"
Post-IPO Equity - Nextech AR Solutions,https://www.crunchbase.com/funding_round/nextech-ar-solutions-post-ipo-equity--2eb22a25,Nextech AR Solutions,https://www.crunchbase.com/organization/nextech-ar-solutions,Post-IPO Equity,3000000,USD,3000000,2023-01-24,,,,,Yes,"Nextech AR Solutions is a publicly traded Metaverse company, specializing in augmented reality solutions, spatial mapping and 3D models.","3D Technology, Advertising, Artificial Intelligence (AI), Augmented Reality, E-Commerce, Geospatial, Mapping Services, Metaverse, Software",,"Toronto, Ontario, Canada, North America",http://www.nextechar.com,$1M to $10M,40889280,USD,40889280,IPO,5,,,,,"33,486"
Seed Round - Dynamo AI,https://www.crunchbase.com/funding_round/dynamofl-seed--a2ab8cc0,Dynamo AI,https://www.crunchbase.com/organization/dynamofl,Seed,4150000,USD,4150000,2022-09-20,Seed,30850000,USD,30850000,Yes,"The enterprise platform for enabling private, secure, and regulation-compliant Gen AI models.","Artificial Intelligence (AI), Generative AI, Machine Learning",,"San Francisco, California, United States, North America",https://www.dynamo.ai/,$1M to $10M,19250000,USD,19250000,Early Stage Venture,3,Nexus Venture Partners,"Basis Set Ventures, Catherine Wu, Cathexis Ventures, Global Founders Capital, Laura Florescu, Liquid 2 Ventures, Merus Capital, Michelle Valentine, Nexus Venture Partners, Outset Capital, Samsung NEXT, Sharon Zhou, Soma Capital, Y Combinator",14,,"35,044"
Venture Round - Pi-Top,https://www.crunchbase.com/funding_round/pi-top-series-unknown--adf393aa,Pi-Top,https://www.crunchbase.com/organization/pi-top,Venture - Series Unknown,2700000,USD,2700000,2022-05-04,,,,,Yes,"Pi-Top is a creative learning company and their mission is to inspire a generation of makers, fixers & problem solvers.","Artificial Intelligence (AI), Computer, E-Learning, EdTech, Education",,"London, England, United Kingdom, Europe",http://pi-top.com,$1M to $10M,27298089,USD,27298089,,11,Committed Capital,"Committed Capital, Nexus Investment Ventures, SuperAngel.Fund",3,,"35,262"
Pre Seed Round - Alice & Smith,https://www.crunchbase.com/funding_round/alice-smith-85cf-pre-seed--87f7e288,Alice & Smith,https://www.crunchbase.com/organization/alice-smith-85cf,Pre-Seed,4500000,CAD,3311161,2023-03-01,Seed,56000000,CAD,41205557,Yes,"Alice & Smith is a middleware technology developer for Microsoft in the fields of Media & Entertainment, Azure Cloud, and AI.","Apps, Cloud Infrastructure, Gaming, Generative AI, Information Technology, Software, Virtual Reality",,"Montréal, Quebec, Canada, North America",https://www.aliceandsmith.com/,$1M to $10M,4500000,CAD,3311161,Seed,1,Desjardins Capital,"Desjardins Capital, Private Investors",2,,"35,215"
Seed Round - Cinder Technologies,https://www.crunchbase.com/funding_round/cinder-technologies-seed--90a9f0df,Cinder Technologies,https://www.crunchbase.com/organization/cinder-technologies,Seed,4000000,USD,4000000,2022-05-01,Seed,,,,Yes,Cinder is a unified intelligence and investigation platform offering decision-support software for fraud and risk applications.,"Fraud Detection, Information Technology, Intelligent Systems, Risk Management",,"New York, New York, United States, North America",https://cinder.co/,,14000000,USD,14000000,,3,Accel,"Accel, Mischief, Pioneer Fund, Y Combinator",4,,"35,225"
Corporate Round - Medmain,https://www.crunchbase.com/funding_round/medmain-inc-corporate-round--2c284992,Medmain,https://www.crunchbase.com/organization/medmain-inc,Corporate Round,300000000,JPY,2190328,2022-07-26,,,,,Yes,"To create a world where medical services can be accessed with technology anywhere, anytime","Artificial Intelligence (AI), Health Care, Information Technology, Internet of Things, Medical, Nursing and Residential Care, Software, Task Management",,"Fukuoka, Fukuoka, Japan, Asia",https://en.medmain.com/,$1M to $10M,2350000000,JPY,18970251,Early Stage Venture,5,PSP,PSP,1,,"36,172"
Series A - AEInnova,https://www.crunchbase.com/funding_round/aeinnova-series-a--ff520aaa,AEInnova,https://www.crunchbase.com/organization/aeinnova,Series A,3000000,EUR,3158250,2022-12-01,Early Stage Venture,17000000,EUR,17896753,Yes,We develop the most advanced batteryless & maintenace-free long-range egde iIoT self-powered by heat. EU Key Innovator in Autonomous Sensors,"Chemical, Cloud Computing, Energy, Internet, Internet of Things, Oil and Gas, Paper Manufacturing, Predictive Analytics, Wireless",,"Terrassa, Catalonia, Spain, Europe",http://www.aeinnova.com,$1M to $10M,9865643,USD,9865643,Early Stage Venture,17,EIC Accelerator,EIC Accelerator,1,,"36,689"
Seed Round - Tenyks,https://www.crunchbase.com/funding_round/tenyks-seed--93ec6281,Tenyks,https://www.crunchbase.com/organization/tenyks,Seed,3400000,USD,3400000,2022-03-08,Seed,,,,Yes,Tenyks helps AI developers build reliable vision systems.,"Artificial Intelligence (AI), Computer Vision, Image Recognition, Machine Learning, Software",,"Cambridge, Cambridgeshire, United Kingdom, Europe",http://tenyks.ai,,3550832,USD,3550832,Seed,4,"Firstminute Capital, Speedinvest","Black Mountain Ventures, Creator Fund, CSVE Ventures, Firstminute Capital, John Taysom, LAUNCHub Ventures, Pete Hutton, REMUS Capital, RKKVC, Speedinvest, University of Cambridge Enterprise, Y Combinator",12,4,"37,136"
Venture Round - Voiceitt,https://www.crunchbase.com/funding_round/voiceitt-series-unknown--ea3aa1e5,Voiceitt,https://www.crunchbase.com/organization/voiceitt,Venture - Series Unknown,4700000,USD,4700000,2022-12-02,,,,,Yes,Voiceitt is an automatic speech recognition technology platform.,"Artificial Intelligence (AI), Assistive Technology, mHealth, Software",,"Tel Aviv, Tel Aviv, Israel, Asia",http://www.voiceitt.com,$1M to $10M,15210000,USD,15210000,,9,T3 Technion Technology,"3CC | Third Culture Capital, Cisco Investments, T3 Technion Technology, XTX Ventures",4,4,"38,664"
Seed Round - nGrow.ai,https://www.crunchbase.com/funding_round/ngrow-ai-seed--32d6d6a9,nGrow.ai,https://www.crunchbase.com/organization/ngrow-ai,Seed,2300000,USD,2300000,2022-05-02,Seed,,,,Yes,nGrow.ai is an AI-driven customer engagement platform with no SDK.,"B2B, Machine Learning, Marketing Automation, Mobile Advertising, Mobile Apps, SaaS",,"San Francisco, California, United States, North America",https://www.ngrow.ai/,$1M to $10M,2600000,USD,2600000,Seed,3,Apple Core Holdings,"A.Partners, Apple Core Holdings, Bain Capital, irrvntVC, Y Combinator",5,1,"38,604"
