Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Baiying Technology,https://www.crunchbase.com/funding_round/baiying-technology-seed--df3e257b,Baiying Technology,https://www.crunchbase.com/organization/baiying-technology,Seed,60000000,CNY,9201254,2018-01-01,Seed,,,,Yes,Baiying Technology is a Big data and artificial intelligence technology service providers,"Artificial Intelligence (AI), Information Technology, Software",,"Hangzhou, Zhejiang, China, Asia",https://www.byai.com/,,480000000,CNY,68832301,,3,Ameba Capital,Ameba Capital,1,,"30,174"
Seed Round - Rain AI,https://www.crunchbase.com/funding_round/rain-neuromorphics-seed--93013598,Rain AI,https://www.crunchbase.com/organization/rain-neuromorphics,Seed,5000000,USD,5000000,2018-08-23,Seed,,,,Yes,Creating a future with abundant and cheap artificial intelligence.​,"Artificial Intelligence (AI), Information Technology, IT Management, Machine Learning","LGBTQ+ Founded, LGBTQ+ Led","Redwood City, California, United States, North America",http://rain.ai,Less than $1M,40230020,USD,40230020,Early Stage Venture,8,,"Airbus Ventures, FoundersX Ventures, FundersClub, Justin Mateen, Liquid 2 Ventures, Loup Ventures, Pegasus Tech Ventures, Sam Altman, Soma Capital, Y Combinator",10,,"34,382"
Series B - ADVANCE.AI,https://www.crunchbase.com/funding_round/advance-ai-series-b--5e0ff016,ADVANCE.AI,https://www.crunchbase.com/organization/advance-ai,Series B,50000000,USD,50000000,2018-07-19,Early Stage Venture,,,,Yes,ADVANCE.AI is a fintech company that uses artificial intelligence for fraud prevention and process automation solutions.,"Artificial Intelligence (AI), Big Data, FinTech, Fraud Detection",,"Singapore, Central Region, Singapore, Asia",https://www.advance.ai/,$100M to $500M,330000000,USD,330000000,Private Equity,3,,"Farallon Capital Management, GSR Ventures, Northstar Group, Provident Capital, Vision Capital, XRM Media, ZhenFund",7,,"37,145"
Series E - Dataminr,https://www.crunchbase.com/funding_round/dataminr-series-e--7db3bddc,Dataminr,https://www.crunchbase.com/organization/dataminr,Series E,391572500,USD,391572500,2018-06-29,Late Stage Venture,1208500000,USD,1208500000,Yes,Dataminr develops an artificial intelligence platform designed for real-time event and risk detection.,"Analytics, Artificial Intelligence (AI), Information Technology, Public Safety, Risk Management, Software",,"New York, New York, United States, North America",http://www.dataminr.com,$50M to $100M,1052012621,USD,1052012621,Late Stage Venture,13,,"Alumni Ventures, Blue Ivy Ventures, Castor Ventures, Declaration Partners, Kite Ventures, Valor Equity Partners, Vulcan Capital",7,1,"37,237"
Seed Round - Daisee,https://www.crunchbase.com/funding_round/daisee-seed--3014e568,Daisee,https://www.crunchbase.com/organization/daisee,Seed,8800000,AUD,6741471,2018-03-28,Seed,,,,Yes,Daisee is an AI software company that builds speech analytics applications for businesses.,"Analytics, Apps, Compliance, Computer, InsurTech, Machine Learning, Natural Language Processing, Software, Speech Recognition, Text Analytics",,"Sydney, New South Wales, Australia, Oceania",https://www.daisee.com,$1M to $10M,8800000,AUD,6741471,,2,Alium Capital,Alium Capital,1,,"38,473"
Venture Round - CRNT,https://www.crunchbase.com/funding_round/crnt-series-unknown--9460ba1e,CRNT,https://www.crunchbase.com/organization/crnt,Venture - Series Unknown,50000000,CNY,7320430,2018-08-31,,,,,Yes,CRNT is a machine vision and intelligent control technology company.,"Artificial Intelligence (AI), Industrial, Machine Learning",,"Changping, Beijing, China, Asia",http://www.crwnt.com/,,55000000,CNY,8105329,,2,,"LongLing Capital, Zhengxin Capital",2,,"43,696"
Venture Round - Anaconda,https://www.crunchbase.com/funding_round/continuum-analytics-series-unknown--75fe9fe0,Anaconda,https://www.crunchbase.com/organization/continuum-analytics,Venture - Series Unknown,5000000,USD,5000000,2018-06-01,,,,,Yes,"Anaconda's platform provides access to the foundational open-source Python packages used in modern AI, data science and machine learning.","Analytics, Artificial Intelligence (AI), Big Data, Cloud Infrastructure, Enterprise Software, Machine Learning, Open Source",,"Austin, Texas, United States, North America",https://www.anaconda.com,$10M to $50M,83000000,USD,83000000,,7,Citi Ventures,Citi Ventures,1,,"43,941"
Series A - AIWAYS,https://www.crunchbase.com/funding_round/aiways-series-a--163a80b4,AIWAYS,https://www.crunchbase.com/organization/aiways,Series A,2000000000,CNY,306708481,2018-01-01,Early Stage Venture,,,,Yes,"AIWAYS is a manufacturer of smart electric car, based in Shanghai.","Artificial Intelligence (AI), Automotive, Electric Vehicle, Manufacturing",,"Shanghai, Shanghai, China, Asia",https://www.ai-ways.com/,$10M to $50M,5200000000,CNY,791729484,,7,,CCI Holdings,1,,"44,165"
Venture Round - Groq,https://www.crunchbase.com/funding_round/groq-series-unknown--e56bcb7f,Groq,https://www.crunchbase.com/organization/groq,Venture - Series Unknown,52275554,USD,52275554,2018-09-05,,,,,Yes,"Groq radically simplifies compute to accelerate workloads in artificial intelligence, machine learning, and high-performance computing.","Electronics, Machine Learning, Semiconductor",,"Mountain View, California, United States, North America",http://groq.com,,362550552,USD,362550552,,6,Social Capital,"Acequia Capital (AceCap), Blue Gentian Capital, Cambium Capital Partners, Capitoria, NJF Capital, Social Capital",6,2,"44,105"
Venture Round - Catalyte,https://www.crunchbase.com/funding_round/catalyst-devworks-series-unknown--4eb6f02b,Catalyte,https://www.crunchbase.com/organization/catalyst-devworks,Venture - Series Unknown,5177000,USD,5177000,2018-11-13,,,,,Yes,"Catalyte is an AI-driven company that discovers high-potential talent, develops them, and deploys them directly into client organizations.","Artificial Intelligence (AI), Enterprise Software, Human Resources",,"Baltimore, Maryland, United States, North America",https://www.catalyte.io,$10M to $50M,65008000,USD,65008000,Early Stage Venture,11,,K5 Global,1,,"44,909"
Series B - Eigen,https://www.crunchbase.com/funding_round/eigen-72b0-series-b--dd316a26,Eigen,https://www.crunchbase.com/organization/eigen-72b0,Series B,6600000,USD,6600000,2018-11-01,Early Stage Venture,,,,Yes,"Eigen is applying the latest AI technologies to variety of business domains, making AI the center of thegravity in industrial evolutions.","Artificial Intelligence (AI), Industrial, Machine Learning",,"Hangzhou, Zhejiang, China, Asia",https://www.eigentech.ai,,25100000,USD,25100000,Early Stage Venture,2,Qiming Venture Partners,"Qiming Venture Partners, Sirius Capital",2,1,"44,857"
Series A - DeepBlue Technology,https://www.crunchbase.com/funding_round/deepblue-technology-series-a--4a8d5ac4,DeepBlue Technology,https://www.crunchbase.com/organization/deepblue-technology,Series A,16000000,USD,16000000,2018-02-05,Early Stage Venture,,,,Yes,"DeepBlue Technology (Shanghai) Co. Ltd creates smart retail systems using computer vision, AI, and analytics. ","Artificial Intelligence (AI), Computer Vision, Information Technology, Machine Learning, Retail Technology, Software",,"Shanghai, Shanghai, China, Asia",https://www.deepblueai.com/,,94800000,USD,94800000,Early Stage Venture,3,"Huaying Capital, Meridian Capital Asia","Desun Investments, Huaying Capital, Meridian Capital Asia",3,,"45,442"
Angel Round - Ling Mou Zhineng,https://www.crunchbase.com/funding_round/ling-mou-zhineng-angel--01800842,Ling Mou Zhineng,https://www.crunchbase.com/organization/ling-mou-zhineng,Angel,60000000,CNY,9508942,2018-04-08,Seed,,,,Yes,Ling Mou Zhineng is an AI technology company that focuses on retail scenarios and provides intelligent solutions through machine vision.,"Artificial Intelligence (AI), Information Technology, Machine Learning, Retail",,"Xuhui, Shanghai, China, Asia",http://www.lingmouai.com,,151000000,CNY,23371104,Early Stage Venture,4,,"Green Pine Capital Partners, Huaying Capital, Meridian Capital Asia, Tsing Ventures",4,,"45,690"
Venture Round - MicroBT,https://www.crunchbase.com/funding_round/microbt-series-unknown--1e22931b,MicroBT,https://www.crunchbase.com/organization/microbt,Venture - Series Unknown,22000000,USD,22000000,2018-01-01,,,,,Yes,MicroBT is a technology company that specializes in block chain and artificial intelligence.,"Application Specific Integrated Circuit (ASIC), Artificial Intelligence (AI), Blockchain, Manufacturing, Product Design",,"Shenzhen, Guangdong, China, Asia",https://www.microbt.com,,22000000,USD,22000000,Late Stage Venture,3,,,,,"46,552"
Series C - 4Paradigm,https://www.crunchbase.com/funding_round/4paradigm-series-c--ae997edc,4Paradigm,https://www.crunchbase.com/organization/4paradigm,Series C,1000000000,CNY,145099974,2018-12-19,Late Stage Venture,1050000000,USD,1050000000,Yes,4Paradigm is an AI tech firm that helps enterprises improve work efficiency while reducing risk and achieving greater commercial value.,"Artificial Intelligence (AI), Information Services, Machine Learning, Software",,"Beijing, Beijing, China, Asia",https://www.4paradigm.com/,$1B to $10B,1075261565,USD,1075261565,Late Stage Venture,6,"Agricultural Bank of China, Bank of Communications, China Poly Group, China Reform Fund Management, CTBC Bank, Three Gorges Capital, Tusholdings","Agricultural Bank of China, Bank of Communications, China Poly Group, China Reform Fund Management, CTBC Bank, Huyu Equity Investment Fund, ONEW, Sequoia Capital China, Three Gorges Capital, Tusholdings",10,,"47,351"
Series D - SenseTime,https://www.crunchbase.com/funding_round/sensetime-series-d--41f8a591,SenseTime,https://www.crunchbase.com/organization/sensetime,Series D,1000000000,USD,1000000000,2018-09-10,Late Stage Venture,5000000000,USD,5000000000,Yes,SenseTime is an AI software company focused on creating a better AI-empowered future through innovation.,"Artificial Intelligence (AI), Computer Vision, Software",,"Sha Tin, New Territories, Hong Kong, Asia",http://www.sensetime.com,$100M to $500M,2900603744,USD,2900603744,IPO,11,SoftBank Vision Fund,"ONEW, SoftBank Vision Fund",2,,"47,532"
Seed Round - Enflame,https://www.crunchbase.com/funding_round/suiyuan-technology-seed--ffa25d1e,Enflame,https://www.crunchbase.com/organization/suiyuan-technology,Seed,340000000,CNY,49762894,2018-08-07,Seed,,,,Yes,Enflame is an artificial intelligence start-up developing cloud-based deep learning chips for AI training platforms.,"Artificial Intelligence (AI), Machine Learning, Semiconductor, Software",,"Shanghai, Shanghai, China, Asia",http://www.enflame-tech.com,$1M to $10M,5149500000,CNY,746231225,Late Stage Venture,7,Tencent,"Boyan fund, Delta Capital, Summitview Capital, Tencent, Yunhe Partners, ZhenFund",6,1,"47,538"
Series B - Primagpu,https://www.crunchbase.com/funding_round/primagpu-8add-series-b--92dd5c26,Primagpu,https://www.crunchbase.com/organization/primagpu-8add,Series B,30000000,USD,30000000,2018-07-03,Early Stage Venture,,,,Yes,Primagpu is an Asian artificial intelligence company focusing on artificial intelligence server solutions,"Artificial Intelligence (AI), IT Infrastructure",,"Singapore, Central Region, Singapore, Asia",https://www.primagpu.com,,96000000,USD,96000000,Late Stage Venture,3,,Vision Plus Capital,1,,"47,771"
Series B - CloudWalk Technology,https://www.crunchbase.com/funding_round/cloudwalk-technology-series-b--189096c6,CloudWalk Technology,https://www.crunchbase.com/organization/cloudwalk-technology,Series B,1000000000,CNY,144283488,2018-10-08,Early Stage Venture,22000000000,CNY,3174236740,Yes,"CloudWalk Technology is an AI platform that provides facial recognition services for the financial, public security, and aviation sectors.","Artificial Intelligence (AI), Facial Recognition, Information Technology, Machine Learning",,"Beijing, Beijing, China, Asia",https://www.cloudwalk.com/,$500M to $1B,5560000000,CNY,804747563,IPO,8,,"Atlas Capital, Bohai Leasing, China Reform Fund Management, Guangdong Technology Financial Group, SFund International, Shengshijing",6,,"47,985"
Series C - UBTech Robotics,https://www.crunchbase.com/funding_round/ubtech-series-c--d7b76e2a,UBTech Robotics,https://www.crunchbase.com/organization/ubtech,Series C,820000000,USD,820000000,2018-05-03,Late Stage Venture,4180000000,USD,4180000000,Yes,UBTech Robotics is as an artificial intelligence and humanoid robotic company.,"Artificial Intelligence (AI), Consumer Electronics, Industrial Engineering, Machine Learning, Product Research, Robotics, Software",,"Shenzhen, Guangdong, China, Asia",http://www.ubtrobot.com/,$100M to $500M,942800000,USD,942800000,IPO,7,Tencent,"CDH Investments, CreditEase, Green Pine Capital Partners, Haier, Minsheng Securities, Shengshijing, Tencent, Titanium Ventures",8,1,"47,978"
Series A - Black Sesame Technologies,https://www.crunchbase.com/funding_round/black-sesame-intelligent-technology-series-a--456c3f94,Black Sesame Technologies,https://www.crunchbase.com/organization/black-sesame-intelligent-technology,Series A,15000000,USD,15000000,2018-01-05,Early Stage Venture,,,,Yes,Black Sesame Technologies is an AI digital imaging technology firm that creates solutions for real-world AI challenges.,"Artificial Intelligence (AI), Automotive, Machine Learning",,"San Jose, California, United States, North America",http://bst.ai/,$10M to $50M,115000000,USD,115000000,,7,NIO Capital,"Dawu Venture Capital, NIO Capital, Northern Light Venture Capital, Red Star Macalline",4,,"48,373"
Seed Round - WATRIX.AI,https://www.crunchbase.com/funding_round/watrix-ai-seed--5b173f1a,WATRIX.AI,https://www.crunchbase.com/organization/watrix-ai,Seed,14500000,USD,14500000,2018-10-16,Seed,,,,Yes,WATRIX.AI is an artificial intelligence company focusing on computer vision and video big data analysis.,"Analytics, Artificial Intelligence (AI), Robotics",,"Beijing, Beijing, China, Asia",http://www.watrix.ai,$1M to $10M,70067476,USD,70067476,Early Stage Venture,5,Everstate Capital,"Everstate Capital, Nanshan Venture Capital",2,,"49,167"
Series A - Yunxi Technology,https://www.crunchbase.com/funding_round/yunxi-technology-series-a--7bda2759,Yunxi Technology,https://www.crunchbase.com/organization/yunxi-technology,Series A,15000000,USD,15000000,2018-03-28,Early Stage Venture,,,,Yes,Yunxi Technology is an enterprise digital service provider.,"Cloud Computing, Digital Media, Intelligent Systems, Network Hardware",,"Hangzhou, Zhejiang, China, Asia",http://www.dtyunxi.com,$100M to $500M,194061150,USD,194061150,Late Stage Venture,6,YF Capital,"JCP Capital, YF Capital",2,,"48,664"
Series B - GrubMarket,https://www.crunchbase.com/funding_round/grubmarket-inc-series-b--8236809f,GrubMarket,https://www.crunchbase.com/organization/grubmarket-inc,Series B,32000000,USD,32000000,2018-07-11,Early Stage Venture,,,,Yes,GrubMarket is an AI-powered prominent B2B eCommerce business operating in the American food supply chain industry.,"Artificial Intelligence (AI), E-Commerce, Food and Beverage, Internet, Payments, SaaS, Supply Chain Management",,"San Francisco, California, United States, North America",https://www.grubmarket.com,$100M to $500M,499100000,USD,499100000,Late Stage Venture,8,Notable Capital,"Alumni Ventures, Castor Ventures, Elysium Venture Capital, Fusion Fund, Great Oaks Venture Capital, Investwide Capital, Max Ventures, Millennium Technology Value Partners, Notable Capital, Ten Eighty Capital, Trinity Capital, Wells Fargo Strategic Capital",12,5,"49,079"
Series A - Tianrang,https://www.crunchbase.com/funding_round/tianrang-series-a--58a52f4e,Tianrang,https://www.crunchbase.com/organization/tianrang,Series A,180000000,CNY,26262037,2018-08-06,Early Stage Venture,,,,Yes,Tianrang is a Chinese artificial intelligence startup.,"Artificial Intelligence (AI), Hydroelectric, Information Technology, Machine Learning",,"Shanghai, Shanghai, China, Asia",https://www.tianrang.com/,,180000000,CNY,26262037,Early Stage Venture,2,"CMB International Capital Corporation, Gaorong Capital","CMB International Capital Corporation, Gaorong Capital, Purple Bull Startups, Wacai.com, Yinxinggu Capital",5,,"49,288"
Series B - Slicejobs,https://www.crunchbase.com/funding_round/slicejobs-series-b--82c6527d,Slicejobs,https://www.crunchbase.com/organization/slicejobs,Series B,12000000,USD,12000000,2018-02-05,Early Stage Venture,200000000,USD,200000000,Yes,Slicejobs is an AI based crowdsourcing platform with more than a million registered crowd covering all over the China.,"Artificial Intelligence (AI), Crowdsourcing, Enterprise Software, Human Resources, Machine Learning, Retail Technology, Software",,"Shanghai, Shanghai, China, Asia",http://www.slicejobs.com,,12000000,USD,12000000,Early Stage Venture,1,,Ferry Venture Capital,1,,"49,230"
Series B - Soul,https://www.crunchbase.com/funding_round/soul-bd43-series-b--39018a7e,Soul,https://www.crunchbase.com/organization/soul-bd43,Series B,17500000,USD,17500000,2018-04-16,Early Stage Venture,,,,Yes,SOUL is a social network that uses AI to help users find their soul mates.,"Apps, Artificial Intelligence (AI), Internet, Social Network",,"Shanghai, Shanghai, China, Asia",http://www.soulapp.cn,$50M to $100M,395600000,USD,395600000,Late Stage Venture,8,Genesis Capital,"5Y Capital, DST Global, Forebright Capital, Genesis Capital, Magic Capital",5,1,"50,372"
Series A - BooCax,https://www.crunchbase.com/funding_round/boocax-series-a--07643bf1,BooCax,https://www.crunchbase.com/organization/boocax,Series A,7200000,USD,7200000,2018-11-27,Early Stage Venture,,,,Yes,BooCax is a mobile robot positioning and navigation technology firm.,"Intelligent Systems, Mechanical Engineering, Robotics",,"Beijing, Beijing, China, Asia",http://www.boocax.com/,$1M to $10M,7200000,USD,7200000,Early Stage Venture,1,Teda Venture Capital,"Delian Capital, Teda Venture Capital",2,,"50,509"
Series B - Yihang.ai,https://www.crunchbase.com/funding_round/yihang-ai-series-b--b24ad4cb,Yihang.ai,https://www.crunchbase.com/organization/yihang-ai,Series B,220000000,CNY,32256646,2018-08-29,Early Stage Venture,,,,Yes,Yihang.ai manufactures autonomous driving systems.,"Artificial Intelligence (AI), Autonomous Vehicles, Consumer Applications, Machine Learning, Manufacturing, Product Research, Software, Space Travel, Transportation",,"Changchun, Jilin, China, Asia",http://yihang.ai/,Less than $1M,320000000,CNY,47152006,,5,CICC Jiacheng Investment Management,"CICC Alpha, CICC Jiacheng Investment Management, FutureCap, Matrix Partners China, Source Code Capital",5,,"51,316"
Venture Round - Node,https://www.crunchbase.com/funding_round/node-series-unknown--20e36e65,Node,https://www.crunchbase.com/organization/node,Venture - Series Unknown,5000000,USD,5000000,2018-04-17,,,,,Yes,Node offers an AI-as-a-service solution intended for platforms that leverages people and company data.,"Artificial Intelligence (AI), Data Integration, Information Technology, Intelligent Systems, Machine Learning, SaaS, Software","Women Founded, Women Led","San Francisco, California, United States, North America",https://www.sugarcrm.com,Less than $1M,45300000,USD,45300000,M&A,7,,"CEB Ventures, David Brewer, Elysium Venture Capital, Intersect VC, Linnea Roberts, Marc Jay Weiss, Park Bench Capital, Recruit Strategic Partners, WndrCo",9,,"51,280"
Series A - TUNGEE,https://www.crunchbase.com/funding_round/tungee-series-a--d958e51f,TUNGEE,https://www.crunchbase.com/organization/tungee,Series A,43000000,CNY,6319533,2018-08-28,Early Stage Venture,,,,Yes,Tungee is a professional sales intelligence solution provider.,"Artificial Intelligence (AI), Machine Learning, Sales, Service Industry, Software",,"Guangzhou, Guangdong, China, Asia",https://www.tungee.com,$100M to $500M,236281513,USD,236281513,Early Stage Venture,7,Qiming Venture Partners,"Alibaba Group, Qiming Venture Partners",2,1,"51,357"
"Seed Round - Tastry, Inc.",https://www.crunchbase.com/funding_round/tastry-inc-seed--b948705f,"Tastry, Inc.",https://www.crunchbase.com/organization/tastry-inc,Seed,10285000,USD,10285000,2018-06-01,Seed,,,,Yes,"Tastry is transforming sensory-based product industries with AI-integrated solutions that drive value to producers, retailers and consumers.","Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Consumer Research, Market Research, Marketplace, Predictive Analytics, Product Research, Retail Technology","Women Founded, Women Led","San Luis Obispo, California, United States, North America",http://tastry.com/,$1M to $10M,10285000,USD,10285000,Seed,2,,"3Lines, Half Court Ventures, Markus Frind, RevTech Ventures, Santa Barbara Angel Alliance, UST",6,3,"52,101"
Post-IPO Equity - Namaste Technologies,https://www.crunchbase.com/funding_round/namaste-technologies-95b4-post-ipo-equity--ac3be7a0,Namaste Technologies,https://www.crunchbase.com/organization/namaste-technologies-95b4,Post-IPO Equity,40251495,USD,40251495,2018-02-27,,,,,Yes,Namaste Technologies is a pharmaceutical company that specializes in manufacturing and selling cannabis-based products.,"Artificial Intelligence (AI), Cannabis, Logistics",,"Toronto, Ontario, Canada, North America",http://www.namastetechnologies.com,,69686862,USD,69686862,,3,,,,,"57,295"
Venture Round - Knewton,https://www.crunchbase.com/funding_round/knewton-series-unknown--fe688c99,Knewton,https://www.crunchbase.com/organization/knewton,Venture - Series Unknown,5000000,USD,5000000,2018-08-21,,,,,Yes,Knewton is an adaptive learning technology provider with a mission to bring personalized education to the world.,"EdTech, Education, Machine Learning, Personalization",,"New York, New York, United States, North America",http://www.knewton.com,$10M to $50M,182250017,USD,182250017,M&A,9,,"Accel, Atomico, Bessemer Venture Partners, First Round Capital, FirstMark, Founders Fund, Sofina",7,2,"57,516"
Venture Round - VERSES,https://www.crunchbase.com/funding_round/verses-series-unknown--53989a7d,VERSES,https://www.crunchbase.com/organization/verses,Venture - Series Unknown,6000000,USD,6000000,2018-08-15,,,,,Yes,VERSES is a contextual computing company that develops an AI-based operating system.,"Artificial Intelligence (AI), Augmented Reality, Intelligent Systems, Internet of Things",,"Los Angeles, California, United States, North America",https://www.verses.io/,Less than $1M,38177761,USD,38177761,IPO,5,DecentraNet,"DecentraNet, Pyfera Growth Capital",2,,"58,800"
