Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series B - Klue,https://www.crunchbase.com/funding_round/klue-series-b--b9563643,Klue,https://www.crunchbase.com/organization/klue,Series B,62000000,USD,62000000,2021-12-01,Early Stage Venture,,,,Yes,Klue is an AI powered competitive enablement platform that helps salespeople win the deals they should have won.,"Artificial Intelligence (AI), B2B, Enterprise Software, Machine Learning, SaaS",,"Vancouver, British Columbia, Canada, North America",http://klue.com,Less than $1M,83000000,USD,83000000,Early Stage Venture,5,Tiger Global Management,"BDC, Craft Ventures, Founders.ai, Hummer Winblad Venture Partners, OMERS Ventures, Rhino Ventures, Salesforce Ventures, SK Ventures, Tiger Global Management",9,2,"14,646"
Seed Round - Houmo.AI,https://www.crunchbase.com/funding_round/houmo-ai-seed--c34be912,Houmo.AI,https://www.crunchbase.com/organization/houmo-ai,Seed,46000000,USD,46000000,2021-08-24,Seed,,,,Yes,Houmo.AI is a semiconductor company that develops an integrated circuit storage technology for AI computing.,"Artificial Intelligence (AI), Cloud Computing, Semiconductor",,"Nanjing, Jiangsu, China, Asia",https://www.houmo.ai,,46000000,USD,46000000,,5,Qiming Venture Partners,"Heyu Capital, Matrix Partners China, Qiming Venture Partners, Wofo Capital, ZGC Group",5,1,"14,827"
Series G - DataRobot,https://www.crunchbase.com/funding_round/datarobot-series-g--8c2cd81c,DataRobot,https://www.crunchbase.com/organization/datarobot,Series G,300000000,USD,300000000,2021-06-27,Late Stage Venture,6000000000,USD,6000000000,Yes,DataRobot provides AI technology and ROI enablement services to global enterprises.,"Artificial Intelligence (AI), Enterprise Software, Machine Learning, SaaS",,"Boston, Massachusetts, United States, North America",http://datarobot.com,$100M to $500M,1050598000,USD,1050598000,Late Stage Venture,11,"Altimeter Capital, Tiger Global Management","Altimeter Capital, Ballistic Ventures, Counterpoint Global, Franklin Templeton, HMC Capital, J17 Capital, Page One Ventures, Salesforce Ventures, ServiceNow Ventures, Sutter Hill Ventures, Tiger Global Management",11,2,"15,163"
Seed Round - Mindcruise,https://www.crunchbase.com/funding_round/mindcruise-seed--11797279,Mindcruise,https://www.crunchbase.com/organization/mindcruise,Seed,100000000,CNY,15578023,2021-05-24,Seed,,,,Yes,Mindcruise provides autonomous driving solutions.,"Artificial Intelligence (AI), Autonomous Vehicles, Information Technology",,"Shanghai, Shanghai, China, Asia",http://www.mindcruise.cn/,,100000000,CNY,15578023,Seed,1,Jiangmen Venture Capital,"China Merchants Group, Jiangmen Venture Capital, Shenqi Capital",3,,"14,602"
Series D - 4Paradigm,https://www.crunchbase.com/funding_round/4paradigm-series-d--d632e368,4Paradigm,https://www.crunchbase.com/organization/4paradigm,Series D,700000000,USD,700000000,2021-01-22,Late Stage Venture,,,,Yes,4Paradigm is an AI tech firm that helps enterprises improve work efficiency while reducing risk and achieving greater commercial value.,"Artificial Intelligence (AI), Information Services, Machine Learning, Software",,"Beijing, Beijing, China, Asia",https://www.4paradigm.com/,$1B to $10B,1075261565,USD,1075261565,Late Stage Venture,6,"Boyu Capital, HOPU Investment Management Company, Primavera Capital Group","Boyu Capital, China Development Bank, China Jianyin Investment, China New Enterprise Investment, China Reform Holdings Corporation, China Securities, CITIC Construction Investment, CPE, FountainVest Partners, Goldman Sachs, Haitong Securities, HOPU Investment Management Company, Jinyi Capital, Junci Investment, Mubadala, National Manufacturing Transformation and Upgrading Fund, Primavera Capital Group, Sequoia Capital China",18,,"15,714"
Series A - Pinnacles Medical,https://www.crunchbase.com/funding_round/pinnacles-medical-series-a--8a3c69d8,Pinnacles Medical,https://www.crunchbase.com/organization/pinnacles-medical,Series A,300000000,CNY,46924124,2021-10-21,Early Stage Venture,,,,Yes,Pinnacles Medical is an AI based developing and researching firm that evaluate needs and integrates diagnosis to provide overall solutions.,"Artificial Intelligence (AI), Health Care, Internet, Medical",,"Minhang, Shanghai, China, Asia",http://www.pinnaclesdx.com/,,300000000,CNY,46924124,Early Stage Venture,1,Vertex Ventures China,"CTS Capital, Vertex Ventures China",2,1,"16,496"
Series C - Citycloud,https://www.crunchbase.com/funding_round/citycloud-series-c--b81b1152,Citycloud,https://www.crunchbase.com/organization/citycloud,Series C,500000000,CNY,78467067,2021-12-21,Late Stage Venture,,,,Yes,Citycloud is a Hangzhou-based company specializing in cloud computing and big data technologies.,"Artificial Intelligence (AI), Big Data, Cloud Computing, Computer, Machine Learning",,"Hangzhou, Zhejiang, China, Asia",http://www.citycloud.com.cn/en/about_w.html,$1M to $10M,151874241,USD,151874241,Late Stage Venture,4,Zhejiang State Enterprise Reform and Development Fund,"Winreal Investment, Yinxinggu Capital, Zhejiang State Enterprise Reform and Development Fund",3,,"17,270"
Series B - iOranges Automation,https://www.crunchbase.com/funding_round/ioranges-automation-series-b--388321cd,iOranges Automation,https://www.crunchbase.com/organization/ioranges-automation,Series B,100000000,CNY,15467426,2021-01-26,Early Stage Venture,,,,Yes,iOranges Automation is an AI and robotics company.,"Artificial Intelligence (AI), Robotics",,"Shenzhen, Guangdong, China, Asia",https://www.ioranges.cn/,$10M to $50M,33679346,USD,33679346,Early Stage Venture,6,V Fund Management,"Matrix Partners China, V Fund Management",2,1,"17,552"
Series E - Relativity Space,https://www.crunchbase.com/funding_round/relativity-space-series-e--a825ab99,Relativity Space,https://www.crunchbase.com/organization/relativity-space,Series E,650000000,USD,650000000,2021-06-08,Late Stage Venture,3550000000,USD,3550000000,Yes,"Relativity Space is an aerospace company that designs, develops, and builds 3D printed rockets.","3D Technology, Aerospace, Artificial Intelligence (AI), Manufacturing",,"Long Beach, California, United States, North America",http://relativityspace.com,$1M to $10M,1355719978,USD,1355719978,Late Stage Venture,9,Fidelity,"Baillie Gifford, BlackRock, Brad Buss, Centricus, Coatue, Ethos VC, Fidelity, Inertia Ventures, Jared Leto, K5 Global, Mark Cuban, Montauk Ventures, Salmira Investment Fund, Sand Hill Angels, Soroban Capital Partners LP, Spencer Rascoff, Taihill Venture, Tiger Global Management, Tribe Capital, Valia Ventures, XN",21,3,"18,563"
Series B - Hoteam Software,https://www.crunchbase.com/funding_round/hoteam-software-series-b--78d1ff02,Hoteam Software,https://www.crunchbase.com/organization/hoteam-software,Series B,28000000,USD,28000000,2021-07-08,Early Stage Venture,,,,Yes,Hoteam Software is a provider of enterprise transformation intelligent manufacturing solution services.,"Intelligent Systems, Manufacturing, Software",,"Jinan, Shandong, China, Asia",http://www.hoteamsoft.com,$1M to $10M,106644402,USD,106644402,Late Stage Venture,5,"Guotai Junan Securities, Silicon Harbor Capital","Guotai Junan Securities, Silicon Harbor Capital",2,1,"20,343"
Series B - FABU.ai,https://www.crunchbase.com/funding_round/fabu-ai-series-b--60e9f6f3,FABU.ai,https://www.crunchbase.com/organization/fabu-ai,Series B,15400000,USD,15400000,2021-08-20,Early Stage Venture,,,,Yes,FABU is an AI company that develops automated driving technology.,"Application Specific Integrated Circuit (ASIC), Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Logistics, Semiconductor",,"Hangzhou, Zhejiang, China, Asia",http://www.fabu.ai/en,$10M to $50M,55400000,USD,55400000,Early Stage Venture,4,"Cowin Capital, Dyee Capital","Cowin Capital, Dyee Capital",2,,"22,418"
Series D - Infervision,https://www.crunchbase.com/funding_round/infervision-series-d--338600bb,Infervision,https://www.crunchbase.com/organization/infervision,Series D,140000000,USD,140000000,2021-07-23,Late Stage Venture,,,,Yes,Infervision is an AI high-tech company that uses deep learning technology and computer vision to help diagnose cancers.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Medical, Software",,"Beijing, Beijing, China, Asia",https://global.infervision.com,$1M to $10M,214658586,USD,214658586,Late Stage Venture,6,Goldman Sachs Asset Management,"CCB Trust, Goldman Sachs Asset Management, New Alliance Capital, Z-Park Fund, Zhongguancun Science City Science",5,,"23,179"
Series B - Changmugu Medical,https://www.crunchbase.com/funding_round/longwood-valley-series-b--b4d5c0ae,Changmugu Medical,https://www.crunchbase.com/organization/longwood-valley,Series B,120000000,CNY,18647149,2021-02-09,Early Stage Venture,,,,Yes,Changmugu Medicalis an artificial intelligence (AI)-powered healthcare start-up providing AI-powered surgical robot solutions.,"Artificial Intelligence (AI), Health Care, Machine Learning, Medical, Robotics",,"Beijing, Beijing, China, Asia",https://changmugu.com/,,106044000,USD,106044000,Early Stage Venture,5,,"BioVenture, Lenovo Star",2,,"23,650"
Series B - Talent Today,https://www.crunchbase.com/funding_round/talent-today-series-b--2336ea87,Talent Today,https://www.crunchbase.com/organization/talent-today,Series B,100000000,CNY,15507723,2021-06-17,Early Stage Venture,900000000,CNY,139569506,Yes,"Talent Today is a platform-based human resources technology company driven by big data, algorithms, and artificial intelligence.","Artificial Intelligence (AI), Big Data, Consulting, Human Resources",,"Futian, Guangdong, China, Asia",https://www.jinrirencai.com,,200000000,CNY,29405491,Late Stage Venture,2,Capital Today,Capital Today,1,,"26,456"
Series B - Prospection,https://www.crunchbase.com/funding_round/prospection-series-b--12ac5bb2,Prospection,https://www.crunchbase.com/organization/prospection,Series B,45000000,AUD,33145875,2021-09-13,Early Stage Venture,,,,Yes,Leading provider of actionable real world evidence through artificial intelligence and machine learning technology.,"Analytics, Artificial Intelligence (AI), Big Data, Health Care, Information Technology, Machine Learning, Pharmaceutical, Predictive Analytics",,"Darlinghurst, New South Wales, Australia, Oceania",http://www.prospection.com,$1M to $10M,55000000,AUD,39773430,,4,Ellerston Capital,"Cicada Innovations, Ellerston Capital, Horizons Ventures, Main Sequence Ventures, Novotech",5,3,"25,357"
Series A - Seer,https://www.crunchbase.com/funding_round/seer-5904-series-a--d87c61b0,Seer,https://www.crunchbase.com/organization/seer-5904,Series A,34000000,AUD,24866052,2021-08-27,Early Stage Venture,,,,Yes,Seer is a medical technology company that specializes in addressing neurological conditions.,"Biotechnology, Health Care, Machine Learning",,"Rochester, Minnesota, United States, North America",https://www.seermedical.com,$1M to $10M,34000000,AUD,24866052,,2,,"Cochlear, EWM Group, Giant Leap Fund, SG Hiscock and Company",4,1,"26,918"
Post-IPO Debt - CrowdStrike,https://www.crunchbase.com/funding_round/crowdstrike-post-ipo-debt--fb4f738f,CrowdStrike,https://www.crunchbase.com/organization/crowdstrike,Post-IPO Debt,750000000,USD,750000000,2021-01-12,,,,,No,"CrowdStrike is a cybersecurity technology firm that provides cloud-delivered protection for cloud workloads, identity, and data.","Artificial Intelligence (AI), Cloud Data Services, Cloud Security, Cyber Security, Network Security",,"Sunnyvale, California, United States, North America",http://www.crowdstrike.com,$1B to $10B,1235600000,USD,1235600000,IPO,9,,,,,"27,831"
Series A - Good Driver Mutuality,https://www.crunchbase.com/funding_round/good-driver-mutuality-series-a--1702ad93,Good Driver Mutuality,https://www.crunchbase.com/organization/good-driver-mutuality,Series A,40400000,USD,40400000,2021-04-25,Early Stage Venture,,,,Yes,"FinTech, Automotive, Platform, Mutual Aid","Artificial Intelligence (AI), Automotive, FinTech, Internet",,"El Monte, California, United States, North America",https://www.gooddriver.ai/,,40400000,USD,40400000,Early Stage Venture,1,,"Hedosophia, Ribbit Capital",2,,"28,228"
Series D - Yunxi Technology,https://www.crunchbase.com/funding_round/yunxi-technology-series-d--e4fcf2a3,Yunxi Technology,https://www.crunchbase.com/organization/yunxi-technology,Series D,100000000,USD,100000000,2021-10-15,Late Stage Venture,,,,Yes,Yunxi Technology is an enterprise digital service provider.,"Cloud Computing, Digital Media, Intelligent Systems, Network Hardware",,"Hangzhou, Zhejiang, China, Asia",http://www.dtyunxi.com,$100M to $500M,194061150,USD,194061150,Late Stage Venture,6,Kaixin Capital,"BOCOM International, Hupan Hongsheng, Kaixin Capital, Silicon Harbor Capital",4,,"28,950"
Venture Round - FiscalNote,https://www.crunchbase.com/funding_round/fiscalnote-series-unknown--ce612f19,FiscalNote,https://www.crunchbase.com/organization/fiscalnote,Venture - Series Unknown,40000000,USD,40000000,2021-05-24,,1360000000,USD,1360000000,Yes,FiscalNote uses artificial intelligence and big data to deliver predictive analytics on government information to determine its impact.,"Artificial Intelligence (AI), Big Data, GovTech, Predictive Analytics, Software",,"Washington, District of Columbia, United States, North America",http://www.fiscalnote.com,$100M to $500M,631832510,USD,631832510,IPO,20,,"10X Capital, AS1 Growth Partners, Bossanova Investimentos, CBC Group, Chaac Ventures, Clearvision Ventures, Legendary Ventures, Maso Capital Partners",8,3,"29,155"
Seed Round - Silicon Box,https://www.crunchbase.com/funding_round/silicon-box-seed--a139b7f3,Silicon Box,https://www.crunchbase.com/organization/silicon-box,Seed,51000000,USD,51000000,2021-05-01,Seed,,,,Yes,Silicon Box is a semiconductor integration startup that focuses on providing semiconductor integration services.,"Artificial Intelligence (AI), Electronics, Manufacturing, Semiconductor",,"Singapore, Central Region, Singapore, Asia",https://www.silicon-box.com,,407600000,USD,407600000,Early Stage Venture,4,,"BlueRun Ventures, Byung Joon Han, Ignite Innovation Fund, Mike Han, Sehat Sutardja, Weili Dai",6,,"29,868"
Post-IPO Equity - Namaste Technologies,https://www.crunchbase.com/funding_round/namaste-technologies-95b4-post-ipo-equity--a17e30bd,Namaste Technologies,https://www.crunchbase.com/organization/namaste-technologies-95b4,Post-IPO Equity,23023000,CAD,18097367,2021-01-19,,,,,Yes,Namaste Technologies is a pharmaceutical company that specializes in manufacturing and selling cannabis-based products.,"Artificial Intelligence (AI), Cannabis, Logistics",,"Toronto, Ontario, Canada, North America",http://www.namastetechnologies.com,,69686862,USD,69686862,,3,,,,,"31,565"
Series B - Virtualitics,https://www.crunchbase.com/funding_round/virtualitics-series-b--d78e1878,Virtualitics,https://www.crunchbase.com/organization/virtualitics,Series B,18129000,USD,18129000,2021-04-14,Early Stage Venture,,,,Yes,Virtualitics is an analytics company that helps enterprises and governments make decisions with ready-to-use AI.,"Artificial Intelligence (AI), Augmented Reality, Machine Learning, Natural Language Processing, Virtual Reality",,"Pasadena, California, United States, North America",https://www.virtualitics.com,$1M to $10M,66644378,USD,66644378,Late Stage Venture,5,North Sound Ventures,"Centricus, North Sound Ventures, The Venture Reality Fund/VRF",3,1,"32,323"
Series B - Cobot,https://www.crunchbase.com/funding_round/cobot-bbd4-series-b--a0058d48,Cobot,https://www.crunchbase.com/organization/cobot-bbd4,Series B,100000000,CNY,15476043,2021-01-04,Early Stage Venture,,,,Yes,Chinese intelligent robot manipulation system provider.,"Artificial Intelligence (AI), Education, Industrial, Machine Learning, Operating Systems, Robotics",,"Wuhan, Hubei, China, Asia",http://www.cobotsys.com/,$1M to $10M,252000000,CNY,38175093,Late Stage Venture,6,,BOILING POINT INVESTMENT,1,,"32,424"
Post-IPO Equity - Nextech AR Solutions,https://www.crunchbase.com/funding_round/nextech-ar-solutions-post-ipo-equity--a0a829d1,Nextech AR Solutions,https://www.crunchbase.com/organization/nextech-ar-solutions,Post-IPO Equity,14000000,USD,14000000,2021-04-08,,,,,Yes,"Nextech AR Solutions is a publicly traded Metaverse company, specializing in augmented reality solutions, spatial mapping and 3D models.","3D Technology, Advertising, Artificial Intelligence (AI), Augmented Reality, E-Commerce, Geospatial, Mapping Services, Metaverse, Software",,"Toronto, Ontario, Canada, North America",http://www.nextechar.com,$1M to $10M,40889280,USD,40889280,IPO,5,,,,,"32,730"
Series A - Posh AI,https://www.crunchbase.com/funding_round/posh-700e-series-a--31c04b56,Posh AI,https://www.crunchbase.com/organization/posh-700e,Series A,27500000,USD,27500000,2021-12-09,Early Stage Venture,,,,Yes,Posh develops a conversational AI platform for the banking industry.,"Artificial Intelligence (AI), Banking, Customer Service, FinTech, Productivity Tools",,"Boston, Massachusetts, United States, North America",https://www.posh.ai,$10M to $50M,72500000,USD,72500000,Early Stage Venture,2,Canapi Ventures,"Canapi Ventures, Curql, Human Capital, JAM FINTOP, Piedmont Capital Investments, TruStage Ventures",6,1,"33,282"
Series E - Scale AI,https://www.crunchbase.com/funding_round/scale-2-series-e--67c61974,Scale AI,https://www.crunchbase.com/organization/scale-2,Series E,325000000,USD,325000000,2021-04-13,Late Stage Venture,6975000000,USD,6975000000,Yes,Scale AI provides a data-oriented platform that assists in the development of AI applications.,"Artificial Intelligence (AI), Data Collection and Labeling, Generative AI, Image Recognition, Machine Learning",Women Founded,"San Francisco, California, United States, North America",https://scale.com,,1602620000,USD,1602620000,Late Stage Venture,8,"Dragoneer Investment Group, Greenoaks, Tiger Global Management","Coatue, Dragoneer Investment Group, Durable Capital Partners, Founders Fund, Greenoaks, Human Capital, Index Ventures, Junipero Capital, Tiger Global Management, Wellington Management, Y Combinator",11,8,"36,291"
Series B - Gatik,https://www.crunchbase.com/funding_round/gatik-ai-series-b--e7aea0b7,Gatik,https://www.crunchbase.com/organization/gatik-ai,Series B,85000000,USD,85000000,2021-08-31,Early Stage Venture,,,,Yes,Gatik is developing technology for autonomous light & medium duty trucks for B2B short-haul logistics.,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles",Women Founded,"Mountain View, California, United States, North America",http://www.gatik.ai/,$1M to $10M,152857843,USD,152857843,,7,Koch Disruptive Technologies,"AngelPad, Castor Ventures, Dynamo, FM Capital, Fuji America, Holman Growth Ventures, Innovation Endeavors, Intact Ventures, Koch Disruptive Technologies, Muirwoods Ventures, Schox Venture Capital, Trucks Venture Capital, Wittington Ventures",13,3,"36,536"
Series C - Overtime,https://www.crunchbase.com/funding_round/overtime-series-c--4c463a88,Overtime,https://www.crunchbase.com/organization/overtime,Series C,80000000,USD,80000000,2021-04-22,Late Stage Venture,170000000,USD,170000000,Yes,Overtime is a sports network that produces several sports-focused series and short-form content for the next generation of sports fans.,"Digital Media, Fantasy Sports, Predictive Analytics, Sports",,"Brooklyn, New York, United States, North America",https://overtime.tv,$1M to $10M,215070000,USD,215070000,Late Stage Venture,9,"Black Capital, Sapphire Sport","10X Capital, Aaron Gordon, Alexis Ohanian, Andrew Wiggins, Aubrey Graham (Drake), Bakari Sellers, Banana Capital, Bezos Expeditions, Black Capital, Chiney Ogwumike, Concrete Rose Capital, Counterpoint Global, Danny Green, Deandre Ayton, Dentsu Ventures, Devin Booker, De’Aaron Fox, Domantas Sabonis, Gaingels, Garrett Temple, Gerald Wallace, Greg Waldorf, Hassan Whiteside, Intersect Capital, Isaiah Thomas, J17 Capital, JaVale McGee, Jeff Kearl, Kelly Olynyk, Kenyon Martin, Khris Middleton, Klay Thompson, Kyle Lowry, LightShed Ventures, Lonzo Ball, Micromanagement Ventures, Nathan Walton, Nick Young, Pau Gasol, PROOF, Red Hook Capital, Rogue Insight Capital, Sand Hill Angels, Sapphire Sport, Strategic Partners, Talent Resources Ventures, Taurean Prince, Thaddeus Young, TitletownTech, Trae Young, True Capital Management, Will Barton, Zach LaVine",53,3,"37,444"
Seed Round - Torre,https://www.crunchbase.com/funding_round/torre-seed--5655124a,Torre,https://www.crunchbase.com/organization/torre,Seed,16000000,USD,16000000,2021-04-12,Seed,,,,Yes,Let AI do the recruitment and job hunting for you,"Artificial Intelligence (AI), Freelance, Human Resources, Recruiting, Social Network","Hispanic / Latine Founded, Hispanic / Latine Led","San Francisco, California, United States, North America",https://www.torre.ai,$10M to $50M,16000000,USD,16000000,Seed,2,Emma Group,"Beta Ventures, Brian Requarth, Diego Piacentini, Emma Group, Haiping Zhao, Kass Lazerow, MatterScale Ventures, Michael Lazerow, Mike Shoemaker, Rodrigo Schmidt, Salkantay Ventures, Simma Capital, TBD Angels, Titan Angels",14,,"38,196"
