Organization Name,Organization Name URL,Full Description,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Exit Date,Exit Date Precision,Trademarks Registered,Monthly Visits,Active Tech Count,Total Products Active,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Downloads Last 30 Days,Most Popular Patent Class,Most Popular Trademark Class,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Number of Funding Rounds,Last Funding Date,Headquarters Regions,Estimated Revenue Range,Top 5 Investors,Most Recent Valuation Range,Date of Most Recent Valuation,Patents Granted,IPO Status,Postal Code,Founded Date,Founded Date Precision,Company Type,Website,LinkedIn,Number of Exits,Number of Exits (IPO),Industry Groups,Number of Founders,Founders,Number of Employees,Funding Status,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,CB Rank (Organization),CB Rank (Company),Hub Tags,Number of Sub-Orgs,Diversity Spotlight (US Headquarters Only),Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks)
Skysys,https://www.crunchbase.com/organization/skysys,"Skysys is a company that focuses on data acquisition and analysis services for drones. It provides customers with complete solutions for automatic charging, automatic scheduling, automatic acquisition and automatic analysis. It is committed to becoming the leading enterprise in data collection and analysis of Chinese civil rotary aircraft. From the data and services to gold mining, the development of mature rotorcraft drone automatic driving artificial intelligence.","Aerospace, Analytics, Artificial Intelligence (AI), Drones, Hardware, Software","Suzhou, Jiangsu, China",Skysys is a company that focuses on data acquisition and analysis services for drones.,25312051,USD,25312051,,,,,10,,25312051,USD,25312051,,,,100000000,CNY,13802051,4,2024-06-06,Asia-Pacific (APAC),,"Lingang Frontier, Ningbo Norden Venture Capital, Oriza Holdings, Ivy Capital, Guangdong Technology Financial Group",,,,Private,,2017-01-01,year,For Profit,http://www.skysys.cn/,https://www.linkedin.com/company/skysys,,,"Artificial Intelligence (AI), Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Science and Engineering, Software",3,"Haibin Wang, Maodong Qian, Victoria Xiao",11-50,Early Stage Venture,Series B,100000000,CNY,13802051,Series B,5,11,,,"48,805","48,633",,,,,,,,,,,,
Ascent Korea,https://www.crunchbase.com/organization/ascent-korea,"Ascent Korea provides listening mind technology, intent marketing, content strategy, search engine optimization, and japan marketing services. They also provide marketing and digital marketing services.","Artificial Intelligence (AI), Big Data, Consumer Research, Content Marketing, Digital Marketing, Marketing, SEO, Software","Sinsadong, Seoul-t'ukpyolsi, South Korea",Ascent Korea provides content marketing and search engine optimization marketing services.,33500000000,KRW,25286509,,,0,"74,620",44,,33500000000,KRW,25286509,,,,30000000000,KRW,22782503,2,2023-03-08,Asia-Pacific (APAC),,"Shinhan Venture Investment, DAOL Investment & Securities, Smart T for Megazone Venture Investment Association",,,0,Private,06040,2013-12-12,day,For Profit,https://www.ascentkorea.com,https://www.linkedin.com/company/ascentkorea,,,"Artificial Intelligence (AI), Data and Analytics, Design, Internet Services, Sales and Marketing, Science and Engineering, Software",,,51-100,Early Stage Venture,Series A,30000000000,KRW,22782503,Series A,2,3,,,"55,124","54,892",,,,,,,,,,,,
Turi,https://www.crunchbase.com/organization/graphlab,"Turi is a machine learning platform that creates big data analytics products for its users. This open source project was initially intended for applying large scale machine learning to graph analysis. The functionality of its product has since been greatly expanded to include tables, text, as well as images and is now in broad use to make recommendations, detect fraud, conduct customer sentiment analysis, and generally build predictive apps at many notable e-tailers, service providers, and Fortune 5000 firms, including Zillow, ExxonMobil, StumbleUpon, Adobe, Pandora, and Bosch.  Turi was launched as Dato  in 2013 by Danny Bickson, Haijie Gu, Yucheng Low, Joseph Gonzalez, and Carlos Guestrin. It is based in Seattle, W.A.","Analytics, Artificial Intelligence (AI), Big Data, Machine Learning, Software","Seattle, Washington, United States",Turi is a machine learning platform that creates big data analytics products for its users.,25250000,USD,25250000,2016-08-05,day,,,6,13,25250000,USD,25250000,,,,18500000,USD,18500000,2,2015-01-08,"Greater Seattle Area, West Coast, Western US",$1M to $10M,"Madrona, Vulcan Capital, New Enterprise Associates, Opus Capital",,,,Private,98103,2013-05-01,day,For Profit,https://turi.com,https://www.linkedin.com/company/dato,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",5,"Carlos Guestrin, Danny Bickson, Haijie Gu, Joseph Gonzalez, Yucheng Low",11-50,M&A,Series B,18500000,USD,18500000,Series B,2,4,,Was Acquired,"59,905","59,628",,,Hispanic / Latine Founded,,,,,,,,,
PENSEES,https://www.crunchbase.com/organization/pensees,"PENSEES is an artificial intelligence company that specializes in computer vision and IoT technologies and provides comprehensive application solutions for the industry. The company takes the depth analysis-based visual analysis technology as a breakthrough and deepens the industry application, providing excellent industrial products, solutions, and technical services for safe city, intelligent transportation, intelligent community, and security analysis.","Artificial Intelligence (AI), Computer Vision, Intelligent Systems, Internet of Things, Machine Learning, Software","Beijing, Beijing, China",PENSEES is an AI-driven security technology firm.,25233090,USD,25233090,,,,,4,,25233090,USD,25233090,,,,150000000,CNY,22323090,2,2019-04-11,Asia-Pacific (APAC),$1M to $10M,"Foxconn Technology Group, Qi An Xin, IDG Capital, Hongtai Capital Holdings, Shanggu Capital",,,,Private,,2018-01-01,year,For Profit,http://pensees-ai.com/,https://www.linkedin.com/company/pensees-ptd-ltd/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Science and Engineering, Software",1,Yuan Ma,11-50,Early Stage Venture,Series A,150000000,CNY,22323090,Series A,3,6,,,"71,186","70,832",,,,,,,,,,,,
Memory,https://www.crunchbase.com/organization/memory-ai,"Memory is a Norwegian startup that develops tools for a better future of work. Its first product, Timely, is the world's first AI-powered time tracking and planning tool. Memory has recently introduced Dewo, a personal assistant for deep work. Founded in 2013, Memory is based out of Oslo, Norway.","Artificial Intelligence (AI), Machine Learning, Software","Oslo, Oslo, Norway",Memory is a Norwegian startup that builds tools for the future of work.,25201831,USD,25201831,,,2,"23,182",51,16,25201831,USD,25201831,,,Scientific and electric apparatus and instruments,11770000,EUR,14049135,4,2021-06-22,"Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",$1M to $10M,"500 Global, Concentric, Investinor, Kinled Holding, SNÖ Ventures",,,0,Private,0459,2013-01-01,day,For Profit,https://memory.ai/,https://www.linkedin.com/company/memory-ai/,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",1,Mathias Mikkelsen,51-100,Early Stage Venture,Series A,11770000,EUR,14049135,Series A,5,7,,,"34,015","33,915",,,,,,,,,,,,
Syrup Tech,https://www.crunchbase.com/organization/syrup-2837,"Syrup Tech is a machine-learning decision-support engine for inventory in commerce. The company uses advanced demand forecasting and stochastic optimizations. Syrup Tech's software empowers brands and retailers to significantly increase full-priced inventory sell-through by (1) preventing stock-outs and end-of-season markdowns, (2) decrease unnecessary excess inventory and reduce overproduction, and (3) reduce the time spent on manual tasks for stretched merchandising and planning teams.","Artificial Intelligence (AI), E-Commerce, Enterprise Software, Fashion, Machine Learning, Retail, SaaS, Software","New York, New York, United States","Predictive software for inventory decision-making in commerce, powered by AI/ML.",25100000,USD,25100000,,,,"4,375",3,,25100000,USD,25100000,,,,17800000,USD,17800000,3,2023-12-01,"Greater New York Area, East Coast, Northeastern US",$1M to $10M,"Gradient Ventures, 1984 Ventures, Harvard Business School, Accel, Harvard Innovation Labs",,,,Private,10013,2020-07-09,day,For Profit,https://syrup.tech,https://www.linkedin.com/company/syrup-tech,,,"Artificial Intelligence (AI), Clothing and Apparel, Commerce and Shopping, Data and Analytics, Design, Science and Engineering, Software",3,"Ferdinand Stockmann, James Theuerkauf, Ramy Adeeb",11-50,Early Stage Venture,Series A,17800000,USD,17800000,Series A,3,12,,,"60,900","60,617",,,,,,,,,,,,
Eigen,https://www.crunchbase.com/organization/eigen-72b0,"Eigen is applying the latest AI technologies to variety of business domains, making AI the center of thegravity in industrial evolutions.","Artificial Intelligence (AI), Industrial, Machine Learning","Hangzhou, Zhejiang, China","Eigen is applying the latest AI technologies to variety of business domains, making AI the center of thegravity in industrial evolutions.",25100000,USD,25100000,,,,,22,,25100000,USD,25100000,,,,6600000,USD,6600000,2,2018-11-01,Asia-Pacific (APAC),,"Qiming Venture Partners, Sirius Capital",,,,Private,310000,2016-01-01,year,For Profit,https://www.eigentech.ai,https://www.linkedin.com/company/eigen-tech,,,"Artificial Intelligence (AI), Data and Analytics, Manufacturing, Science and Engineering, Software",3,"Bin Cao, Jian Xue, Xiao Wei",101-250,Early Stage Venture,Series B,6600000,USD,6600000,Series B,1,2,,,"76,994","76,596",,,,,,,,,,,,
Lucinity,https://www.crunchbase.com/organization/lucinity,"Lucinity is a leading SaaS AI company that is at the forefront of driving innovation in the field of financial crime compliance. With its expertise and innovative approach, Lucinity is transforming the industry. The company's unwavering commitment to delivering exceptional user experiences is evident in its platform, which provides unparalleled insights through augmented intelligence and generative AI. By leveraging cutting-edge technologies, Lucinity sets new standards to reduce review times, enhance insights, and optimize operational efficiency. Trusted by industry leaders, Lucinity empowers institutions to ensure regulatory adherence, drive operational excellence, and effectively mitigate risks.  More about Lucinity at www.lucinity.com.","Artificial Intelligence (AI), Developer APIs, Financial Services, FinTech, Fraud Detection, Machine Learning, Software","Reykjavík, Gullbringusysla, Iceland",Lucinity uses Human AI to help banks fight financial crime more efficiently.,25100000,USD,25100000,,,8,"1,929",15,,25100000,USD,25100000,,Computing; Calculating,Advertising; business,17000000,USD,17000000,3,2022-07-07,"Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",,"Experian, Karma Ventures, Keen Venture Partners, Crowberry Capital, byFounders",,,3,Private,105,2018-11-01,day,For Profit,http://www.lucinity.com,https://www.linkedin.com/company/lucinity,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Payments, Privacy and Security, Science and Engineering, Software",1,Gudmundur Kristjansson,51-100,Early Stage Venture,Series B,17000000,USD,17000000,Series B,4,6,,,"80,024","79,586",,,,,,,,,,,,
DiA Imaging Analysis,https://www.crunchbase.com/organization/diacardio,"DiA Imaging Analysis provides advanced AI-based ultrasound analysis smarter and accessible. It solves the two main challenges clinicians face when using ultrasound: acquiring the right image and automatically analyzing it, to find clinical abnormalities that today they are struggling to find visually. DiA's automated tools can be easily be added to any ultrasound device or healthcare IT system, just like an App. The company holds FDA/CE Clearances for its cardiac toolbox, generating revenues and having thousands of users around the world.","Artificial Intelligence (AI), Health Care, Medical, Software","Be'er Sheva, HaDarom, Israel",DiA Imaging Analysis provides advanced AI-based ultrasound analysis smarter and accessible.,26550000,USD,26550000,2023-05-07,day,2,,18,13,25050000,USD,25050000,,,Scientific and electric apparatus and instruments,14000000,USD,14000000,12,2021-08-24,"Europe, Middle East, and Africa (EMEA), Middle East",$1M to $10M,"Connecticut Innovations, XTX Ventures, Mindset Ventures, Downing Ventures, Israel Innovation Authority",,,0,Private,,2009-01-01,year,For Profit,http://www.dia-analysis.com/,https://www.linkedin.com/company/diaanalysis/?originalSubdomain=il,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",4,"Arnon Toussia Cohen, Hila Goldman-Aslan, Michal Yaacobi, Noah Liel Cohen",11-50,M&A,Venture - Series Unknown,14000000,USD,14000000,Venture - Series Unknown,7,18,,Was Acquired,"24,746","24,689",,,,,,,,,,,,
Huddly,https://www.crunchbase.com/organization/huddly,"Huddly is a technology company that creates tools for team collaboration. Based in Oslo, Norway, we combine expertise across the fields of design, hardware, software, and artificial intelligence. The company’s smart cameras are designed to make it easier and better for people to communicate with each other. Huddly’s solutions with industry-leading partners enable high-quality video experiences on all major collaboration platforms.","Artificial Intelligence (AI), Collaboration, Computer Vision, Electronics, Machine Learning, Software, Video Conferencing","Oslo, Oslo, Norway",Huddly is a technology company that creates tools for team collaboration.,25050000,USD,25050000,,,16,"11,613",,27,25050000,USD,25050000,,Electric Communication Technique,Scientific and electric apparatus and instruments,10000000,USD,10000000,5,2017-12-12,"Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",$10M to $50M,,,,14,Private,,2013-01-01,day,For Profit,https://www.huddly.com,https://www.linkedin.com/company/huddly,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Other, Science and Engineering, Software",2,"Anders Eikenes, Stein Ove Eriksen",101-250,Late Stage Venture,Series C,10000000,USD,10000000,Series C,,,1,Made Acquisitions,"49,688","49,505",,,,,,,,,,,,
QiO Technologies,https://www.crunchbase.com/organization/qio-technologies,"QiO Technologies is an artificial intelligence (AI) sustainability technology company that offers a sustainability suite to reduce greenhouse gas emissions. Its Foresight Sustainability Suite gathers data from industrial assets such as kilns, furnaces, boilers, and compressors, as well as cooling systems and data center servers. The product uses AI to identify and implement real-time actions that optimize energy efficiency and resource use, allowing customers to reduce GHG emissions, energy use, production costs, and waste quickly. Foresight Sustainability Suite automates real-time ESG reporting, allowing every customer to track and report Scope 1 and Scope 2 emissions.","Artificial Intelligence (AI), Cloud Computing, Developer Platform, Internet of Things, Machine Learning, Predictive Analytics, SaaS","Egham, Surrey, United Kingdom",QiO Technologies is an AI sustainability tech company that provides a sustainability suite to reduce greenhouse gas emissions.,21410000,GBP,27126638,,,0,822,46,17,19810000,GBP,25032997,,Computing; Calculating,,8300000,GBP,9939525,5,2023-02-16,"Europe, Middle East, and Africa (EMEA)",$10M to $50M,WAVE Equity Partners,,,1,Private,TW20 9HJ,2015-01-30,day,For Profit,https://qio.io/,https://www.linkedin.com/company/qio-technologies-limited,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",2,"Baz Khuti, Rick Haythornthwaite",51-100,Early Stage Venture,Series B,8300000,GBP,9939525,Series B,1,1,,,"85,335","84,840",,,,,,,,,,,,
Game.tv,https://www.crunchbase.com/organization/game-tv,"Game.tv is a mobile eSports platform powered by AI that automates tournaments in new and existing communities. Gamers with strong track records of building mobile games lead Game.tv. Its core product, Tourney, is an AI-powered eSports assistant that can run tournaments from start to finish. Game.tv was founded in 2018 and is based in Campbell, California, United States.","Artificial Intelligence (AI), eSports, Gaming, PC Games","Campbell, California, United States",Game.tv is a mobile eSports platform that automates tournaments in new and existing communities.,25000000,USD,25000000,,,,"116,669",37,,25000000,USD,25000000,"338,323",,,25000000,USD,25000000,1,2019-12-12,"San Francisco Bay Area, Silicon Valley, West Coast",$10M to $50M,Intel Capital,,,,Private,,2018-01-01,year,For Profit,https://www.game.tv/,https://www.linkedin.com/company/gametvesports/,,,"Artificial Intelligence (AI), Data and Analytics, Gaming, Science and Engineering, Software, Sports",2,"Jay Vaishnav, Rosen Sharma",51-100,Early Stage Venture,Series A,25000000,USD,25000000,Series A,1,1,,,"29,228","29,155",,,,,,,,,,,,
Jada Ai,https://www.crunchbase.com/organization/jada-ai,,"Artificial Intelligence (AI), Information Technology, Machine Learning","Wilmington, Delaware, United States",Jada Ai develops human-level artificial intelligence technology for collaboration between humans and machines.,25000000,USD,25000000,,,,284,3,,25000000,USD,25000000,,,,25000000,USD,25000000,1,2023-08-10,"Greater Philadelphia Area, East Coast, Southern US",,LDA Capital,,,,Private,19810,2021-01-01,year,For Profit,https://jada-ai.com,https://www.linkedin.com/company/jada-ai,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",1,Diego Torres,11-50,,Venture - Series Unknown,25000000,USD,25000000,Venture - Series Unknown,1,1,,,"30,674","30,594",,,,,,,,,,,,
KairosWealth,https://www.crunchbase.com/organization/kairoswealth,,"Artificial Intelligence (AI), FinTech, Wealth Management","Singapore, Central Region, Singapore","Wealth Management Platform, AI for Wealth Management",25000000,USD,25000000,,,,,4,,25000000,USD,25000000,,,,25000000,USD,25000000,1,2023-11-20,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,Mount Row,,,,Private,068574,2022-12-01,day,For Profit,https://kairoswealth.com,https://www.linkedin.com/company/kairoswealth/,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",,,1-10,Early Stage Venture,Series A,25000000,USD,25000000,Series A,,1,1,Made Acquisitions,"30,754","30,674",,,,,,,,,,,,
Softomotive,https://www.crunchbase.com/organization/softomotive,"Softomotive is one of the leading worldwide providers of Robotic Process Automation solutions, trusted by more than 7,000 companies worldwide. Both attended and unattended RPA are delivered through powerful, robust RPA technology from desktop installation to server based software which is quick to deploy, easy to use and provides best value for money. ·       WinAutomation is the world’s best Robotic desktop automation (RDA) tool and provides a powerful, robust and easy to use Windows based platform for building software robots. ·       ProcessRobot is a leading enterprise RPA platform, including enterprise grade security and controls, with links to best-of-breed AI technologies. The company offers the most reliable and scalable automation solutions, bridging the gap between best-of-breed technology and continuous innovation to deliver true business transformation. It provides a powerful automation platform that enables organizations to develop, manage and track their own digital workforce","Business Information Systems, Industrial Automation, Office Administration, Robotic Process Automation (RPA), Robotics, Software","London, England, United Kingdom",Softomotive is a software company that provides Robotic Process Automation technology for organizations's digital workforce development.,25000000,USD,25000000,2020-05-19,day,,,26,17,25000000,USD,25000000,,,,25000000,USD,25000000,1,2018-09-28,"Europe, Middle East, and Africa (EMEA)",$50M to $100M,Grafton Capital,,,,Private,EC2M 4PL,2005-01-01,year,For Profit,http://www.softomotive.com/,https://www.linkedin.com/company/softomotive,,,"Administrative Services, Artificial Intelligence (AI), Hardware, Information Technology, Manufacturing, Science and Engineering, Software",2,"Argyris Kaninis, Marios Stavropoulos",51-100,M&A,Series A,25000000,USD,25000000,Series A,1,1,,Was Acquired,"38,410","38,292",,1,,,,,,,,,,
TSLC,https://www.crunchbase.com/organization/tslc,"TSLC is an AI/ML-driven credit enablement platform that operates as an integrated, diversified millennial consumer finance company under the brand name CASHe.","Credit, Financial Services, FinTech, Machine Learning","Singapore, Central Region, Singapore",TSLC is an AI/ML-driven credit enablement platform company.,25000000,USD,25000000,,,0,,21,,25000000,USD,25000000,"79,715",Computing; Calculating,,25000000,USD,25000000,1,2021-11-11,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",$10M to $50M,ARV Investments,,,2,Private,,2016-01-01,year,For Profit,https://www.tslcglobal.com,https://www.linkedin.com/company/tslc,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Software",1,Deepak H Saluja,101-250,Early Stage Venture,Series B,25000000,USD,25000000,Series B,1,1,,,"42,443","42,300",,1,,,,1,1,,1,,,
Canoe,https://www.crunchbase.com/organization/canoe-software,"Canoe focuses on automating document management and data extraction for allocators and investors into alternatives. The company is transforming the post-investment operational, monitoring, and reporting experience for all involved. By combining industry expertise with sophisticated machine-learning and data capture technologies, it turns PDF reporting documents into actionable data and intelligence, unlocking new operational efficiencies for clients. Canoe was founded in 2013 and based in New York, New York.","Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Data Management, FinTech, Machine Learning, SaaS","New York, New York, United States",Canoe develops an AI technology to help alternative investment firms streamline their data management processes.,25000000,USD,25000000,,,2,"13,411",39,26,25000000,USD,25000000,,,Advertising; business,25000000,USD,25000000,3,2023-02-08,"Greater New York Area, East Coast, Northeastern US",Less than $1M,"Hamilton Lane, The Carlyle Group, Eight Roads Ventures, F-Prime Capital, Nasdaq Ventures",,,0,Private,10013,2013-01-01,year,For Profit,https://canoeintelligence.com,https://www.linkedin.com/company/canoe-intelligence,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",1,Wei Wang,51-100,Early Stage Venture,Series B,25000000,USD,25000000,Series B,3,8,,,"44,438","44,288",,,,,,,,,,,,
Axilion Smart Mobility,https://www.crunchbase.com/organization/axilion,"Axilion Smart Mobility is an AI software company. The company is reimagining what is possible for mobility through its AI-based Digital Twin platform that merges the physical and virtual worlds, to create less congested, citizen-friendly streets.  Axilion’s technology has been built from the ground-up alongside Microsoft and generates real-time traffic insights and strategic traffic plans to help cities overcome chronic congestion and pollution, improve safety, and  enhance urban livelihood.  With COVID-19 forcing transportation patterns to change, Axilion’s Mobility Digital Twin and AI technology empowers cities to be agile and quickly adapt their transport networks in real-time, based on the new and ever-evolving needs.","Artificial Intelligence (AI), Public Transportation, SaaS, Software, Transportation","Tel Aviv, Tel Aviv, Israel",Reduce Congestion. Reduce Pollution. Increase Safety. With AI Today.,25000000,USD,25000000,2020-12-03,day,0,492,42,,25000000,USD,25000000,,Signalling,,19000000,USD,19000000,3,2021-01-05,"Europe, Middle East, and Africa (EMEA), Middle East",Less than $1M,"Shlomo Group, AcceliCITY powered by Leading Cities, Sixt Ventures, Shy Datika, Mark Joseph",,,2,Public,31905,2009-08-09,day,For Profit,http://www.axilion.com,http://www.linkedin.com/company/2036166,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",2,"Ilan Weizman, Oran Dror",11-50,IPO,Post-IPO Equity,19000000,USD,19000000,Post-IPO Equity,1,9,,,"51,096","50,899",,,,,,,,,,,,
Fineway,https://www.crunchbase.com/organization/fineway,"25$m+ funded, Munich-based travel SaaS startup. Running the most advanced B2B platform for individual travel. - Top3 Winner Deloitte Technology Fast 50 Award 2019 - Top3 Winner Gründerszene Growth Award 2018 - Best Consumer Product @ EyeForTravel 2018 (London)","Artificial Intelligence (AI), SaaS, Travel","Munich, Bayern, Germany",Running the most advanced SaaS platform to plan & book the perfect trip.,25000000,USD,25000000,,,1,,8,,25000000,USD,25000000,,,Advertising; business,15000000,USD,15000000,3,2019-08-30,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Less than $1M,"Axel Springer, Bayern Kapital, Axel Springer Digital Ventures, MairDumont Ventures, WeltN24",,,0,Private,80337,2015-01-01,year,For Profit,https://www.fineway.pro,https://www.linkedin.com/company/10301445,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Travel and Tourism",2,"Markus Bohl, Markus Feigelbinder",11-50,Early Stage Venture,Series A,15000000,USD,15000000,Series A,,9,,,"57,994","57,743",,,,,,,,,,,,
MarqVision,https://www.crunchbase.com/organization/marq,"MarqVision creates an intellectual property platform that allows creators to create, manage, protect, and monetize intellectual property in a single location. They help global brands remove counterfeits from online marketplaces. They  use artificial intelligence to automatically detect and remove counterfeits from global online marketplaces.","Artificial Intelligence (AI), B2B, Intellectual Property, Legal Tech","Los Angeles, California, United States",MarqVision builds artificial intelligence-powered software to detect and remove counterfeits from global online marketplaces.,25000000,USD,25000000,,,,"2,488",48,8,25000000,USD,25000000,,,,20000000,USD,20000000,2,2022-08-02,"Greater Los Angeles Area, West Coast, Western US",$1M to $10M,"SoftBank, Y Combinator, SBVA, Atinum Partners, Bass Investment",,,,Private,90069,2020-01-01,year,For Profit,https://www.marqvision.com,https://www.linkedin.com/company/marqvision/,,,"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Science and Engineering, Software",1,Mark (Insup) Lee,101-250,Early Stage Venture,Series A,20000000,USD,20000000,Series A,3,6,,,"58,045","57,793",,,East Asian Led,,,,,,,,,
SupplyPike,https://www.crunchbase.com/organization/supplypike,"SupplyPike uses technologies like machine learning and artificial intelligence to inform and build collaborative products. The company helps companies manage relationships with retailers while reducing costs and waste by monitoring the status of their supply chains. SupplyPike was founded in 2018 and is based in Fayetteville, Arkansas.","Analytics, Artificial Intelligence (AI), Machine Learning, Retail Technology, Software, Supply Chain Management","Rogers, Arkansas, United States",SupplyPike is a software company that provides retail analytic software for CPG brands.,25000000,USD,25000000,,,9,"13,068",142,41,25000000,USD,25000000,,Computing; Calculating,Scientific and technological services,25000000,USD,25000000,1,2022-07-18,Southern US,$10M to $50M,"Blumberg Capital, Noro-Moseley Partners, Frontier Growth",,,1,Private,72758,2018-01-01,year,For Profit,https://www.supplypike.com,https://www.linkedin.com/company/supplypike,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Science and Engineering, Software, Transportation",2,"Daniel Sanker, TJ Sangam",101-250,Early Stage Venture,Series B,25000000,USD,25000000,Series B,1,3,1,Made Acquisitions,"62,989","62,688",,,,,,,,,,,,
Axion Ray,https://www.crunchbase.com/organization/axion-d1cc,"Axion Ray is an integrity intelligence platform that automates engineering and quality analytics for manufacturing teams. In real time, it extracts actionable insights from unstructured manufacturing data. Its technology detects engineering issues months in advance, allowing businesses to intervene to avoid losses from recalls. The company collaborates with manufacturers from a variety of industries to identify safety and quality risks gleaned from service networks, dealerships, connected sensors, production, supplier management, and other data sources.","Analytics, Artificial Intelligence (AI), Business Intelligence, Machine Learning, Manufacturing","New Castle, Delaware, United States",Axion Ray is an integrity intelligence platform that automates engineering and quality analytics for manufacturing teams.,25000000,USD,25000000,,,0,"6,515",13,,25000000,USD,25000000,,,Scientific and electric apparatus and instruments,17500000,USD,17500000,3,2024-03-12,"Greater Philadelphia Area, East Coast, Southern US",$1M to $10M,"The Boeing Company, Inspired Capital Partners, RTX Ventures, Amplo, Bessemer Venture Partners",,,0,Private,19720,2021-01-01,year,For Profit,https://www.axionray.com,https://www.linkedin.com/company/axion-ray,,,"Artificial Intelligence (AI), Data and Analytics, Manufacturing, Science and Engineering, Software",2,"Daniel First, Rebecca Trachtenberg",51-100,Early Stage Venture,Series A,17500000,USD,17500000,Series A,3,9,,,"63,655","63,351",,,Women Founded,,,,,,,,,
LexCheck,https://www.crunchbase.com/organization/lit-iq,"LexCheck is an AI-driven contracting platform that increases productivity and reduces legal costs. LexCheck uses artificial intelligence to automate and accelerate contract drafting, negotiation and review. The understanding of the legal sector allows users to spot issues instantly and breeze through time-consuming tasks with ease. The software corrects common errors as well as customized issues that are most important, learning and improving the more it is used. LexCheck will get through the cumbersome phases of contracting quickly. LexCheck was founded on 2015 and is headquartered in New York.","Artificial Intelligence (AI), Contact Management, Legal Tech, Machine Learning, SaaS","New York, New York, United States",LexCheck uses computational linguistics technology to help improve the preparation of legal documents and other literature.,25000000,USD,25000000,,,2,"2,349",24,11,25000000,USD,25000000,,,Scientific and electric apparatus and instruments,17000000,USD,17000000,4,2022-12-14,"Greater New York Area, East Coast, Northeastern US",Less than $1M,"Ulu Ventures, GTMfund, Kli Capital, Wormhole Capital, Mayfield Fund",,,0,Private,10038,2015-01-01,year,For Profit,https://www.lexcheck.com/,https://www.linkedin.com/company/lexcheck/,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",1,Gurinder Sangha,11-50,Early Stage Venture,Series A,17000000,USD,17000000,Series A,3,8,,,"92,139","91,561",,,,,,,,,,,,
PROS,https://www.crunchbase.com/organization/pros-bef1,"PROS provides AI-based solutions to businesses to achieve growth through digital selling and eCommerce channels. PROS was founded in 1985 and was headquartered in Houston, Texas.","Artificial Intelligence (AI), Big Data, Computer, Software","Houston, Texas, United States",PROS provides AI-based solutions to businesses to achieve growth through digital selling and eCommerce channels.,25000000,USD,25000000,2007-06-28,day,0,,128,46,25000000,USD,25000000,,Computing; Calculating,,25000000,USD,25000000,1,1998-06-08,"Greater Houston Area, Southern US",$50M to $100M,"TA Associates, JMI Equity",,,9,Public,,1985-01-01,year,For Profit,https://pros.com,https://www.linkedin.com/company/pros,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software",,,1001-5000,IPO,Private Equity,25000000,USD,25000000,Private Equity,,2,5,Made Acquisitions,"108,310","107,521",,,,,,,,,,,,
