"Province";"Technology";"Relatedness.Density";"Complexity";"RCA";"CPC";"X.Label..CPC.";"Relatedness.Density..CPC.";"RCA..CPC."
"North Brabant";"Basic materials chemistry";20,27;33,33;0,27;"C09J";"adhesives; non-mechanical‘_aspects of‘_adhesive pr";7,96;0,22
"North Brabant";"Basic materials chemistry";20,27;33,33;0,27;"C09K";"materials for applications not otherwise provided ";23,31;0,48
"North Brabant";"Basic materials chemistry";20,27;33,33;0,27;"C10B";"destructive distillation of carbonaceous materials";5,31;0
"North Brabant";"Basic materials chemistry";20,27;33,33;0,27;"C10C";"working-up tar, pitch, asphalt, bitumen; pyroligne";0;0
"North Brabant";"Basic materials chemistry";20,27;33,33;0,27;"C10G";"cracking hydrocarbon oils; production of liquid hy";5,38;0,38
"North Brabant";"Basic materials chemistry";20,27;33,33;0,27;"C10J";"production of gases containing carbon monoxide and";6,37;0
"North Brabant";"Basic materials chemistry";20,27;33,33;0,27;"C10K";"purifying or modifying the chemical composition of";0,09;0
"North Brabant";"Basic materials chemistry";20,27;33,33;0,27;"C10L";"fuels not otherwise provided for; natural gas; syn";4;0,25
"North Brabant";"Basic materials chemistry";20,27;33,33;0,27;"C10M";"lubricating compositions; use of chemical substanc";1,65;0
"North Brabant";"Basic materials chemistry";20,27;33,33;0,27;"C10N";"indexing scheme associated with subclass c10m";1,62;0
"North Brabant";"Basic materials chemistry";20,27;33,33;0,27;"C11B";"producing, e.g. by pressing raw materials or by ex";11,21;0
"North Brabant";"Basic materials chemistry";20,27;33,33;0,27;"C11C";"fatty acids‘_obtained‘_from fats, oils or waxes; c";4;0
"North Brabant";"Basic materials chemistry";20,27;33,33;0,27;"C11D";"detergent compositions; use of single substances a";11,69;0,13
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"A01N";"preservation of bodies of humans or animals or pla";28,17;0,65
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C05B";"phosphatic fertilisers";28,26;0
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C05C";"nitrogenous fertilisers";57,37;105,79
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C05D";"inorganic fertilisers not covered by subclasses ; ";34,73;0
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C05F";"organic fertilisers not covered by subclasses ; c0";40,38;0
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C05G";"mixtures of fertilisers covered individually by di";46,56;56,92
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C06B";"explosive or thermic compositions; manufacture the";4,28;0
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C06C";"detonating or priming devices; fuses; chemical lig";0;0
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C06D";"means for generating smoke or mist; gas-attack com";1,15;0
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C09B";"organic dyes or closely-related compounds for prod";48,51;3,62
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C09C";"treatment of inorganic materials, other than fibro";34,73;3,01
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C09D";"coating compositions, e.g. paints, varnishes‘_or l";55,44;2,9
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C09F";"natural resins; french polish; drying-oils; driers";39,24;0
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C09G";"polishing compositions other than french polish; s";20,03;0
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C09J";"adhesives; non-mechanical‘_aspects of‘_adhesive pr";59,44;1,03
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C09K";"materials for applications not otherwise provided ";34,07;3,37
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C10B";"destructive distillation of carbonaceous materials";25,12;0
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C10C";"working-up tar, pitch, asphalt, bitumen; pyroligne";38,09;0
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C10G";"cracking hydrocarbon oils; production of liquid hy";38,37;6,03
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C10J";"production of gases containing carbon monoxide and";14,84;0
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C10K";"purifying or modifying the chemical composition of";26,69;0
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C10L";"fuels not otherwise provided for; natural gas; syn";36,3;2,34
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C10M";"lubricating compositions; use of chemical substanc";67,17;12,51
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C10N";"indexing scheme associated with subclass c10m";72,82;9,81
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C11B";"producing, e.g. by pressing raw materials or by ex";25,02;0
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C11C";"fatty acids‘_obtained‘_from fats, oils or waxes; c";28,84;0
"Zeeland";"Basic materials chemistry";43,06;33,33;3,85;"C11D";"detergent compositions; use of single substances a";19,43;0,71
"Limburg";"Biotechnology";44,06;96,97;1,76;"C07G";"compounds of unknown constitution";68,39;0
"Limburg";"Biotechnology";44,06;96,97;1,76;"C07K";"peptides";50,76;0,7
"Limburg";"Biotechnology";44,06;96,97;1,76;"C12M";"apparatus for enzymology or microbiology";37,19;0,26
"Limburg";"Biotechnology";44,06;96,97;1,76;"C12N";"micro-organisms or enzymes; compositions thereof; ";58,38;2,26
"Limburg";"Biotechnology";44,06;96,97;1,76;"C12P";"fermentation or enzyme-using processes to synthesi";65,61;4,24
"Limburg";"Biotechnology";44,06;96,97;1,76;"C12Q";"measuring or testing processes involving enzymes o";64,06;1,75
"Limburg";"Biotechnology";44,06;96,97;1,76;"C12R";"indexing scheme associated with subclasses c12c-c1";63,38;2,48
"North Brabant";"Biotechnology";31,41;96,97;0,33;"C07G";"compounds of unknown constitution";2,64;0,82
"North Brabant";"Biotechnology";31,41;96,97;0,33;"C07K";"peptides";7,38;0,22
"North Brabant";"Biotechnology";31,41;96,97;0,33;"C12M";"apparatus for enzymology or microbiology";11,79;0,59
"North Brabant";"Biotechnology";31,41;96,97;0,33;"C12N";"micro-organisms or enzymes; compositions thereof; ";9,43;0,32
"North Brabant";"Biotechnology";31,41;96,97;0,33;"C12P";"fermentation or enzyme-using processes to synthesi";9,29;0,15
"North Brabant";"Biotechnology";31,41;96,97;0,33;"C12Q";"measuring or testing processes involving enzymes o";16,65;0,5
"North Brabant";"Biotechnology";31,41;96,97;0,33;"C12R";"indexing scheme associated with subclasses c12c-c1";11,03;0
"Zeeland";"Biotechnology";39,7;96,97;0,44;"C07G";"compounds of unknown constitution";27,91;0
"Zeeland";"Biotechnology";39,7;96,97;0,44;"C07K";"peptides";6,89;1,09
"Zeeland";"Biotechnology";39,7;96,97;0,44;"C12M";"apparatus for enzymology or microbiology";20,78;2,19
"Zeeland";"Biotechnology";39,7;96,97;0,44;"C12N";"micro-organisms or enzymes; compositions thereof; ";19,69;0
"Zeeland";"Biotechnology";39,7;96,97;0,44;"C12P";"fermentation or enzyme-using processes to synthesi";21,15;0
"Zeeland";"Biotechnology";39,7;96,97;0,44;"C12Q";"measuring or testing processes involving enzymes o";8,97;0
"Zeeland";"Biotechnology";39,7;96,97;0,44;"C12R";"indexing scheme associated with subclasses c12c-c1";20,52;0
"Limburg";"Chemical engineering";44,5;45,45;0,91;"B01B";"boiling; boiling apparatus";13,81;0
"Limburg";"Chemical engineering";44,5;45,45;0,91;"B01D";"separation ";28,7;0,78
"Limburg";"Chemical engineering";44,5;45,45;0,91;"B01F";"mixing, e.g. dissolving, emulsifying, dispersing";26,45;0,17
"Limburg";"Chemical engineering";44,5;45,45;0,91;"B01J";"chemical or physical processes, e.g. catalysis, co";36,34;2,28
"Limburg";"Chemical engineering";44,5;45,45;0,91;"B01L";"chemical or physical laboratory apparatus for gene";19,83;0
"Limburg";"Chemical engineering";44,5;45,45;0,91;"B02C";"crushing, pulverising, or disintegrating in genera";23,63;1,1
"Limburg";"Chemical engineering";44,5;45,45;0,91;"B03B";"separating solid materials using liquids or using ";28,78;0
"Limburg";"Chemical engineering";44,5;45,45;0,91;"B03C";"magnetic or electrostatic separation of solid mate";13,4;0
"Limburg";"Chemical engineering";44,5;45,45;0,91;"B03D";"flotation; differential sedimentation";7,51;0
"Limburg";"Chemical engineering";44,5;45,45;0,91;"B04B";"centrifuges";6,13;0
"Limburg";"Chemical engineering";44,5;45,45;0,91;"B04C";"apparatus using free vortex flow, e.g. cyclones";21,39;0
"Limburg";"Chemical engineering";44,5;45,45;0,91;"B05B";"spraying apparatus; atomising apparatus; nozzles ";19,25;0
"Limburg";"Chemical engineering";44,5;45,45;0,91;"B06B";"generating or transmitting mechanical vibrations i";6,83;0
"Limburg";"Chemical engineering";44,5;45,45;0,91;"B07B";"separating solids from solids by sieving, screenin";42,98;0
"Limburg";"Chemical engineering";44,5;45,45;0,91;"B07C";"postal sorting; sorting individual articles, or bu";26,41;1,29
"Limburg";"Chemical engineering";44,5;45,45;0,91;"B08B";"cleaning in general; prevention of fouling in gene";23,06;0,22
"Limburg";"Chemical engineering";44,5;45,45;0,91;"C14C";"treating skins, hides or leather with chemicals, e";50,13;0
"Limburg";"Chemical engineering";44,5;45,45;0,91;"D06B";"treating textile materials by liquids, gases, or v";61,28;0
"Limburg";"Chemical engineering";44,5;45,45;0,91;"D06C";"finishing, dressing, tentering, or stretching text";38,31;2,81
"Limburg";"Chemical engineering";44,5;45,45;0,91;"D06L";"bleaching, e.g. optical bleaching, dry-cleaning or";45,52;0
"Limburg";"Chemical engineering";44,5;45,45;0,91;"F25J";"liquefaction, solidification, or separation of gas";20,79;0
"Limburg";"Chemical engineering";44,5;45,45;0,91;"F26B";"drying solid materials or objects by removing liqu";35,65;2,55
"Limburg";"Chemical engineering";44,5;45,45;0,91;"H05H";"plasma technique; production of accelerated electr";24,7;0,68
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"B01B";"boiling; boiling apparatus";13,78;0
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"B01D";"separation ";12,28;0,57
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"B01F";"mixing, e.g. dissolving, emulsifying, dispersing";19,19;0,39
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"B01J";"chemical or physical processes, e.g. catalysis, co";6,38;0,27
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"B01L";"chemical or physical laboratory apparatus for gene";9,17;0,36
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"B02C";"crushing, pulverising, or disintegrating in genera";13,99;0,49
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"B03B";"separating solid materials using liquids or using ";12,17;0
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"B03C";"magnetic or electrostatic separation of solid mate";9,27;0,58
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"B03D";"flotation; differential sedimentation";4,21;0
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"B04B";"centrifuges";18,1;0,62
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"B04C";"apparatus using free vortex flow, e.g. cyclones";4,46;1,04
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"B05B";"spraying apparatus; atomising apparatus; nozzles ";18,4;0,51
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"B06B";"generating or transmitting mechanical vibrations i";47,93;6,61
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"B07B";"separating solids from solids by sieving, screenin";15,87;0,23
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"B07C";"postal sorting; sorting individual articles, or bu";15,3;0,58
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"B08B";"cleaning in general; prevention of fouling in gene";20,79;1,43
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"C14C";"treating skins, hides or leather with chemicals, e";0,32;0
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"D06B";"treating textile materials by liquids, gases, or v";13,53;0
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"D06C";"finishing, dressing, tentering, or stretching text";8,35;0
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"D06L";"bleaching, e.g. optical bleaching, dry-cleaning or";10,73;0
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"F25J";"liquefaction, solidification, or separation of gas";1,17;0
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"F26B";"drying solid materials or objects by removing liqu";9,39;0,11
"North Brabant";"Chemical engineering";25,67;45,45;0,61;"H05H";"plasma technique; production of accelerated electr";35,56;1,08
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"B01B";"boiling; boiling apparatus";0,78;0
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"B01D";"separation ";27,16;0,68
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"B01F";"mixing, e.g. dissolving, emulsifying, dispersing";27,44;0
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"B01J";"chemical or physical processes, e.g. catalysis, co";36,85;5,54
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"B01L";"chemical or physical laboratory apparatus for gene";13,82;0
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"B02C";"crushing, pulverising, or disintegrating in genera";22,51;0
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"B03B";"separating solid materials using liquids or using ";14,25;0
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"B03C";"magnetic or electrostatic separation of solid mate";13,32;0
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"B03D";"flotation; differential sedimentation";10,3;0
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"B04B";"centrifuges";7,61;0
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"B04C";"apparatus using free vortex flow, e.g. cyclones";11,52;0
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"B05B";"spraying apparatus; atomising apparatus; nozzles ";18,86;0
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"B06B";"generating or transmitting mechanical vibrations i";33,11;0
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"B07B";"separating solids from solids by sieving, screenin";11,86;0
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"B07C";"postal sorting; sorting individual articles, or bu";17,48;0
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"B08B";"cleaning in general; prevention of fouling in gene";12,25;0
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"C14C";"treating skins, hides or leather with chemicals, e";49;0
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"D06B";"treating textile materials by liquids, gases, or v";9,01;0
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"D06C";"finishing, dressing, tentering, or stretching text";11,49;0
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"D06L";"bleaching, e.g. optical bleaching, dry-cleaning or";20,25;0
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"F25J";"liquefaction, solidification, or separation of gas";14,33;0
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"F26B";"drying solid materials or objects by removing liqu";20,97;0
"Zeeland";"Chemical engineering";24,37;45,45;1,5;"H05H";"plasma technique; production of accelerated electr";7,28;0
"Limburg";"Civil engineering";31,45;57,58;0,34;"E01B";"permanent way; permanent-way tools; machines for m";32,7;0
"Limburg";"Civil engineering";31,45;57,58;0,34;"E01C";"construction of, or surfaces for, roads, sports gr";42,26;0,32
"Limburg";"Civil engineering";31,45;57,58;0,34;"E01D";"bridges ";18,15;0
"Limburg";"Civil engineering";31,45;57,58;0,34;"E01F";"additional work, such as equipping roads or the co";18,84;1,37
"Limburg";"Civil engineering";31,45;57,58;0,34;"E01H";"street cleaning; cleaning of permanent ways; clean";16,87;1,28
"Limburg";"Civil engineering";31,45;57,58;0,34;"E02B";"hydraulic engineering";16,43;0
"Limburg";"Civil engineering";31,45;57,58;0,34;"E02D";"foundations; excavations; embankments; underground";15,07;0,69
"Limburg";"Civil engineering";31,45;57,58;0,34;"E02F";"dredging; soil-shifting";15,95;0
"Limburg";"Civil engineering";31,45;57,58;0,34;"E03B";"installations or methods for obtaining, collecting";5,05;0
"Limburg";"Civil engineering";31,45;57,58;0,34;"E03C";"domestic plumbing installations for fresh water or";5,97;0
"Limburg";"Civil engineering";31,45;57,58;0,34;"E03D";"water-closets or urinals with flushing devices; fl";9,6;0
"Limburg";"Civil engineering";31,45;57,58;0,34;"E03F";"sewers; cesspools";10,9;0,67
"Limburg";"Civil engineering";31,45;57,58;0,34;"E04B";"general building constructions; walls, e.g. partit";23,39;0,66
"Limburg";"Civil engineering";31,45;57,58;0,34;"E04C";"structural elements; building materials ";25,21;0,58
"Limburg";"Civil engineering";31,45;57,58;0,34;"E04D";"roof coverings; sky-lights; gutters; roof-working ";36,31;2,28
"Limburg";"Civil engineering";31,45;57,58;0,34;"E04F";"finishing work on buildings, e.g. stairs, floors";30,7;0,19
"Limburg";"Civil engineering";31,45;57,58;0,34;"E04G";"scaffolding; forms; shuttering; building implement";15,86;0,81
