Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Diversity Spotlight,Organization Website,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - raffle.ai,https://www.crunchbase.com/funding_round/raffle-ai-pre-seed--6e54ee14,raffle.ai,https://www.crunchbase.com/organization/raffle-ai,Pre-Seed,500000,USD,500000,2019-03-14,Seed,,,,Yes,raffle.ai is creating state of the art AI tools for businesses with the mission to connect employees and customers to company knowledge.,"Artificial Intelligence (AI), Machine Learning, Software","Copenhagen, Hovedstaden, Denmark, Europe",$1M to $10M,,https://www.raffle.ai/,10594354,USD,10594354,Early Stage Venture,4,,,,,"344,748"
Pre Seed Round - Mogul Hotels & Residences,https://www.crunchbase.com/funding_round/staymogul-pre-seed--b9e40eeb,Mogul Hotels & Residences,https://www.crunchbase.com/organization/staymogul,Pre-Seed,600000,USD,600000,2019-04-01,Seed,2100000,USD,2100000,Yes,Mogul Hotels and Residences is a technology and branding company whose purpose is to transform hospitality through artificial intelligence.,"Artificial Intelligence (AI), Hospitality, Software","Newark, Delaware, United States, North America",,"South Asian Founded, Women Founded",https://www.mogulhotels.com,3600000,USD,3600000,Seed,3,,,,,"272,166"
Funding Round - Mary Agrotechnologies,https://www.crunchbase.com/funding_round/mary-agrotechnologies-undisclosed--ae7033d6,Mary Agrotechnologies,https://www.crunchbase.com/organization/mary-agrotechnologies,Funding Round,1200000,USD,1200000,2019-06-01,,,,,Yes,"Empowering the world to grow what they want, when they want, where they want.","Agriculture, Artificial Intelligence (AI), Farming, Internet of Things","Markham, Ontario, Canada, North America",$10M to $50M,,https://mary.ag,1200000,USD,1200000,IPO,8,,,,,"272,398"
Pre Seed Round - Sexence,https://www.crunchbase.com/funding_round/sexene-pre-seed--2c4c5595,Sexence,https://www.crunchbase.com/organization/sexene,Pre-Seed,245000,USD,245000,2019-09-19,Seed,,,,Yes,Sexence is a sexual health virtual care company that uses artificial intelligence to provide chat-based primary care.,"Apps, Health Care, Leisure, Lifestyle, Machine Learning, Mobile, Personal Health, Primary and Urgent Care, Sex Tech, Wellness","Tel Aviv, Tel Aviv, Israel, Asia",$1M to $10M,,https://www.sexence.com/,245000,USD,245000,Seed,2,,,,,"346,728"
Seed Round - Mindlogic,https://www.crunchbase.com/funding_round/mindlogic-seed--a19fc439,Mindlogic,https://www.crunchbase.com/organization/mindlogic,Seed,313469,USD,313469,2019-01-29,Seed,,,,Yes,Virtual soulmate AI chatbot,"Artificial Intelligence (AI), Chatbot","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",,,https://mindlogic.ai,5538305,USD,5538305,Early Stage Venture,4,,Primer Sazze Partners,1,,"221,758"
Seed Round - OpenRisk Technologies Inc.,https://www.crunchbase.com/funding_round/openrisk-technologies-inc-seed--74d1d870,OpenRisk Technologies Inc.,https://www.crunchbase.com/organization/openrisk-technologies-inc,Seed,700000,USD,700000,2019-01-29,Seed,18500000,USD,18500000,Yes,Connecting Your Business To The Future,"Analytics, Artificial Intelligence (AI), Blockchain, Financial Services, Information Technology, Machine Learning, Natural Language Processing, Semantic Web","Princeton, New Jersey, United States, North America",$1M to $10M,,https://openrisk.io,4360000,USD,4360000,Seed,4,,Wells Fargo Startup Accelerator,1,,"274,168"
Grant - dātma,https://www.crunchbase.com/funding_round/datma-grant--b810ef94,dātma,https://www.crunchbase.com/organization/datma,Grant,224920,USD,224920,2019-02-21,,,,,No,"dātma, formerly Omics Data Automation, develops automated infrastructure for aggregating and analyzing multidimensional big data.","Analytics, Artificial Intelligence (AI), Big Data, Bioinformatics, Data Integration, Life Science, Medical","Beaverton, Oregon, United States, North America",$1M to $10M,,http://www.datma.com,2719738,USD,2719738,,7,US Department of Energy,US Department of Energy,1,,"404,370"
Seed Round - Nota AI,https://www.crunchbase.com/funding_round/nota-inc-seed--59bc7a56,Nota AI,https://www.crunchbase.com/organization/nota-inc,Seed,1200000,USD,1200000,2019-08-28,Seed,,,,Yes,"Nota AI is a tech startup with a focus on optimizing AI models with NetsPresso, our proprietary hardware-aware AI optimization platform.","Artificial Intelligence (AI), Information Technology, Software","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",$10M to $50M,,http://nota.ai,41494205,USD,41494205,Late Stage Venture,7,Stonebridge Capital,Stonebridge Capital,1,,"348,099"
Seed Round - NorthE,https://www.crunchbase.com/funding_round/northe-seed--78253d36,NorthE,https://www.crunchbase.com/organization/northe,Seed,1000000,USD,1000000,2019-12-02,Seed,,,,Yes,NorthE or NorthE App provides a social networking forum with inspiration from Northeastern and Asian community culture.,"Consulting, Customer Service, E-Commerce, Food Delivery, Natural Language Processing, Online Forums, Search Engine, Social Network","New Delhi, Delhi, India, Asia",$1M to $10M,,https://www.northeapp.com/,1000000,USD,1000000,Seed,1,,,,,"275,938"
Seed Round - Taalentfy,https://www.crunchbase.com/funding_round/knowledgefy-seed--44d81d9c,Taalentfy,https://www.crunchbase.com/organization/knowledgefy,Seed,400000,EUR,447738,2019-06-01,Seed,3000000,EUR,3358034,Yes,"Taalentfy is a technology and platform allow to identify, select and manage people in the new talent and employment paradigm","Artificial Intelligence (AI), Human Resources, Knowledge Management, Machine Learning, Mobile Apps, Training","Málaga, Andalucia, Spain, Europe",$1M to $10M,,http://www.taalentfy.com,1235000,EUR,1417293,Seed,5,"Andreas Mihalovits, MPF Milano","Andreas Mihalovits, Ben Eliott, MPF Milano, SouthUp Ventures, Various",5,,"348,908"
Venture Round - Observa,https://www.crunchbase.com/funding_round/observa-series-unknown--b4782db1,Observa,https://www.crunchbase.com/organization/observa,Venture - Series Unknown,250000,USD,250000,2019-10-21,,,,,Yes,"AI-powered auditing platform that delivers insights and actions to CPG brands and retailers via data from shelf cameras, robots, and humans.","Analytics, Artificial Intelligence (AI), Image Recognition, Information Services, Mobile Apps, Real Time, Retail Technology","Seattle, Washington, United States, North America",$1M to $10M,,https://www.observanow.com,3076000,USD,3076000,,6,Bend Venture Conference,Bend Venture Conference,1,,"348,934"
Equity Crowdfunding - LoyalT®,https://www.crunchbase.com/funding_round/kornchain-limited-equity-crowdfunding--f6cd2b44,LoyalT®,https://www.crunchbase.com/organization/kornchain-limited,Equity Crowdfunding,288900,GBP,354711,2019-08-23,,,,,Yes,"LoyalT® is a reward points distribution network on blockchain, making it profitable for businesses and rewarding for customers","Artificial Intelligence (AI), Bitcoin, Blockchain, Cryptocurrency, Finance, Financial Services, Internet, Loyalty Programs, Mobile Apps, Payments","London, England, United Kingdom, Europe",,,https://www.myloyalt.com,643900,GBP,819241,,2,,,,,"349,475"
Pre Seed Round - HawAI.tech,https://www.crunchbase.com/funding_round/hawai-tech-pre-seed--63db7092,HawAI.tech,https://www.crunchbase.com/organization/hawai-tech,Pre-Seed,340000,EUR,383775,2019-07-01,Seed,1660000,USD,1660000,Yes,"HawAI.tech designs hardware accelerators that provides explainable, accountable and transparent artificial intelligence services.","Artificial Intelligence (AI), Semiconductor","Grenoble, Rhone-Alpes, France, Europe",Less than $1M,,https://www.hawai.tech,340000,EUR,383775,Seed,1,,,,,"279,205"
Seed Round - Front AI,https://www.crunchbase.com/funding_round/front-ai-seed--3fde2b77,Front AI,https://www.crunchbase.com/organization/front-ai,Seed,515000,EUR,579834,2019-03-11,Seed,,,,Yes,Front AI is an Conversational AI and 2nd Generation Services Bot company,"Artificial Intelligence (AI), Customer Service, Machine Learning, Natural Language Processing","Helsinki, Southern Finland, Finland, Europe",$1M to $10M,,https://front.ai/,2405001,EUR,2732152,Seed,10,,"CapMan, Leena Niemistö, Lifeline Ventures",3,,"407,381"
Seed Round - Spectalix,https://www.crunchbase.com/funding_round/spectalix-seed--3c49d282,Spectalix,https://www.crunchbase.com/organization/spectalix,Seed,550000,USD,550000,2019-02-04,Seed,3000000,USD,3000000,Yes,Spectalix's white-label UGC platform for businesses allows fans to fuse themselves with celebrities in professional marketing videos.,"Advertising, Artificial Intelligence (AI), eSports, Media and Entertainment, Mobile Advertising, Mobile Apps, Software, Video Advertising","Yoqne`am `illit, HaZafon, Israel, Asia",$1M to $10M,,https://www.spectalix.com,2225000,USD,2225000,Seed,6,,Arthur Cohn,1,,"280,232"
Pre Seed Round - Manto AI,https://www.crunchbase.com/funding_round/manto-ai-pre-seed--c4996fcd,Manto AI,https://www.crunchbase.com/organization/manto-ai,Pre-Seed,1000000,USD,1000000,2019-12-03,Seed,,,,Yes,"Manto AI predicts which employees might resign, when and why, using a unique combination of AI algorithms, and domain expertise.","Analytics, Artificial Intelligence (AI), Enterprise Software, Human Resources, Machine Learning, Predictive Analytics, SaaS, Software","Tel Aviv, Tel Aviv, Israel, Asia",,,http://www.manto-ai.com,1000000,USD,1000000,Seed,1,,IBI Tech Fund,1,,"281,175"
Grant - Pendar Technologies,https://www.crunchbase.com/funding_round/pendar-technologies-grant--ff2503e9,Pendar Technologies,https://www.crunchbase.com/organization/pendar-technologies,Grant,400000,USD,400000,2019-01-01,,,,,No,Pendar is a privately held company that specializes in advancing intelligent chemistry systems.,"Chemical, Electronics, Industrial Manufacturing, Machine Learning, Manufacturing","Cambridge, Massachusetts, United States, North America",$1M to $10M,,https://www.pendar.com/,600000,USD,600000,,2,,MassVentures,1,,"332,513"
Pre Seed Round - Kaizen Languages,https://www.crunchbase.com/funding_round/kaizen-languages-pre-seed--bef1b068,Kaizen Languages,https://www.crunchbase.com/organization/kaizen-languages,Pre-Seed,401300,GBP,508126,2019-05-22,Seed,1610000,GBP,2038581,Yes,Kaizen Languages is transforming language learning with its A.I. tutors.,"EdTech, Language Learning, Natural Language Processing","London, England, United Kingdom, Europe",,,https://www.kaizenlanguages.com/,1401300,GBP,1792997,Seed,2,Lenovo Capital and Incubator Group (LCIG),"FocusThree, Lenovo Capital and Incubator Group (LCIG)",2,,"558,269"
Pre Seed Round - Winely,https://www.crunchbase.com/funding_round/winely-pre-seed--faea4be9,Winely,https://www.crunchbase.com/organization/winely,Pre-Seed,420000,USD,420000,2019-12-01,Seed,,,,Yes,Winely a data science company which provides data collection automation and data analysis for the winemaking process.,"Data Collection and Labeling, Machine Learning","Dunedin, Otago, New Zealand, Oceania",Less than $1M,,https://www.winely.app/,502000,USD,502000,Seed,5,,,,,"333,777"
Seed Round - ParentOf,https://www.crunchbase.com/funding_round/parentof-seed--ea939ad0,ParentOf,https://www.crunchbase.com/organization/parentof,Seed,1000000,USD,1000000,2019-08-14,Seed,,,,Yes,Parentof is a decision sciences organization which provides insights into child growth and decision analytics.,"Analytics, Artificial Intelligence (AI), Education, Machine Learning, Parenting","Bengaluru, Karnataka, India, Asia",Less than $1M,,http://www.parentof.com/,2000000,USD,2000000,Seed,4,V Srinivas,V Srinivas,1,,"283,962"
Seed Round - OroraTech,https://www.crunchbase.com/funding_round/ororatech-seed--579b745d,OroraTech,https://www.crunchbase.com/organization/ororatech,Seed,540000,EUR,618921,2019-01-01,Seed,,,,Yes,OroraTech is a software development company that provides thermal intelligence and wildfire solutions from space for a sustainable earth. ​,"Business Intelligence, Consulting, Environmental Engineering, Forestry, Geospatial, GreenTech, Information Services, Insurance, Predictive Analytics, Sustainability","Munich, Bayern, Germany, Europe",$10M to $50M,,https://ororatech.com,23415000,EUR,25560087,Early Stage Venture,9,ConActivity KG,"Clemens Kaiser, ConActivity KG",2,,"560,828"
Grant - PeakData,https://www.crunchbase.com/funding_round/peakdata-grant--b3d6ab20,PeakData,https://www.crunchbase.com/organization/peakdata,Grant,342516,CHF,344102,2019-02-01,,,,,No,PeakData is a software platform to identify and analyze key opinion leaders in your therapeutic area.,"Artificial Intelligence (AI), Machine Learning, Pharmaceutical, Software","Zug, Zug, Switzerland, Europe",,,https://peakdata.com/,12342516,CHF,12785640,Early Stage Venture,3,,,,,"535,139"
Pre Seed Round - Part Analytics,https://www.crunchbase.com/funding_round/part-analytics-pre-seed--ced9b012,Part Analytics,https://www.crunchbase.com/organization/part-analytics,Pre-Seed,625000,USD,625000,2019-02-18,Seed,,,,Yes,"Part Analytics, AI-powered Supply Management Solution","Analytics, Artificial Intelligence (AI), Enterprise Software, Machine Learning, Procurement, SaaS","Milwaukee, Wisconsin, United States, North America",$1M to $10M,South Asian Founded,https://www.partanalytics.com,4015000,USD,4015000,,5,Idea Fund of La Crosse,Idea Fund of La Crosse,1,,"199,225"
Seed Round - Pegara,https://www.crunchbase.com/funding_round/gpu-eater-seed--c79dc9c8,Pegara,https://www.crunchbase.com/organization/gpu-eater,Seed,1040000,USD,1040000,2019-09-12,Seed,,,,Yes,Pegara develops products that help achieve industry DX and the SDGs by utilizing proprietary computer vision technology.,"Artificial Intelligence (AI), Computer Vision, Consulting, Food and Beverage, Industrial","Irvine, California, United States, North America",$1M to $10M,"East Asian Founded, East Asian Led",http://www.pegara.com,1532500,USD,1532500,Seed,3,,"A.L.I. Technologies Japan, Hu Hua, MIRAISE",3,,"561,650"
Pre Seed Round - Grapevine,https://www.crunchbase.com/funding_round/grapevine-travel-pre-seed--e12635a2,Grapevine,https://www.crunchbase.com/organization/grapevine-travel,Pre-Seed,360000,GBP,455716,2019-05-28,Seed,,,,Yes,Grapevine is an AI-powered digital concierge providing tools to increase ancillary attachment rates and capture in-destination revenues.,"Artificial Intelligence (AI), Business Travel, Machine Learning, Travel","London, England, United Kingdom, Europe",Less than $1M,,https://grapevine.travel/,470000,GBP,601122,Seed,3,,,,,"142,070"
Convertible Note - Cerebry,https://www.crunchbase.com/funding_round/cerebry-convertible-note--8f25888e,Cerebry,https://www.crunchbase.com/organization/cerebry,Convertible Note,1000000,USD,1000000,2019-10-31,,6000000,USD,6000000,No,"Cerebry is an AI tutor that empowers schools, publishers and edtechs to provide remediation, reinforcement and adaptive assessments","Artificial Intelligence (AI), E-Learning, EdTech, Information Technology, STEM Education","Singapore, Central Region, Singapore, Asia",$1M to $10M,,https://www.cerebry.co,3600000,USD,3600000,Seed,4,,Potato Productions,1,,"615,029"
Pre Seed Round - Zucchabar,https://www.crunchbase.com/funding_round/zucchabar-pre-seed--ed698647,Zucchabar,https://www.crunchbase.com/organization/zucchabar,Pre-Seed,500000,USD,500000,2019-02-01,Seed,,,,Yes,Internet learning platform for self-driven education,"Artificial Intelligence (AI), E-Learning, EdTech, Education, Machine Learning","San Francisco, California, United States, North America",,,https://www.zucchabar.com,500000,USD,500000,Seed,1,,,,,"299,013"
Seed Round - Praktice,https://www.crunchbase.com/funding_round/praktice-ai-seed--4a5e0292,Praktice,https://www.crunchbase.com/organization/praktice-ai,Seed,800000,USD,800000,2019-09-04,Seed,,,,Yes,Practice helps health systems with the AI powered personalised patient navigation technology to enhance care delivery & profitability.,"Artificial Intelligence (AI), Health Care","Boston, Massachusetts, United States, North America",$1M to $10M,Women Founded,https://www.praktice.ai/,1870000,USD,1870000,Seed,4,,,,,"299,581"
Angel Round - Realspections,https://www.crunchbase.com/funding_round/realspections-angel--3d7cf4e2,Realspections,https://www.crunchbase.com/organization/realspections,Angel,500000,USD,500000,2019-11-05,Seed,,,,Yes,Real-time automatic AI powered vehicle damage recognition,"Artificial Intelligence (AI), Automotive, InsurTech","Ramat Yishai, HaZafon, Israel, Asia",,,https://www.realspections.com,500000,USD,500000,Seed,1,,,,,"300,158"
Pre Seed Round - Hyperspec-ai,https://www.crunchbase.com/funding_round/hyperspec-ai-pre-seed--c41bc039,Hyperspec-ai,https://www.crunchbase.com/organization/hyperspec-ai,Pre-Seed,260000,USD,260000,2019-03-01,Seed,5000000,USD,5000000,Yes,"We are expand navigable roadways for autonomous vehicles from 3% to 95%, today, by equipping each car with our onboard vision hardware.","Artificial Intelligence (AI), Automotive","San Francisco, California, United States, North America",$1M to $10M,"South Asian Founded, Women Founded",https://hyperspec.ai,1880000,USD,1880000,Seed,5,,,,,"300,167"
Seed Round - Zentron Labs,https://www.crunchbase.com/funding_round/zentron-labs-seed--1bbb81e6,Zentron Labs,https://www.crunchbase.com/organization/zentron-labs,Seed,394129,USD,394129,2019-10-09,Seed,,,,Yes,ZentronLabs provides custom machine-vision solutions for automated visual inspection.,"Artificial Intelligence (AI), Automotive, Computer, Industrial Automation","Bengaluru, Karnataka, India, Asia",$1M to $10M,,http://zentronlabs.com/,2742129,USD,2742129,Seed,7,,,,,"300,409"
Seed Round - CaroCure Discovery Solutions Private Limited,https://www.crunchbase.com/funding_round/carocure-discovery-solutions-private-limited-6a25-seed--91cfa6bf,CaroCure Discovery Solutions Private Limited,https://www.crunchbase.com/organization/carocure-discovery-solutions-private-limited-6a25,Seed,700000,USD,700000,2019-05-20,Seed,,,,Yes,CaroCure is a rational drug discovery company employing innovative technologies to design and create best-in-class drug candidates,"Artificial Intelligence (AI), Biotechnology","Hyderabad, Andhra Pradesh, India, Asia",Less than $1M,,https://carocure.com/,700000,USD,700000,Seed,1,,Murali Chand Ginjupalli,1,,"608,288"
Grant - EmbodyMe,https://www.crunchbase.com/funding_round/embodyme-grant--0868d67b,EmbodyMe,https://www.crunchbase.com/organization/embodyme,Grant,70000000,JPY,646502,2019-06-01,,,,,No,"EmbodyMe is developing patented AI technology for video chat, live streaming, and creating videos.","Artificial Intelligence (AI), Video, Video Chat, Video Streaming","Tokyo, Tokyo, Japan, Asia",$1M to $10M,,https://embodyme.com,4056294,USD,4056294,Early Stage Venture,5,,NEDO,1,,"300,514"
Grant - Promobot,https://www.crunchbase.com/funding_round/promobot-grant--316cd7c7,Promobot,https://www.crunchbase.com/organization/promobot,Grant,310000,USD,310000,2019-09-19,,,,,No,Promobot company is a manufacturer of autonomous service robots for business.,"Artificial Intelligence (AI), Machinery Manufacturing, Manufacturing, Robotics","Huntingdon Valley, Pennsylvania, United States, North America",Less than $1M,,https://promo-bot.ai/,8690613,USD,8690613,,6,FASIE,FASIE,1,,"608,882"
Pre Seed Round - Tango,https://www.crunchbase.com/funding_round/tango-ac1e-pre-seed--427ba78e,Tango,https://www.crunchbase.com/organization/tango-ac1e,Pre-Seed,250000,USD,250000,2019-09-27,Seed,,,,Yes,Tango develops an ordering and payment management system to serve multi-location restaurants and bars.,"Analytics, Machine Learning, Mobile Payments, SaaS, Transaction Processing","Toronto, Ontario, Canada, North America",,,https://tangohq.com/,4250000,USD,4250000,Seed,2,gener8tor,"gener8tor, Right Side Capital Management",2,,"301,814"
Non Equity Assistance - FemTherapeutics Inc.,https://www.crunchbase.com/funding_round/femtherapeutics-inc-non-equity-assistance--f2d7c337,FemTherapeutics Inc.,https://www.crunchbase.com/organization/femtherapeutics-inc,Non-equity Assistance,500000,CAD,373983,2019-04-15,,,,,No,Leveraging artificial intelligence and 3D printing to provide personalized intra-vaginal prosthetics for common pelvic health conditions.,"3D Printing, Artificial Intelligence (AI), Health Care, Medical Device, Personal Health, Women's","Montréal, Quebec, Canada, North America",$1M to $10M,,https://www.femtherapeutics.com,3255000,CAD,2404099,Seed,7,,"Fonds de solidarité FTQ, McGill University, Mitacs, Montréal, National Research Council Canada, Natural Sciences and Engineering Research Council of Canada (NSERC)",6,,"301,850"
Seed Round - ChestAi,https://www.crunchbase.com/funding_round/chestai-seed--cb6d512a,ChestAi,https://www.crunchbase.com/organization/chestai,Seed,500000,USD,500000,2019-01-01,Seed,500000,USD,500000,Yes,Chest AI provides an AI-based image analysis for chest diseases.,"Artificial Intelligence (AI), Health Care, Health Diagnostics","New Haven, Connecticut, United States, North America",,,https://www.chestai.org,525000,USD,525000,Seed,3,Amazon Web Services,"Amazon, Amazon Web Services",2,1,"610,015"
Pre Seed Round - Gbot,https://www.crunchbase.com/funding_round/gbot-c803-pre-seed--cc92ad57,Gbot,https://www.crunchbase.com/organization/gbot-c803,Pre-Seed,500000,USD,500000,2019-09-15,Seed,,,,Yes,We combine cutting edge technology (robotics and AI) to develop a new tool that allows describing crops with high-quality data.,"Agriculture, AgTech, Artificial Intelligence (AI), Intelligent Systems, Robotics, Software","Rosario, Santa Fe, Argentina, South America",,,https://www.gbot.ag/,500000,USD,500000,Seed,1,,Cites,1,,"302,911"
Venture Round - Footbar,https://www.crunchbase.com/funding_round/footbar-series-unknown--459465e9,Footbar,https://www.crunchbase.com/organization/footbar,Venture - Series Unknown,1000000,EUR,1108399,2019-10-27,,,,,Yes,Footbar is a artificial Intelligence that understands soccer from a wearable device on the player's leg.,"Artificial Intelligence (AI), Hardware, Software, Sports, Wearables","Paris, Ile-de-France, France, Europe",$1M to $10M,,https://footbar.com/,4000000,EUR,4376174,,2,,"Arts et Métiers Business Angels, Paris Business Angels",2,,"303,064"
Grant - Headai,https://www.crunchbase.com/funding_round/headai-grant--6f6b975e,Headai,https://www.crunchbase.com/organization/headai,Grant,500000,USD,500000,2019-08-01,,,,,No,"HeadAI builds a cognitive AI engine powering sustainable economic growth: Competitive Intelligence, SDG/ESG Scorecards, Signals & Foresight.","Artificial Intelligence (AI), Business Intelligence, Data Mining, Intelligent Systems, Machine Learning, Natural Language Processing, Predictive Analytics, Semantic Web, Software, Text Analytics","Pori, Western Finland, Finland, Europe",$1M to $10M,,http://www.headai.com/,1950000,USD,1950000,Seed,4,,Business Finland,1,,"304,348"
Venture Round - Trajectory,https://www.crunchbase.com/funding_round/trajectory-series-unknown--8ecfe59f,Trajectory,https://www.crunchbase.com/organization/trajectory,Venture - Series Unknown,120000000,JPY,1079020,2019-03-13,,,,,Yes,Trajectory is a operator of an AI Traffic Control system designed for fully autonomous navigation of unmanned aircraft.,"Aerospace, Artificial Intelligence (AI), Drones","Ginza, Tokyo, Japan, Asia",Less than $1M,,https://trajectory.jp/,120000000,JPY,1079020,,2,,"Archetype Ventures, DBJ Capital, DNX Ventures, Drone Fund",4,,"518,373"
"Convertible Note - Inertial Sense, INC",https://www.crunchbase.com/funding_round/inertial-sense-llc-convertible-note--56ed104d,"Inertial Sense, INC",https://www.crunchbase.com/organization/inertial-sense-llc,Convertible Note,300000,USD,300000,2019-09-05,,,,,No,Inertial Sense provides autonomy-as-a-service for robotics vehicles in outdoor applications,"Artificial Intelligence (AI), Autonomous Vehicles, Drones, GPS, Hardware, Navigation, Robotics","Provo, Utah, United States, North America",$1M to $10M,,http://inertialsense.com,4568500,USD,4568500,Seed,6,,,,,"148,548"
Venture Round - PowerBuy,https://www.crunchbase.com/funding_round/massgenie-series-unknown--a95843c4,PowerBuy,https://www.crunchbase.com/organization/massgenie,Venture - Series Unknown,1000000,USD,1000000,2019-01-04,,,,,Yes,Social Commerce as a Service (B2B & B2C),"Artificial Intelligence (AI), Communities, Crowdsourcing, E-Commerce, Group Buying, Machine Learning, Social Shopping","Irvine, California, United States, North America",$1M to $10M,Women Founded,https://powerbuy.app/corporate-site,4700000,USD,4700000,,4,SV FRONTIER,SV FRONTIER,1,,"518,593"
Seed Round - kinastic AG,https://www.crunchbase.com/funding_round/kinastic-seed--3abd6ebc,kinastic AG,https://www.crunchbase.com/organization/kinastic,Seed,275000,USD,275000,2019-11-01,Seed,,,,Yes,kinastic is a young Swiss company with an advanced fitness and lifestyle platform for middle to large enterprises.,"Artificial Intelligence (AI), Fitness, Health Care, Wellness","Winterthur, Zurich, Switzerland, Europe",Less than $1M,,http://www.kinastic.com,663804,USD,663804,,5,,,,,"519,048"
Pre Seed Round - MoBoo,https://www.crunchbase.com/funding_round/moboo-845d-pre-seed--abdf449d,MoBoo,https://www.crunchbase.com/organization/moboo-845d,Pre-Seed,250000,USD,250000,2019-06-15,Seed,20000000,USD,20000000,Yes,"An EdTech spin-off in children's media, making kids imaginative, informed, and curious readers with skills assessments and 2000+ free books.","Artificial Intelligence (AI), Digital Media, EBooks, EdTech, Education, Machine Learning, Personalization, Subscription Service","Somers Point, New Jersey, United States, North America",Less than $1M,South Asian Founded,https://moboo.com,1250000,USD,1250000,Seed,2,,,,,"263,692"
Equity Crowdfunding - Brainpool AI,https://www.crunchbase.com/funding_round/brainpool-equity-crowdfunding--a954d45a,Brainpool AI,https://www.crunchbase.com/organization/brainpool,Equity Crowdfunding,200000,GBP,255500,2019-11-08,,3511596,GBP,4486063,Yes,Brainpool AI is an Artificial Intelligence consultancy providing strategy and development services. Powered by the Brainpool network of 500 AI and Machine Learning experts.,"Artificial Intelligence (AI), Machine Learning","London, England, United Kingdom, Europe",Less than $1M,,https://brainpool.ai/,390000,GBP,514761,,3,,,,,"519,083"
Seed Round - Aint,https://www.crunchbase.com/funding_round/aint-seed--ef25d028,Aint,https://www.crunchbase.com/organization/aint,Seed,960000,USD,960000,2019-12-03,Seed,,,,Yes,"We're uses AI/ML in the development of solutions for analysis and data collection, business automation and related tasks","Artificial Intelligence (AI), Big Data, Computer Vision, Data Collection and Labeling, Data Mining, Internet","Tomsk, Tomsk, Russian Federation, Europe",,,http://aint.tech/,960000,USD,960000,Seed,1,,,,,"519,604"
Venture Round - Tripeur,https://www.crunchbase.com/funding_round/tripeur-series-unknown--af1ca0e6,Tripeur,https://www.crunchbase.com/organization/tripeur,Venture - Series Unknown,1000000,USD,1000000,2019-11-28,,,,,Yes,Conversational Commerce in Enterprise Travel,"Artificial Intelligence (AI), Business Travel, E-Commerce, Information Technology, Machine Learning, Travel","Bengaluru, Karnataka, India, Asia",$1M to $10M,,http://www.tripeur.com/,1960000,USD,1960000,M&A,4,,"Alacrity India, Better Capital, Incubate Fund, Patni Wealth Advisors, Rajul Garg, SenseAI Ventures",6,,"520,477"
Pre Seed Round - EMO Technologies / INTNT.AI,https://www.crunchbase.com/funding_round/emo-technologies-pre-seed--b0e398a6,EMO Technologies / INTNT.AI,https://www.crunchbase.com/organization/emo-technologies,Pre-Seed,300000,USD,300000,2019-02-18,Seed,,,,Yes,Registered company name of INTNT.AI,Artificial Intelligence (AI),"Singapore, Central Region, Singapore, Asia",$1M to $10M,,http://www.emotechnologies.com,1201984,USD,1201984,Seed,2,,,,,"521,049"
Grant - emotion3D,https://www.crunchbase.com/funding_round/emotion3d-grant--b8227f2b,emotion3D,https://www.crunchbase.com/organization/emotion3d,Grant,900000,EUR,991661,2019-12-01,,,,,No,"emotion3D's Human AI software enables innovative safety, user experience and automation applications for the automotive industry and beyond","3D Technology, Artificial Intelligence (AI), Automotive, Computer Vision, Human Computer Interaction, Machine Learning, Software","Vienna, Wien, Austria, Europe",$1M to $10M,,https://www.emotion3d.ai,3380000,EUR,4005494,Seed,8,,,,,"633,517"
Seed Round - Capti Voice,https://www.crunchbase.com/funding_round/capti-voice-seed--7e9cc11b,Capti Voice,https://www.crunchbase.com/organization/capti-voice,Seed,500000,USD,500000,2019-05-08,Seed,,,,Yes,Capti Voice is an accessible reading platform and all-in-one literacy solution that helps readers increase comprehension and reading skills.,"Artificial Intelligence (AI), EdTech, Machine Learning, Natural Language Processing, Software","Buffalo, New York, United States, North America",$1M to $10M,,https://www.captivoice.com/capti-site//,6200000,USD,6200000,Seed,4,,"ARC Capital, LearnLaunch Fund + Accelerator",2,,"521,634"
Pre Seed Round - Ermes - Cyber Security S.p.A.,https://www.crunchbase.com/funding_round/ermes-cyber-security-pre-seed--05957deb,Ermes - Cyber Security S.p.A.,https://www.crunchbase.com/organization/ermes-cyber-security,Pre-Seed,200000,EUR,224300,2019-07-08,Seed,1500000,EUR,1682250,Yes,Here to secure your next click. Web and Browser protection made effective for you and your company.,"Computer, Information Technology, Internet, Machine Learning, Network Security, Software","Torino, Piemonte, Italy, Europe",$1M to $10M,,https://www.ermes.company/,4500000,EUR,5071297,Early Stage Venture,4,Angelo Italiano,Angelo Italiano,1,,"536,680"
