Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - Intellischool,https://www.crunchbase.com/funding_round/intellischool-pre-seed--4d0b3dd6,Intellischool,https://www.crunchbase.com/organization/intellischool,Pre-Seed,785000,AUD,610254,2021-03-01,Seed,,,,Yes,"We develop smart SaaS solutions for the education sector that focus on automation, efficiency and meaningful data insights.","Analytics, Big Data, Data Integration, EdTech, Predictive Analytics, SaaS, Software",,"Carlton, Victoria, Australia, Oceania",https://www.intellischool.co,Less than $1M,4085000,AUD,2879136,Seed,2,Melbourne Accelerator Program,Melbourne Accelerator Program,1,1,"41,715"
Seed Round - Microsec,https://www.crunchbase.com/funding_round/microsec-db90-seed--e0178a90,Microsec,https://www.crunchbase.com/organization/microsec-db90,Seed,1000000,USD,1000000,2021-09-22,Seed,,,,Yes,"Agentless real-time security dynamically protecting your cloud, container, and data assets","Analytics, Artificial Intelligence (AI), Big Data, Cyber Security, DevOps, Machine Learning, SaaS",,"Santa Clara, California, United States, North America",https://microsec.cloud/,,1000000,USD,1000000,Seed,2,,Andrew Wesbecher,1,,"42,618"
Pre Seed Round - Theneo,https://www.crunchbase.com/funding_round/theneo-pre-seed--5877c484,Theneo,https://www.crunchbase.com/organization/theneo,Pre-Seed,500000,USD,500000,2021-12-01,Seed,,,,Yes,Next-Gen API Documentation with AI Brilliance. Generate Stripe-like API docs in just a few seconds,"Artificial Intelligence (AI), Developer Tools, SEO, Software","Women Founded, Women Led","San Francisco, California, United States, North America",https://theneo.io/,Less than $1M,532154,USD,532154,,3,,"Byld Ventures, Y Combinator",2,,"43,542"
Pre Seed Round - PinPoint Analytics,https://www.crunchbase.com/funding_round/pinpoint-analytics-pre-seed--185c6481,PinPoint Analytics,https://www.crunchbase.com/organization/pinpoint-analytics,Pre-Seed,650000,USD,650000,2021-01-01,Seed,4000000,USD,4000000,Yes,PinPoint Analytics is an AI-powered construction analytics platform helping local municipalities and GCs estimate construction projects,"Analytics, Construction, Machine Learning",,"Manalapan, New Jersey, United States, North America",https://www.pinpointanalytics.ai,Less than $1M,650000,USD,650000,Seed,2,Omaha Capital,Omaha Capital,1,,"44,743"
Pre Seed Round - CoSyne Therapeutics,https://www.crunchbase.com/funding_round/cosyne-therapeutics-4ebb-pre-seed--7fc44de5,CoSyne Therapeutics,https://www.crunchbase.com/organization/cosyne-therapeutics-4ebb,Pre-Seed,996000,USD,996000,2021-09-03,Seed,,,,Yes,Precision medicine through polymathic AI,"Artificial Intelligence (AI), Biotechnology, Life Science, Machine Learning, Therapeutics",,"London, England, United Kingdom, Europe",https://cosynerapeutics.com/,,8806000,USD,8806000,Seed,2,Meltwind Advisory,Meltwind Advisory,1,,"44,691"
Pre Seed Round - Snab,https://www.crunchbase.com/funding_round/snab-pre-seed--687a55d9,Snab,https://www.crunchbase.com/organization/snab,Pre-Seed,500000,USD,500000,2021-10-14,Seed,,,,Yes,Snab is a cloud-based and AI-powered platform that automates access and management of global banking.,"Artificial Intelligence (AI), Banking, Financial Services, FinTech, Software",,"Madrid, Madrid, Spain, Europe",https://snabfinance.com/,,1680197,USD,1680197,Seed,2,Y Combinator,Y Combinator,1,,"46,063"
Pre Seed Round - LLMate,https://www.crunchbase.com/funding_round/llmate-pre-seed--d1356389,LLMate,https://www.crunchbase.com/organization/llmate,Pre-Seed,271170,USD,271170,2021-06-30,Seed,,,,Yes,AI Workforce Management Platform,"Generative AI, SaaS",,"Jaipur, Rajasthan, India, Asia",https://www.llmate.ai/,,271170,USD,271170,Seed,1,,"100X.VC, 2am VC",2,,"50,029"
Seed Round - Bruna by Altum Lab,https://www.crunchbase.com/funding_round/altum-lab-seed--d772e8bc,Bruna by Altum Lab,https://www.crunchbase.com/organization/altum-lab,Seed,995000,USD,995000,2021-12-01,Seed,3000000,USD,3000000,Yes,SaaS platforms to optimize product process with AI,"AgTech, Aquaculture, Artificial Intelligence (AI), B2B, Food Processing, Industrial, Predictive Analytics, Software, Supply Chain Management",,"Antofagasta, Antofagasta, Chile, South America",https://bruna.ai,$1M to $10M,1645000,USD,1645000,Seed,5,ChileGlobal Ventures,"CARABELA, ChileGlobal Ventures, Compusoluciones Venture, devlabs, Magical",5,,"51,498"
Seed Round - Syllo,https://www.crunchbase.com/funding_round/syllo-seed--2bc6f58d,Syllo,https://www.crunchbase.com/organization/syllo,Seed,875000,USD,875000,2021-09-29,Seed,,,,Yes,Syllo is a legal technology platform,"Artificial Intelligence (AI), Legal Tech, Productivity Tools",,"Brooklyn, New York, United States, North America",https://www.tlatech.io,,4733201,USD,4733201,,3,,,,,"51,136"
Pre Seed Round - Metric - E-commerce Market Research,https://www.crunchbase.com/funding_round/metric-acf8-pre-seed--c8cd35ae,Metric - E-commerce Market Research,https://www.crunchbase.com/organization/metric-acf8,Pre-Seed,600000,USD,600000,2021-12-15,Seed,,,,Yes,Metric.vn - E-commerce Market Research Platform in Vietnam,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, E-Commerce, Enterprise Applications, Market Research, Price Comparison, SaaS",,"Hanoi, NA - Vietnam, Vietnam, Asia",https://metric.vn,,1400000,USD,1400000,Seed,3,Teko Ventures,Teko Ventures,1,,"51,903"
Seed Round - GENXT,https://www.crunchbase.com/funding_round/genxt-seed--d361f3ab,GENXT,https://www.crunchbase.com/organization/genxt,Seed,650000,USD,650000,2021-10-01,Seed,,,,Yes,"GENXT.AI develops B2B solutions that streamline enterprise AI adoption, eliminating the risks of private data and ML model disclosure.","Artificial Intelligence (AI), Data Integration, Enterprise Software, Information Technology, PaaS, Privacy, Security",,"Hinxton, Cambridgeshire, United Kingdom, Europe",https://genxt.ai,,1306600,USD,1306600,Seed,5,,Bert Mouler,1,,"52,997"
Grant - Cyted,https://www.crunchbase.com/funding_round/cyted-grant--71df9674,Cyted,https://www.crunchbase.com/organization/cyted,Grant,416483,GBP,578744,2021-08-01,,,,,No,"Cyted uses artificial intelligence (AI) and digital pathology to improve the detection and diagnosis of diseases, including cancer.","Artificial Intelligence (AI), Biotechnology, Health Care, Medical Device",,"Cambridge, Cambridgeshire, United Kingdom, Europe",https://cyted.ai,$1M to $10M,39320472,USD,39320472,Early Stage Venture,9,SBRI Healthcare,SBRI Healthcare,1,,"52,561"
Pre Seed Round - Yemaachi Biotechnology,https://www.crunchbase.com/funding_round/yemaachi-biotechnology-pre-seed--075eda3a,Yemaachi Biotechnology,https://www.crunchbase.com/organization/yemaachi-biotechnology,Pre-Seed,425000,USD,425000,2021-08-09,Seed,,,,Yes,Yemaachi Biotechnology provides diversifying precision cancer diagnostics and treatments.,"Artificial Intelligence (AI), Bioinformatics, Biotechnology, Health Diagnostics",,"Accra, Greater Accra, Ghana, Africa",https://www.yemaachi.com,$1M to $10M,4425000,USD,4425000,Seed,4,Y Combinator,"First circle capital, LoftyInc Capital, Y Combinator",3,,"54,515"
Seed Round - Velocity,https://www.crunchbase.com/funding_round/velocity-d09b-seed--6915b795,Velocity,https://www.crunchbase.com/organization/velocity-d09b,Seed,1000000,USD,1000000,2021-11-09,Seed,11000000,USD,11000000,Yes,Velocity is a dark micro-fulfillment store that delivers through digital channels.,"E-Commerce, Logistics, Predictive Analytics, Retail, Software, Supply Chain Management",,"Bogotá, Distrito Especial, Colombia, South America",https://www.velocity-x.co/,$1M to $10M,3000000,USD,3000000,Seed,2,,"Andeo Capital, AngelHub VC, Leonardo Borrero, Manutara Ventures, Vertical Partners, Winnipeg Capital",6,,"54,810"
Grant - Glamorous AI,https://www.crunchbase.com/funding_round/glamorous-ai-grant--5da5abb2,Glamorous AI,https://www.crunchbase.com/organization/glamorous-ai,Grant,440000,USD,440000,2021-04-08,,,,,No,Glamorous AI is a developer of an artificial intelligence-based drug discovery platform.,"Artificial Intelligence (AI), Biotechnology, Health Care, Medical",,"London, England, United Kingdom, Europe",https://www.glamorous.ai/,Less than $1M,440000,USD,440000,M&A,3,Innovate UK,Innovate UK,1,,"57,971"
Pre Seed Round - Adaptive Pulse,https://www.crunchbase.com/funding_round/adaptive-pulse-pre-seed--e378596d,Adaptive Pulse,https://www.crunchbase.com/organization/adaptive-pulse,Pre-Seed,626000,USD,626000,2021-07-01,Seed,,,,Yes,Adaptive Pulse is a cloud and AI-based customer retention monitoring platform.,"Artificial Intelligence (AI), CRM, Customer Service, Machine Learning, Software",,"Waterloo, Ontario, Canada, North America",https://adaptivepulse.com,Less than $1M,626000,USD,626000,Seed,3,,"Capital Angel Network, Seed Round Capital",2,,"58,183"
Pre Seed Round - Imperium Compliance,https://www.crunchbase.com/funding_round/imperium-compliance-pre-seed--03f7d14c,Imperium Compliance,https://www.crunchbase.com/organization/imperium-compliance,Pre-Seed,250000,USD,250000,2021-05-25,Seed,,,,Yes,Saas company bringing automation to Investment Guidelines,"Artificial Intelligence (AI), FinTech, SaaS, Software",,"London, England, United Kingdom, Europe",https://www.imperiumcompliance.com,Less than $1M,250000,USD,250000,Seed,1,,Newchip Accelerator,1,,"59,580"
Pre Seed Round - FAIRLY AI,https://www.crunchbase.com/funding_round/fairly-ai-pre-seed--63c533d6,FAIRLY AI,https://www.crunchbase.com/organization/fairly-ai,Pre-Seed,1100000,CAD,911237,2021-06-01,Seed,,,,Yes,"Democratizing safe, secure, and speedy AI across the enterprise","Artificial Intelligence (AI), FinTech, Machine Learning, Software",,"Kitchener, Ontario, Canada, North America",https://www.fairly.ai,$1M to $10M,1631237,USD,1631237,Seed,4,,Founder Institute Montreal,1,,"59,891"
Pre Seed Round - GIGGED LTD,https://www.crunchbase.com/funding_round/gigged-ltd-pre-seed--5650633b,GIGGED LTD,https://www.crunchbase.com/organization/gigged-ltd,Pre-Seed,600000,GBP,808199,2021-09-30,Seed,,,,Yes,Gigged AI is an artificial intelligence-powered platform designed for swiftly sourcing tech talent.,"Artificial Intelligence (AI), Computer, SaaS, Software",,"Glasgow, Glasgow City, United Kingdom, Europe",https://giggedai.uk,,2395000,GBP,3026324,Seed,4,Techstart Ventures,Techstart Ventures,1,,"60,640"
Pre Seed Round - Aleet,https://www.crunchbase.com/funding_round/aleet-pre-seed--3112633a,Aleet,https://www.crunchbase.com/organization/aleet,Pre-Seed,250000,EUR,297944,2021-03-18,Seed,,,,Yes,A technology company specializing in the dynamic management of fleet operations with a use of AI/ML,"Artificial Intelligence (AI), Logistics, Machine Learning, Transportation",,"Lublin, Lubelskie, Poland, Europe",https://aleet.co/,,1450000,EUR,1582963,Seed,2,,ValueTech Seed,1,,"62,311"
Seed Round - Kiko Live,https://www.crunchbase.com/funding_round/kiko-tv-seed--09f8e5a2,Kiko Live,https://www.crunchbase.com/organization/kiko-tv,Seed,425000,USD,425000,2021-02-05,Seed,,,,Yes,Kiko Live enables neighborhood retailers to get discovered and sell digitally. It also enables retailers to sell on ONDC,"Artificial Intelligence (AI), E-Commerce, Social Shopping, Video, Video Chat",,"Mumbai, Maharashtra, India, Asia",https://kiko.live/,$1M to $10M,1900000,USD,1900000,Seed,5,SOSV,SOSV,1,2,"63,036"
Seed Round - Tribu,https://www.crunchbase.com/funding_round/tribu-seed--206662e1,Tribu,https://www.crunchbase.com/organization/tribu,Seed,1250000,AUD,967112,2021-06-08,Seed,,,,Yes,Tribu is an artificial intelligence startup that aids IT helpdesks and managed service providers (MSP) automate assistance requests.,"Artificial Intelligence (AI), Information Technology, Service Industry",,"Brisbane, Queensland, Australia, Oceania",https://www.tribu.ai/,Less than $1M,1250000,AUD,967112,Seed,2,,"Brisbane Angels, LAUNCH, SIGMA Venture Partners, The Syndicate.com",4,1,"64,148"
Grant - SimWerx,https://www.crunchbase.com/funding_round/simwerx-grant--7cc92278,SimWerx,https://www.crunchbase.com/organization/simwerx,Grant,740000,USD,740000,2021-07-23,,,,,No,"Edge, Mobile App, SaaS","Artificial Intelligence (AI), Emergency Medicine, Machine Learning, Medical, Software Engineering",,"Denver, Colorado, United States, North America",https://simwerx.com/,,3590000,USD,3590000,,4,,,,,"64,237"
Pre Seed Round - Macheenist,https://www.crunchbase.com/funding_round/macheenist-pre-seed--b0f32540,Macheenist,https://www.crunchbase.com/organization/macheenist,Pre-Seed,250000,USD,250000,2021-11-05,Seed,,,,Yes,Macheenist is an artificial intelligence based technology company.,"Apps, Artificial Intelligence (AI), Information Technology, Machine Learning, Software",,"Los Angeles, California, United States, North America",https://macheenist.com,,250000,USD,250000,Seed,1,,Newchip Accelerator,1,,"64,876"
Seed Round - CreationDose,https://www.crunchbase.com/funding_round/creationdose-seed--1df9d8b4,CreationDose,https://www.crunchbase.com/organization/creationdose,Seed,203000,EUR,240856,2021-07-02,Seed,,,,Yes,CreationDose offers value to new generations by developing hybrid digital strategies.,"Advertising, Artificial Intelligence (AI), Content Creators, Content Marketing, Digital Media, Marketing Automation, Software",,"Catania, Sicilia, Italy, Europe",https://creationdose.com,,1519000,EUR,1638715,,5,,Fondo Rilancio Startup,1,,"65,019"
Grant - Leya AI,https://www.crunchbase.com/funding_round/leya-ai-grant--7c175286,Leya AI,https://www.crunchbase.com/organization/leya-ai,Grant,200000,EUR,231080,2021-10-06,,,,,No,At Leya AI we are building the next generation of personal coaching powered by Large Language Models,"Apps, Artificial Intelligence (AI), Consumer Applications, EdTech, Generative AI, Language Learning, Mobile Apps",,"Siauliai, Siauliu Apskritis, Lithuania, Europe",https://leyaai.com/,,2000000,EUR,2231112,Seed,3,Norway Grants,Norway Grants,1,,"65,314"
Pre Seed Round - MatchGorithm,https://www.crunchbase.com/funding_round/matchgorithm-pre-seed--8ca4248b,MatchGorithm,https://www.crunchbase.com/organization/matchgorithm,Pre-Seed,250000,USD,250000,2021-08-01,Seed,,,,Yes,"MatchGorithm is a ground-breaking solution focused company, solving preference matching problems through intelligent algorithms.","Artificial Intelligence (AI), Software",,"Bradford, Bradford, United Kingdom, Europe",http://www.paulsprogram.co,,299666,USD,299666,Seed,2,,Newchip Accelerator,1,,"65,451"
Seed Round - Mindspeller,https://www.crunchbase.com/funding_round/mindspeller-seed--7f7429a8,Mindspeller,https://www.crunchbase.com/organization/mindspeller,Seed,250000,USD,250000,2021-09-03,Seed,,,,Yes,Mindspeller develops a human-centric AI to uncover the intuitive mind and drives consumer behavior.,"Artificial Intelligence (AI), Brand Marketing",,"Leuven, Vlaams-Brabant, Belgium, Europe",https://www.mindspeller.com,,250000,USD,250000,Seed,1,,Newchip Accelerator,1,1,"65,578"
Pre Seed Round - Humancore,https://www.crunchbase.com/funding_round/humancore-pre-seed--7a1b957f,Humancore,https://www.crunchbase.com/organization/humancore,Pre-Seed,250000,USD,250000,2021-11-05,Seed,,,,Yes,Personality assessment,"Artificial Intelligence (AI), Human Resources, Software",,"Plano, Texas, United States, North America",https://humancore.ai/#/,,1500000,USD,1500000,Seed,2,,,,,"66,205"
Seed Round - Betterhalf,https://www.crunchbase.com/funding_round/betterhalf-seed--edf2eaaf,Betterhalf,https://www.crunchbase.com/organization/betterhalf,Seed,300000,USD,300000,2021-05-26,Seed,,,,Yes,Betterhalf is India’s first and only marriage super app for urban Indians. It's like Match.com for 100M Indians,"Artificial Intelligence (AI), Consumer Applications, Dating",,"Bengaluru, Karnataka, India, Asia",https://betterhalf.ai/,$10M to $50M,11010000,USD,11010000,,6,Quiet Capital,"Daniel Schryer, Kunal Shah, Nate Matherson, Nurture Ventures, Quiet Capital, S2 Capital, Samvit Ramadurgam, Tribe Capital, Y Combinator",9,1,"68,126"
Seed Round - SurgiQ,https://www.crunchbase.com/funding_round/surgiq-seed--b37d3ccc,SurgiQ,https://www.crunchbase.com/organization/surgiq,Seed,495000,USD,495000,2021-01-27,Seed,,,,Yes,Real-time assistant supporting healthcare performances,"Artificial Intelligence (AI), Health Care, Machine Learning, Predictive Analytics, Scheduling, Software",,"Genoa, Liguria, Italy, Europe",https://www.surgiq.com,Less than $1M,1010000,USD,1010000,Seed,4,Digital Magics,"CDP Venture Capital, Digital Magics, DigitalHealth.London Accelerator",3,,"66,808"
Pre Seed Round - AxonJay,https://www.crunchbase.com/funding_round/axonjay-pre-seed--3515c75f,AxonJay,https://www.crunchbase.com/organization/axonjay,Pre-Seed,600000,EUR,733050,2021-06-01,Seed,1500000,EUR,1832625,Yes,"Self-Machine-Learning Platform™, PaaS, Monitoring true company behaviour in their digital ecosystem, AI, Green AI, Sustainability.","Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Data Integration, Data Visualization, Image Recognition, Machine Learning, Natural Language Processing, Predictive Analytics",,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",https://www.axonjay.ai/,$1M to $10M,1775000,EUR,2018680,Seed,2,,,,,"67,184"
Seed Round - ZeroEyes,https://www.crunchbase.com/funding_round/zeroeyes-seed--63ff86b9,ZeroEyes,https://www.crunchbase.com/organization/zeroeyes,Seed,1000000,USD,1000000,2021-01-27,Seed,,,,Yes,ZeroEyes is an AI security company that detects weapons and sends alerts to prevent and stop active shooter threats.,"Artificial Intelligence (AI), Computer Vision, Machine Learning, Security",,"Conshohocken, Pennsylvania, United States, North America",https://zeroeyes.com,$1M to $10M,105446208,USD,105446208,Early Stage Venture,9,,,,,"68,636"
Pre Seed Round - PubX,https://www.crunchbase.com/funding_round/pubx-pre-seed--9c5f6fb2,PubX,https://www.crunchbase.com/organization/pubx,Pre-Seed,500000,USD,500000,2021-01-27,Seed,,,,Yes,PubX enables publishers to make more money from their programmatic advertising via an AI-powered dynamic floor pricing tool.,"Advertising, Artificial Intelligence (AI), Digital Marketing, Software",,"London, England, United Kingdom, Europe",https://www.pubx.ai/,Less than $1M,500000,USD,500000,Seed,2,,"Concept Ventures, Force Over Mass Capital, Haatch, Nick Telson-Sillett, Redbus Ventures",5,6,"67,864"
Pre Seed Round - IPercept,https://www.crunchbase.com/funding_round/ipercept-technology-pre-seed--5377e811,IPercept,https://www.crunchbase.com/organization/ipercept-technology,Pre-Seed,500000,EUR,566000,2021-11-26,Seed,,,,Yes,The Fitness Tracker of Industrial Machines,"Industrial, Industrial Automation, Internet of Things, Machinery Manufacturing, Predictive Analytics",,"Stockholm, Stockholms Lan, Sweden, Europe",https://ipercept.io/,$1M to $10M,2000000,EUR,2196169,Seed,2,Almi Invest,Almi Invest,1,,"69,549"
Seed Round - Inspector Cloud,https://www.crunchbase.com/funding_round/inspector-cloud-seed--e1f37335,Inspector Cloud,https://www.crunchbase.com/organization/inspector-cloud,Seed,325000,USD,325000,2021-04-05,Seed,,,,Yes,Inspector Cloud is an AI-powered SaaS that automates retail audits and collects data from retail locations.,"Artificial Intelligence (AI), Image Recognition, Information Technology, Retail Technology, SaaS",,"Moscow, Moscow City, Russian Federation, Europe",http://inspector-cloud.com,$1M to $10M,1485000,USD,1485000,Seed,8,"Moscow Seed Fund, Y Combinator","Moscow Seed Fund, Y Combinator",2,,"68,737"
Pre Seed Round - Akara Robotics,https://www.crunchbase.com/funding_round/akara-robotics-pre-seed--7e9d18ca,Akara Robotics,https://www.crunchbase.com/organization/akara-robotics,Pre-Seed,250000,EUR,294464,2021-04-01,Seed,,,,Yes,Akara Robotics develops AI-powered technology to help hospitals reduce downtime and increase capacity,"Artificial Intelligence (AI), Health Care, Hospital, Robotics",,"Dublin, Dublin, Ireland, Europe",https://www.akara.ai,,2700689,EUR,3234089,Seed,3,,Growing Capital,1,,"69,975"
Seed Round - Precision Livestock Technologies,https://www.crunchbase.com/funding_round/precision-livestock-technologies-seed--053a6a26,Precision Livestock Technologies,https://www.crunchbase.com/organization/precision-livestock-technologies,Seed,600000,USD,600000,2021-03-24,Seed,,,,Yes,Precision Livestock Technologies uses artificial intelligence and machine vision to optimize livestock production.,"Artificial Intelligence (AI), Health Care, Professional Services",,"Dallas, Texas, United States, North America",https://www.precision-livestock.com/,Less than $1M,600000,USD,600000,Seed,1,,Harvest Returns,1,,"70,907"
Seed Round - DataNeuron,https://www.crunchbase.com/funding_round/dataneuron-seed--8cd6b095,DataNeuron,https://www.crunchbase.com/organization/dataneuron,Seed,750000,USD,750000,2021-02-01,Seed,,,,Yes,DataNeuron accelerates and automates human-in-loop labelling for developing AI solutions.,"Artificial Intelligence (AI), Data Collection and Labeling, Information Technology, Machine Learning",Women Founded,"San Francisco, California, United States, North America",https://dataneuron.ai,$1M to $10M,1500000,USD,1500000,,3,,,,,"71,922"
Grant - Ullmanna,https://www.crunchbase.com/funding_round/ullmanna-grant--3a01067e,Ullmanna,https://www.crunchbase.com/organization/ullmanna,Grant,469000,EUR,570087,2021-01-01,,,,,No,"Ullmanna revolutionizes agriculture with its AI-driven approach, providing efficient, sustainable, and eco-friendly weed control solutions.","AgTech, Artificial Intelligence (AI), Electronics, Embedded Systems, Farming, GreenTech, Internet of Things, Machine Learning, Software",,"Opava, Moravskoslezsky kraj, Czech Republic, Europe",http://ullmanna.ai/,,1984993,USD,1984993,Seed,5,Wageningen University,Wageningen University,1,,"72,103"
Seed Round - Explurger,https://www.crunchbase.com/funding_round/explurger-seed--a5dbd8c3,Explurger,https://www.crunchbase.com/organization/explurger,Seed,1000000,USD,1000000,2021-11-26,Seed,,,,Yes,Explurger: Get Out Get Social,"Artificial Intelligence (AI), Internet, Media and Entertainment, Social Media",,"Delhi, Delhi, India, Asia",https://www.explurger.com/,$1M to $10M,5493145,USD,5493145,Early Stage Venture,2,Ruchirans Jaipuria,"LetsVenture, Lovkesh Arora, Piyush Jain, Ruchirans Jaipuria",4,,"73,604"
