Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Hubdoc,https://www.crunchbase.com/funding_round/hubdoc-seed--c51221bf,Hubdoc,https://www.crunchbase.com/organization/hubdoc,Seed,6000000,CAD,4501862,2017-06-21,Seed,,,,Yes,Your key financial docs in one place. Automatically.,"Accounting, Artificial Intelligence (AI), Cloud Computing, Document Management, FinTech, Information Technology, Machine Learning, SaaS, Software",,"Toronto, Ontario, Canada, North America",http://hubdoc.com,$10M to $50M,6000000,CAD,4501862,M&A,1,"BDC IT Venture Fund, BDC Venture Capital, Round13 Capital","BDC IT Venture Fund, BDC Venture Capital, Hedgewood, Hyde Park Venture Partners, Round13 Capital",5,2,"60,924"
Series D - Upstart,https://www.crunchbase.com/funding_round/upstart-series-d--92c2404a,Upstart,https://www.crunchbase.com/organization/upstart,Series D,32500000,USD,32500000,2017-03-02,Late Stage Venture,,,,Yes,Upstart (NASDAQ: UPST) is a leading AI lending marketplace partnering with banks and credit unions to expand access to affordable credit.,"Artificial Intelligence (AI), Automotive, Consumer Lending, Credit, Financial Services, FinTech, Lending, Machine Learning, Personal Finance",Women Founded,"San Mateo, California, United States, North America",https://upstart.com/about,$500M to $1B,144050000,USD,144050000,IPO,7,Rakuten,"First Round Capital, Green D Ventures, Khosla Ventures, Rakuten, Third Point Ventures",5,2,"62,176"
Series A - LocalizeOS,https://www.crunchbase.com/funding_round/localize-city-series-a--d650920d,LocalizeOS,https://www.crunchbase.com/organization/localize-city,Series A,8000000,USD,8000000,2017-08-09,Early Stage Venture,,,,Yes,"LocalizeOS is a real estate operating system that enables agents to connect, track, and co-manage all of their leads in one place.","Artificial Intelligence (AI), Operating Systems, Productivity Tools, Real Estate, Software",,"New York, New York, United States, North America",http://www.localizeos.com,Less than $1M,40000000,USD,40000000,Early Stage Venture,5,"Avigdor Willenz, Zvi Limon","Avigdor Willenz, Celesta Capital, Zvi Limon",3,,"63,722"
Series A - Cloud.IQ,https://www.crunchbase.com/funding_round/cloud-iq-series-a--e32e798f,Cloud.IQ,https://www.crunchbase.com/organization/cloud-iq,Series A,4000000,GBP,4862365,2017-03-09,Early Stage Venture,,,,Yes,Cloud.IQ is an AI-powered marketing platform.,"Artificial Intelligence (AI), E-Commerce, Machine Learning, SaaS",,"London, England, United Kingdom, Europe",https://www.cloudiq.com,$1M to $10M,13565000,GBP,18534373,Early Stage Venture,4,Nauta Capital,"Armada Ventures, Development Bank of Wales, Juno Capital Partners, Nauta Capital",4,2,"68,095"
Venture Round - Entrepreneur First,https://www.crunchbase.com/funding_round/entrepreneur-first-series-unknown--3752fa06,Entrepreneur First,https://www.crunchbase.com/organization/entrepreneur-first,Venture - Series Unknown,12400000,USD,12400000,2017-09-12,,,,,Yes,Entrepreneur First brings ambitious founders together to build globally important technology companies.,"Artificial Intelligence (AI), Finance, Financial Services, FinTech, Venture Capital",,"London, England, United Kingdom, Europe",http://www.joinef.com,$10M to $50M,180358758,USD,180358758,Late Stage Venture,5,Greylock,"Atlantic Labs, Bryan Baum, Demis Hassabis, Dr. Zehan Wang, Founders Fund, Greylock, Lakestar, Mosaic Ventures, Mustafa Suleyman, Rob Bishop",10,1,"70,196"
Series C - SentinelOne,https://www.crunchbase.com/funding_round/sentinel-series-c--ab42cd8c,SentinelOne,https://www.crunchbase.com/organization/sentinel,Series C,70000000,USD,70000000,2017-01-25,Late Stage Venture,,,,Yes,SentinelOne is an autonomous cybersecurity solution company.,"Artificial Intelligence (AI), Cyber Security, Network Security, Security",,"Mountain View, California, United States, North America",http://www.sentinelone.com,$500M to $1B,696520000,USD,696520000,IPO,9,Redpoint,"DCVC, Employee Stock Option Fund, Granite Hill Capital Partners, Redpoint, SineWave Ventures, Sound Ventures, The Westly Group, Third Point Ventures, Vintage Investment Partners",9,3,"68,345"
Seed Round - Ibex Medical Analytics,https://www.crunchbase.com/funding_round/ibex-medical-analytics-seed--c3483079,Ibex Medical Analytics,https://www.crunchbase.com/organization/ibex-medical-analytics,Seed,2600000,USD,2600000,2017-03-01,Seed,,,,Yes,IBEX is a Medical technology manufacturer that develops AI-powered diagnostic solutions to help pathologists.,"Analytics, Artificial Intelligence (AI), Health Diagnostics, Machine Learning",,"Tel Aviv-yafo, Tel Aviv, Israel, Asia",https://ibex-ai.com,$1M to $10M,118455493,USD,118455493,Late Stage Venture,7,,"Kamet, XTX Ventures",2,,"68,967"
Venture Round - CircuitHub,https://www.crunchbase.com/funding_round/circuithub-series-unknown--b4d5d21d,CircuitHub,https://www.crunchbase.com/organization/circuithub,Venture - Series Unknown,3978231,USD,3978231,2017-06-14,,,,,Yes,Deep learning and robotics to automate circuit board manufacturing.,"Artificial Intelligence (AI), Electronics, Hardware, Internet of Things, Machine Learning, Manufacturing, Robotics",,"South Deerfield, Massachusetts, United States, North America",http://circuithub.com,Less than $1M,18427318,USD,18427318,,5,,,,,"69,194"
Private Equity Round - Didi,https://www.crunchbase.com/funding_round/didi-dache-private-equity--36c171a9,Didi,https://www.crunchbase.com/organization/didi-dache,Private Equity,4000000000,USD,4000000000,2017-12-20,Private Equity,52000000000,USD,52000000000,Yes,"Didi is a mobility technology platform that offers ride hailing, taxi hailing, food delivery, and financial services.","Artificial Intelligence (AI), InsurTech, Mobile Apps, Public Transportation, Ride Sharing, Transportation",,"Haidian, Beijing, China, Asia",https://www.didiglobal.com,$10B+,23397719538,USD,23397719538,IPO,25,SoftBank,SoftBank,1,,"71,011"
Private Equity Round - Didi,https://www.crunchbase.com/funding_round/didi-dache-private-equity--efc1fb05,Didi,https://www.crunchbase.com/organization/didi-dache,Private Equity,5500000000,USD,5500000000,2017-04-28,Private Equity,44500000000,USD,44500000000,Yes,"Didi is a mobility technology platform that offers ride hailing, taxi hailing, food delivery, and financial services.","Artificial Intelligence (AI), InsurTech, Mobile Apps, Public Transportation, Ride Sharing, Transportation",,"Haidian, Beijing, China, Asia",https://www.didiglobal.com,$10B+,23397719538,USD,23397719538,IPO,25,,"137 Ventures, Bank of Communications, China Merchants Bank, Silver Lake, SoftBank",5,,"70,996"
Series A - MixMode,https://www.crunchbase.com/funding_round/mixmode-series-a--a20cdb17,MixMode,https://www.crunchbase.com/organization/mixmode,Series A,3500000,USD,3500000,2017-10-10,Early Stage Venture,,,,Yes,MixMode is a self-supervised AI platform to defend against cyber attacks.,"Artificial Intelligence (AI), Big Data, Cloud Security, Cyber Security, Intrusion Detection, Network Security, Security",,"Santa Barbara, California, United States, North America",http://www.mixmode.ai,$1M to $10M,62329000,USD,62329000,Private Equity,6,,,,,"70,901"
Series B - Synthego,https://www.crunchbase.com/funding_round/stealthy-series-b--88ff3628,Synthego,https://www.crunchbase.com/organization/stealthy,Series B,41000000,USD,41000000,2017-01-04,Early Stage Venture,,,,Yes,Synthego is a genome engineering company that enables access to CRISPR to accelerate life science research and development.,"Artificial Intelligence (AI), Biotechnology, Genetics, Industrial Automation, Innovation Management, Life Science, Machine Learning, Software",,"Redwood City, California, United States, North America",http://www.synthego.com,$10M to $50M,459694663,USD,459694663,Late Stage Venture,9,8VC,"8VC, AAF Management Ltd., Alexandria, AME Cloud Ventures, AMK Investment Office, Founders Fund, Jennifer Doudna, Jerry Yang, Menlo Ventures, OS Fund, SciFi VC, WI Harper Group, ZhenFund",13,1,"74,571"
Series A - Scale AI,https://www.crunchbase.com/funding_round/scale-2-series-a--94857ec1,Scale AI,https://www.crunchbase.com/organization/scale-2,Series A,4500000,USD,4500000,2017-05-23,Early Stage Venture,,,,Yes,Scale AI provides a data-oriented platform that assists in the development of AI applications.,"Artificial Intelligence (AI), Data Collection and Labeling, Generative AI, Image Recognition, Machine Learning",Women Founded,"San Francisco, California, United States, North America",https://scale.com,,1602620000,USD,1602620000,Late Stage Venture,8,Accel,"Accel, Charlie Cheever, Greg Brockman, Guillermo Rauch, Ilya Sukhar, Nat Friedman, Outlander Fund I Archimedes, Y Combinator",8,1,"73,054"
Series B - HiScene,https://www.crunchbase.com/funding_round/hiscene-series-b--b1742042,HiScene,https://www.crunchbase.com/organization/hiscene,Series B,15000000,USD,15000000,2017-08-17,Early Stage Venture,,,,Yes,HiScene focuses on researching and developing core technologies and products for augmented reality.,"Artificial Intelligence (AI), Augmented Reality, Software",,"Shanghai, Shanghai, China, Asia",https://www.hiscene.com,$1M to $10M,109421724,USD,109421724,Late Stage Venture,7,Seekdource,"Meitu, Seekdource, Sincere Capital, VStar Capital",4,,"73,183"
