Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - Ailiverse,https://www.crunchbase.com/funding_round/ailiverse-ceab-pre-seed--83307fec,Ailiverse,https://www.crunchbase.com/organization/ailiverse-ceab,Pre-Seed,140000,SGD,101050,2022-06-27,Seed,,,,Yes,Ailiverse was born to revolutionize deep learning.,"Machine Learning, Software",,"Singapore, Central Region, Singapore, Asia",https://alloverse.cloud/,,201050,USD,201050,Seed,2,Entrepreneur First,Entrepreneur First,1,,"34,055"
Grant - Ailiverse,https://www.crunchbase.com/funding_round/ailiverse-ceab-grant--b312f873,Ailiverse,https://www.crunchbase.com/organization/ailiverse-ceab,Grant,100000,USD,100000,2023-01-19,,,,,No,Ailiverse was born to revolutionize deep learning.,"Machine Learning, Software",,"Singapore, Central Region, Singapore, Asia",https://alloverse.cloud/,,201050,USD,201050,Seed,2,,,,,"34,092"
Pre Seed Round - Bella,https://www.crunchbase.com/funding_round/bella-1a28-pre-seed--746a58da,Bella,https://www.crunchbase.com/organization/bella-1a28,Pre-Seed,225000,AUD,153181,2023-02-23,Seed,,,,Yes,"Sales, Software, SaaS, Outreach, Outbound","Artificial Intelligence (AI), SaaS, Sales, Sales Automation, Sales Enablement, Software",,"Sydney, New South Wales, Australia, Oceania",https://bellasales.io,,225000,AUD,153181,Seed,2,,Antler,1,,"34,764"
Grant - Jaxon.AI,https://www.crunchbase.com/funding_round/jaxon-inc-grant--961acf15,Jaxon.AI,https://www.crunchbase.com/organization/jaxon-inc,Grant,100000,USD,100000,2022-06-30,,,,,No,Jaxon guides AI engineers through the design/build process with ‘formal methods’.,"Artificial Intelligence (AI), Data Collection and Labeling, Machine Learning",,"Boston, Massachusetts, United States, North America",http://www.jaxon.ai,$1M to $10M,100000,USD,100000,,3,MassVentures,MassVentures,1,,"35,398"
Pre Seed Round - Vetelligence,https://www.crunchbase.com/funding_round/vetelligence-pre-seed--568b8ea6,Vetelligence,https://www.crunchbase.com/organization/vetelligence,Pre-Seed,100000,USD,100000,2023-05-03,Seed,1233333,USD,1233333,Yes,Vetelligence utilizes data that enables organizations to create talent relationships with the military community through AI.,Artificial Intelligence (AI),,"Kansas City, Missouri, United States, North America",https://vetelligence.com,,200000,USD,200000,Seed,2,NMotion,NMotion,1,1,"36,439"
Pre Seed Round - Elysios,https://www.crunchbase.com/funding_round/elysios-pre-seed--532f9123,Elysios,https://www.crunchbase.com/organization/elysios,Pre-Seed,1000000,BRL,194258,2022-09-11,Seed,,,,Yes,"Elysios is an AgriTech company that offers agricultural intelligence solutions for crop control, sensing, and automation.","Agriculture, AgTech, Artificial Intelligence (AI), Internet of Things, Machine Learning, Software",,"Porto Alegre, Rio Grande do Sul, Brazil, South America",https://elysios.com.br,,1000000,BRL,194258,Seed,1,"CVC COMUNITÁ, Ventiur","CVC COMUNITÁ, VENTIUR, Ventiur",3,,"36,285"
Pre Seed Round - Voythos,https://www.crunchbase.com/funding_round/voythos-pre-seed--3c0707bb,Voythos,https://www.crunchbase.com/organization/voythos,Pre-Seed,180000,USD,180000,2022-01-01,Seed,,,,Yes,"Multimodal ML models to predict life-threatening complications in cv disease, prompting surgeons to intervene, saving lives and limbs.","Artificial Intelligence (AI), Bioinformatics, Health Care",Women Founded,"Houston, Texas, United States, North America",https://voythos.io/,Less than $1M,180000,USD,180000,Seed,1,Forum Ventures,"Forum Ventures, Right Side Capital Management",2,,"36,341"
Pre Seed Round - MOVeLOT,https://www.crunchbase.com/funding_round/movelot-pre-seed--e6f6a3f9,MOVeLOT,https://www.crunchbase.com/organization/movelot,Pre-Seed,25000000,JPY,183324,2023-03-09,Seed,,,,Yes,"MOVeLOT is an AI company that provides skeletal platform and robot planning, development, and production services.","Artificial Intelligence (AI), Information Technology, Robotics",,"Sumida, Tokyo, Japan, Asia",https://movelot.co.jp,,140000000,JPY,968495,Seed,2,,"ANRI, Glocalink",2,2,"37,636"
Grant - Iris Light Technologies,https://www.crunchbase.com/funding_round/iris-light-technologies-grant--31ed9f56,Iris Light Technologies,https://www.crunchbase.com/organization/iris-light-technologies,Grant,206500,USD,206500,2023-05-15,,,,,No,Iris Light Technologies is an electronic company that empowers the cloud through breakthrough on-chip laser technology.,"Artificial Intelligence (AI), Electronics, Nanotechnology",,"Chicago, Illinois, United States, North America",https://www.irislighttech.com/,,682500,USD,682500,Seed,5,US Department of Energy,US Department of Energy,1,,"37,966"
Grant - Vocadian,https://www.crunchbase.com/funding_round/vocadian-grant--dea374a7,Vocadian,https://www.crunchbase.com/organization/vocadian,Grant,100000,USD,100000,2023-02-08,,,,,No,"Vocadian is a voice-based circadian diagnostic and management tool for improved sleep, performance, and overall health.","Artificial Intelligence (AI), Fitness, Health Care, Medical Device, Wellness",,"Boston, Massachusetts, United States, North America",https://www.vocadian.ai,,100000,USD,100000,,1,Harvard Innovation Labs,Harvard Innovation Labs,1,,"37,803"
Grant - AugMend,https://www.crunchbase.com/funding_round/augmend-grant--84ed122a,AugMend,https://www.crunchbase.com/organization/augmend,Grant,100000,USD,100000,2023-02-08,,,,,No,AugMend is a virtual reality therapy platform that utilizes biofeedback and AI to alleviate therapists' workloads and prevent relapses.,"Artificial Intelligence (AI), Health Care, Mental Health",Women Founded,"Boston, Massachusetts, United States, North America",https://www.augmend.health,,100000,USD,100000,,1,Harvard Innovation Labs,Harvard Innovation Labs,1,,"38,479"
Grant - DeepInsights,https://www.crunchbase.com/funding_round/deepinsights-grant--6b0aacb1,DeepInsights,https://www.crunchbase.com/organization/deepinsights,Grant,100000,USD,100000,2023-02-08,,,,,No,DeepInsights is an Australia-based solution provider of AI and analytics platforms for the enterprise.,"Artificial Intelligence (AI), Information Technology",,"Sydney, New South Wales, Australia, Oceania",https://www.deepinsights.co/,,100000,USD,100000,Seed,2,Harvard Innovation Labs,Harvard Innovation Labs,1,,"38,483"
Pre Seed Round - Stabl,https://www.crunchbase.com/funding_round/stabl-pre-seed--a9369f54,Stabl,https://www.crunchbase.com/organization/stabl,Pre-Seed,150000,USD,150000,2022-09-23,Seed,,,,Yes,Stabl is a postoperative recovery services platfrom.,"Artificial Intelligence (AI), Health Care, Hospital, Information Technology, Machine Learning",,"Irving, Texas, United States, North America",https://www.stabl.io/,,150000,USD,150000,Seed,1,2048 Ventures,"2048 Ventures, LongJump, Techstars, XRC Ventures",4,1,"38,261"
Grant - Climate Robotics,https://www.crunchbase.com/funding_round/climate-robotics-grant--65543c22,Climate Robotics,https://www.crunchbase.com/organization/climate-robotics,Grant,206500,USD,206500,2023-05-15,,,,,No,"Climate Robotics develops robots designed to efficiently generate bio char to sequester carbon and improve soils, starting with urban land.","Artificial Intelligence (AI), Biotechnology, Environmental Consulting, Robotics",,"San Rafael, California, United States, North America",https://www.climaterobotics.com,Less than $1M,206500,USD,206500,Early Stage Venture,8,US Department of Energy,US Department of Energy,1,,"38,692"
Grant - Stochastic,https://www.crunchbase.com/funding_round/stochastic-grant--e3fa1807,Stochastic,https://www.crunchbase.com/organization/stochastic,Grant,100000,USD,100000,2023-02-08,,,,,No,Stochastic is providing personalized AI for enterprises,"Artificial Intelligence (AI), Machine Learning, Predictive Analytics, Software",,"Allston, Massachusetts, United States, North America",https://www.stochastic.ai,Less than $1M,100000,USD,100000,Seed,3,Harvard Innovation Labs,Harvard Innovation Labs,1,,"38,466"
Grant - Wildlife Imaging Systems,https://www.crunchbase.com/funding_round/wildlife-imaging-systems-grant--b195482f,Wildlife Imaging Systems,https://www.crunchbase.com/organization/wildlife-imaging-systems,Grant,200000,USD,200000,2023-05-15,,,,,No,Wildlife Imaging Systems develops a machine vision platform to help the research community conserve wildlife through video capture.,"Image Recognition, Machine Learning, Motion Capture, Video",,"Hinesburg, Vermont, United States, North America",https://www.wildlifeimagingsystems.com,,680610,USD,680610,,3,US Department of Energy,US Department of Energy,1,,"38,804"
Angel Round - Vision Travel AI,https://www.crunchbase.com/funding_round/vision-travel-ai-angel--245d79c6,Vision Travel AI,https://www.crunchbase.com/organization/vision-travel-ai,Angel,100000,USD,100000,2023-01-03,Seed,,,,Yes,"VR, AI, SaaS, Mobile App","Artificial Intelligence (AI), Travel, Virtual Reality",,"Hong Kong, Hong Kong Island, Hong Kong, Asia",https://visiontravelai.com,,2100000,USD,2100000,Seed,2,,Vincent Zhang,1,,"38,904"
Series A - Infinity Impulse,https://www.crunchbase.com/funding_round/infinity-impulse-series-a--0b2d4cd8,Infinity Impulse,https://www.crunchbase.com/organization/infinity-impulse,Series A,137600,USD,137600,2023-03-10,Early Stage Venture,,,,Yes,Infinity AI is a research lab committed to exploring and maximizing the potential of artificial-ia to develop groundbreaking solutions.,Artificial Intelligence (AI),,"Rio De Janeiro, Rio de Janeiro, Brazil, South America",https://infinityimpulse.com.br/,,262888,USD,262888,Early Stage Venture,3,Niganje Invest,Niganje Invest,1,,"39,133"
Seed Round - Dyania Health,https://www.crunchbase.com/funding_round/dyania-health-seed--d8b1c667,Dyania Health,https://www.crunchbase.com/organization/dyania-health,Seed,100000,USD,100000,2022-09-08,Seed,,,,Yes,Dyania Health develops a natural language processing designed to accelerate clinical research through EMR-based patient pre-screening,"Clinical Trials, Health Care, Natural Language Processing, Software","Women Founded, Women Led","Jersey City, New Jersey, United States, North America",https://www.dyaniahealth.com,$1M to $10M,100000,USD,100000,Seed,1,"Innospark Ventures, Stage Venture Partners","Genesis Ventures, Innospark Ventures, Motivate Venture Capital, Outsiders Fund, Stage Venture Partners, Tau Ventures, TLife Investments, Wild Basin Investments",8,1,"39,407"
Seed Round - SmartESPiot,https://www.crunchbase.com/funding_round/smartespiot-seed--6926f3e0,SmartESPiot,https://www.crunchbase.com/organization/smartespiot,Seed,90000,USD,90000,2023-03-12,Seed,123000,USD,123000,Yes,Simplifying Your IoT Experience,"Artificial Intelligence (AI), Internet of Things, Machine Learning",,"Colombo, Western, Sri Lanka, Asia",https://smartespiot.com/,,260000,USD,260000,Early Stage Venture,3,,"Startup Weekend, VentureCapital.org",2,,"43,111"
Pre Seed Round - StockFink,https://www.crunchbase.com/funding_round/stockfink-pre-seed--8e99f595,StockFink,https://www.crunchbase.com/organization/stockfink,Pre-Seed,144000,EUR,163785,2022-01-01,Seed,5000000,EUR,5686975,Yes,StockFink is a fintech firm that is giving everybody equal access to stock investing through AI,"Artificial Intelligence (AI), Big Data, FinTech, Impact Investing, Predictive Analytics, Stock Exchanges",,"Oviedo, Asturias, Spain, Europe",https://stockfink.com,$1M to $10M,144000,EUR,163785,Seed,2,,Making Ideas Business,1,,"42,699"
Angel Round - qtxr incorporated,https://www.crunchbase.com/funding_round/qtxr-angel--4edaa419,qtxr incorporated,https://www.crunchbase.com/organization/qtxr,Angel,120000,USD,120000,2022-10-01,Seed,,,,Yes,"Elegant, enterprise solutions targeted at solving today's most demanding logistical challenges","Artificial Intelligence (AI), Compliance, Consulting, Enterprise Software, Finance, Software Engineering",Middle Eastern / North African Founded,"San Diego, California, United States, North America",https://qtxr.io/,,620000,USD,620000,Seed,2,"Gregory William Peter Short, Gregory William Peter Short Short","Gregory William Peter Short, Gregory William Peter Short Short",2,1,"43,456"
Series A - CloseFactor,https://www.crunchbase.com/funding_round/ogmagod-series-a--a6064ff3,CloseFactor,https://www.crunchbase.com/organization/ogmagod,Series A,99999,USD,99999,2022-08-01,Early Stage Venture,,,,Yes,CloseFactor provides automated sales research and contextual insights to improve the productivity of sales teams.,"Artificial Intelligence (AI), Machine Learning, Software","Women Founded, Women Led","Palo Alto, California, United States, North America",https://closefactor.com,$1M to $10M,19599999,USD,19599999,Early Stage Venture,3,,K5 Global,1,,"44,202"
Seed Round - Xtreme Solution,https://www.crunchbase.com/funding_round/xtreme-solution-dbb6-seed--3760eed3,Xtreme Solution,https://www.crunchbase.com/organization/xtreme-solution-dbb6,Seed,90000,USD,90000,2022-10-09,Seed,106000,USD,106000,Yes,"Xtreme Solution is an AI powered CRM platform where users can create accounts, transactions, customize dashboards and handle card management","Artificial Intelligence (AI), Financial Services, FinTech, Management Information Systems, Personal Finance",,"Colombo, Western, Sri Lanka, Asia",https://xtreme-solution.com/,,265000,USD,265000,Early Stage Venture,3,,Nvidia Inception,1,,"44,232"
Grant - Minerva Systems,https://www.crunchbase.com/funding_round/minerva-systems-grant--ae3fce55,Minerva Systems,https://www.crunchbase.com/organization/minerva-systems,Grant,128355,EUR,137742,2023-05-26,,,,,No,"Optimised design and simplified deployment of predictable AI-enabled, multiple-criticality applications on next-generation embedded systems","Artificial Intelligence (AI), Autonomous Vehicles, Embedded Software, Machine Learning, Operating Systems, Real Time",,"Modena, Emilia-Romagna, Italy, Europe",http://minervasys.tech,,128355,EUR,137742,,1,Emilia Romagna,"Emilia Romagna, NextGenerationEU",2,,"45,043"
Angel Round - Pulso Escolar,https://www.crunchbase.com/funding_round/pulso-escolar-angel--ee021c71,Pulso Escolar,https://www.crunchbase.com/organization/pulso-escolar,Angel,100000,USD,100000,2022-10-01,Seed,,,,Yes,"Pulso Escolar is a sociogram platform that manage aspects such as school climate, social-emotional learning for students.","Analytics, Education, Machine Learning, Primary Education, Secondary Education",,"Las Condes, Region Metropolitana, Chile, South America",https://www.pulsoescolar.com/,,100000,USD,100000,Seed,1,,Platanus,1,,"45,781"
Pre Seed Round - Personabo,https://www.crunchbase.com/funding_round/personabo-pre-seed--b8ce4df7,Personabo,https://www.crunchbase.com/organization/personabo,Pre-Seed,175000,USD,175000,2022-04-01,Seed,,,,Yes,AI notetaker that takes perfect notes,"Artificial Intelligence (AI), Training, Virtual Reality",,"Toronto, Ontario, Canada, North America",https://personabo.com/,,1175000,USD,1175000,Seed,2,,Y Combinator,1,,"44,609"
Seed Round - DigiFarmz Smart Agriculture,https://www.crunchbase.com/funding_round/digifarmz-seed--b56f19fd,DigiFarmz Smart Agriculture,https://www.crunchbase.com/organization/digifarmz,Seed,100000,USD,100000,2023-05-02,Seed,,,,Yes,Digital platform that provides smart agronomic recommendations for higher yield and profitability with less environmental impact.,"Agriculture, AgTech, Artificial Intelligence (AI), Information Technology",,"São Paulo, Sao Paulo, Brazil, South America",https://www.digifarmz.com,$1M to $10M,587786,USD,587786,Seed,6,,"gener8tor, Serra Ventures",2,1,"46,055"
Pre Seed Round - Behaivior,https://www.crunchbase.com/funding_round/behaivior-pre-seed--035a4351,Behaivior,https://www.crunchbase.com/organization/behaivior,Pre-Seed,250000,USD,250000,2022-11-01,Seed,,,,Yes,"Behaivior is a digital health company democratizing mental health recovery and wellness using AI, behavioral health tech, and wearables.","Artificial Intelligence (AI), B2B, Health Care, Machine Learning, Mental Health, SaaS, Software, Wearables","Middle Eastern / North African Founded, Women Founded, Women Led","Pittsburgh, Pennsylvania, United States, North America",http://www.behaivior.com/,Less than $1M,2178007,USD,2178007,Seed,11,,"Jumpstart Foundry, URA Ventures",2,,"45,196"
Pre Seed Round - TechRate,https://www.crunchbase.com/funding_round/techrate-pre-seed--57a0fea4,TechRate,https://www.crunchbase.com/organization/techrate,Pre-Seed,82000,USD,82000,2022-12-05,Seed,103000,USD,103000,Yes,"""Techrate: Innovative IT solutions, AI-powered IoT management, and smart energy optimization.""","Artificial Intelligence (AI), Internet of Things",,"Kurunegala, North Western, Sri Lanka, Asia",https://techrate.co/,,250000,USD,250000,Early Stage Venture,3,,Techstars,1,,"45,313"
Grant - Marine Thinking,https://www.crunchbase.com/funding_round/marine-thinking-grant--41f7bb47,Marine Thinking,https://www.crunchbase.com/organization/marine-thinking,Grant,100000,USD,100000,2023-05-08,,,,,No,Marine Thinking is focused on redefining the marine industry through artificial intelligence (AI) and robotic technologies.,"Artificial Intelligence (AI), Marine Technology, Robotics",,"Saint John, New Brunswick, Canada, North America",https://www.marinethinking.com,Less than $1M,100000,USD,100000,Seed,2,,Sustainable Development Technology Canada,1,,"45,610"
Angel Round - Sirenna.AI,https://www.crunchbase.com/funding_round/sirenna-ai-angel--146a47ac,Sirenna.AI,https://www.crunchbase.com/organization/sirenna-ai,Angel,100000,USD,100000,2022-10-01,Seed,,,,Yes,Sirenna.AI is a conversational intelligence platform designed to automatically convert sales calls into relevant information.,"Artificial Intelligence (AI), Business Intelligence, Information Technology, Software",,"Colombia, Nuevo Leon, Mexico, North America",https://www.sirenna.ai/,,100000,USD,100000,M&A,1,,Platanus,1,,"45,909"
Pre Seed Round - Steer AI,https://www.crunchbase.com/funding_round/steer-8686-pre-seed--cb0cddc9,Steer AI,https://www.crunchbase.com/organization/steer-8686,Pre-Seed,105000,USD,105000,2022-10-20,Seed,625000,USD,625000,Yes,Steer AI is an AI-driven software that empower professionals with rapid used car inspections (reduce time by 5x).,"Artificial Intelligence (AI), Automotive, Retail Technology, SaaS, Software",,"Versailles, Ile-de-France, France, Europe",https://www.steerautos.com/,,105000,USD,105000,Seed,1,Ammar RADWAN,Ammar RADWAN,1,,"45,955"
Seed Round - 52 North Health,https://www.crunchbase.com/funding_round/52-north-health-seed--45add882,52 North Health,https://www.crunchbase.com/organization/52-north-health,Seed,100000,GBP,120541,2023-02-07,Seed,,,,Yes,"52 North Health is developing a fully-integrated clinical, AI-driven medical device-based system called NeutroCheck for people with cancer.","Artificial Intelligence (AI), Health Care, Medical",,"Cambridge, Cambridgeshire, United Kingdom, Europe",https://www.52north.health/,$1M to $10M,3400000,GBP,4286665,Seed,7,Macmillan Cancer Support,"Crista Galli Ventures, KHP Ventures, Macmillan Cancer Support, University of Cambridge Enterprise",4,2,"46,337"
Pre Seed Round - SWITCH - Street WITCHer,https://www.crunchbase.com/funding_round/switch-7d49-pre-seed--fbd514da,SWITCH - Street WITCHer,https://www.crunchbase.com/organization/switch-7d49,Pre-Seed,145000,EUR,156741,2022-04-24,Seed,,,,Yes,"AI-powered simulation platform for urban fleets, optimising planning, fleet distribution and ops management in mobility and logistics.","Artificial Intelligence (AI), Logistics, Machine Learning, Software, Transportation",,"Roma, Lazio, Italy, Europe",https://www.getswitch.io,,225000,EUR,244023,Seed,2,,SkyDeck Berkeley,1,,"46,474"
Pre Seed Round - skytrading.io,https://www.crunchbase.com/funding_round/skytrading-io-pre-seed--ca435947,skytrading.io,https://www.crunchbase.com/organization/skytrading-io,Pre-Seed,250000,USD,250000,2022-01-01,Seed,,,,Yes,Skytrading.io is AI-driven algotrading app. We empower traders with no coding skills to build and optimize trading strategies.,"Artificial Intelligence (AI), FinTech, Machine Learning",,"Bialystok, Podlaskie, Poland, Europe",https://skytrading.io/,,1250000,USD,1250000,Seed,2,,PARP,1,,"46,690"
Series A - NFT Articz,https://www.crunchbase.com/funding_round/nft-articz-series-a--68e80e4c,NFT Articz,https://www.crunchbase.com/organization/nft-articz,Series A,150000,USD,150000,2023-01-12,Early Stage Venture,178000,USD,178000,Yes,NFT Articz is a blockchain-based tech startup that provides NFT solutions for safe transactions. We offer a digital asset trading platform.,"Artificial Intelligence (AI), Blockchain, Machine Learning, Non-Fungible Token (NFT), Web3",,"Colombo, Western, Sri Lanka, Asia",https://nft-trading.pro/,,290000,USD,290000,Early Stage Venture,3,,"Capital Maharaja Group - CMG, Startup Weekend",2,,"47,815"
