Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,CB Rank (Funding Round),Lead Investors,Investor Names,Number of Investors,Number of Partner Investors
Seed Round - Rilla,https://www.crunchbase.com/funding_round/rillavoice-seed--533a2d8f,Rilla,https://www.crunchbase.com/organization/rillavoice,Seed,100000,USD,100000,2020-01-13,Seed,,,,Yes,Rillavoice is the leading speech analytics software for outside sales and service.,"Analytics, Artificial Intelligence (AI), Computer, Information Services, Software","Hispanic / Latine Founded, Hispanic / Latine Led","New York, New York, United States, North America",https://www.rilla.com,Less than $1M,3879000,USD,3879000,Seed,4,"585,367",,(ERA) Entrepreneurs Roundtable Accelerator,1,
Venture Round - EXGwear,https://www.crunchbase.com/funding_round/exgwear-series-unknown--fbf474c5,EXGwear,https://www.crunchbase.com/organization/exgwear,Venture - Series Unknown,100000,USD,100000,2020-03-10,,,,,Yes,"EXGwear is a wearable tech company that specializes in the fields of medtech, artificial intelligence and the internet of things.","Artificial Intelligence (AI), Human Computer Interaction, Information Technology, Internet of Things, Machine Learning, Medical Device, Robotics, Virtual Reality",,"Pittsburgh, Pennsylvania, United States, North America",https://www.exg-wear.com,Less than $1M,350000,USD,350000,,4,"586,113",,,,
Pre Seed Round - DAVID GROUP,https://www.crunchbase.com/funding_round/davidgroup-pre-seed--1f732174,DAVID GROUP,https://www.crunchbase.com/organization/davidgroup,Pre-Seed,50000,USD,50000,2020-06-02,Seed,,,,Yes,DAVID GROUP formed as a preventive solution to the urgency of cyberattacks on a global scale. DAVID GROUP is an Indonesian company.,"Artificial Intelligence (AI), Consulting, Cyber Security, Drones, Education, Electronics, Internet, Privacy, Renewable Energy, Software",,"Jakarta, Jakarta Raya, Indonesia, Asia",https://davidgroup.co.id,,1010000,USD,1010000,Seed,8,"563,500",,,,
Seed Round - SiteSee,https://www.crunchbase.com/funding_round/sitesee-seed--21989400,SiteSee,https://www.crunchbase.com/organization/sitesee,Seed,163138,USD,163138,2020-04-10,Seed,2558919,USD,2558919,Yes,Artificial Intelligence Digital Twin for infrastructure analysis.,"Analytics, Artificial Intelligence (AI), Information Technology, Infrastructure, Machine Learning, SaaS, Telecommunications",,"Brisbane, Queensland, Australia, Oceania",http://www.sitesee.io,Less than $1M,1494874,USD,1494874,Early Stage Venture,5,"587,477",,Hapstone Partners,1,
Seed Round - Grivy,https://www.crunchbase.com/funding_round/grivy-seed--96b3a90e,Grivy,https://www.crunchbase.com/organization/grivy,Seed,200000,USD,200000,2020-04-01,Seed,,,,Yes,Enabling data driven growth for brands and retailers.,"Analytics, Artificial Intelligence (AI), Big Data, Consumer Electronics, Internet, Retail, Software",,"Jakarta, Jakarta Raya, Indonesia, Asia",https://business.grivy.com,$1M to $10M,1300000,USD,1300000,Seed,5,"129,939",,,,
Grant - Arkangel AI,https://www.crunchbase.com/funding_round/arkangel-ai-grant--e409f5ab,Arkangel AI,https://www.crunchbase.com/organization/arkangel-ai,Grant,196000,USD,196000,2020-09-01,,,,,No,Transforming medical data into predictive algorithms without code,"Artificial Intelligence (AI), Health Care, Machine Learning, Software",,"Montréal, Quebec, Canada, North America",http://www.arkangel.ai,$1M to $10M,602500,USD,602500,Seed,8,"587,941",,"Google, Novartis",2,
Seed Round - TIRPORT SMART CALL 24/7,https://www.crunchbase.com/funding_round/tirport-smart-call-24-7-seed--0f486da6,TIRPORT SMART CALL 24/7,https://www.crunchbase.com/organization/tirport-smart-call-24-7,Seed,75000,USD,75000,2020-01-04,Seed,,,,Yes,The smart way of Managing Logistics Operation,"Artificial Intelligence (AI), Information Technology, Software",,"Istanbul, Istanbul, Turkey, Europe",https://tirport.com/,Less than $1M,75000,USD,75000,Seed,1,"588,131",,,,
Pre Seed Round - Q Blocks,https://www.crunchbase.com/funding_round/q-blocks-pre-seed--f05877f2,Q Blocks,https://www.crunchbase.com/organization/q-blocks,Pre-Seed,120000,USD,120000,2020-01-26,Seed,,,,Yes,Q Blocks is a computing company that builds affordable supercomputers.,"Artificial Intelligence (AI), Cloud Computing, Computer, Information Technology, Machine Learning, Manufacturing, Security",,"Vancouver, Alberta, Canada, North America",https://www.qblocks.cloud,Less than $1M,120000,USD,120000,Seed,1,"588,253",Techstars,Techstars,1,1
Pre Seed Round - Qoherent,https://www.crunchbase.com/funding_round/qoherent-pre-seed--978a65ac,Qoherent,https://www.crunchbase.com/organization/qoherent,Pre-Seed,100000,USD,100000,2020-06-08,Seed,,,,Yes,Qoherent is accelerating the pace of AI signal processing for radio.,"Artificial Intelligence (AI), Machine Learning, Software",,"Toronto, Ontario, Canada, North America",https://qoherent.ai/,Less than $1M,173675,USD,173675,Seed,3,"593,628",Creative Destruction Lab (CDL),"Creative Destruction Lab (CDL), LaunchYU",2,
Angel Round - Whizz Mobility,https://www.crunchbase.com/funding_round/whizz-mobility-angel--05195e62,Whizz Mobility,https://www.crunchbase.com/organization/whizz-mobility,Angel,150000,SGD,110250,2020-08-31,Seed,,,,Yes,Vertically Integrated Robotic Delivery,"Artificial Intelligence (AI), Delivery, Drone Management, Drones, Food Delivery, Logistics, Machine Learning, Manufacturing, Robotics, Software",,"Singapore, Central Region, Singapore, Asia",https://www.whizz.sg/,,400000,SGD,293820,Seed,3,"588,422",,,,
Seed Round - smartocto,https://www.crunchbase.com/funding_round/cleverlions-seed--57011908,smartocto,https://www.crunchbase.com/organization/cleverlions,Seed,100000,EUR,110935,2020-05-01,Seed,,,,Yes,Dutch/Serbian company building B2B technology to maximize content strategies with big data,"Analytics, Big Data, Media and Entertainment, Predictive Analytics",,"Nijmegen, Gelderland, The Netherlands, Europe",http://www.smartocto.com,,100000,EUR,110935,Seed,1,"552,218",,Eleven Ventures,1,
Pre Seed Round - SATIM,https://www.crunchbase.com/funding_round/satim-pre-seed--3d83f4a8,SATIM,https://www.crunchbase.com/organization/satim,Pre-Seed,120000,USD,120000,2020-06-08,Seed,,,,Yes,Ultimate goal of SATIM is to help businesses make better decisions.,"3D Technology, Artificial Intelligence (AI), SaaS, Satellite Communication, Simulation",,"Kraków, Malopolskie, Poland, Europe",http://satim.co,,3150941,USD,3150941,Seed,4,"120,966",Techstars,Techstars,1,1
Angel Round - Pando,https://www.crunchbase.com/funding_round/pando-platform-angel--11daf7c2,Pando,https://www.crunchbase.com/organization/pando-platform,Angel,210000000,KRW,174167,2020-06-11,Seed,3000000000,KRW,2488099,Yes,Pando is an artificial intelligence platform for food delivery.,"Artificial Intelligence (AI), Commercial, Food Delivery, Marketing",,"Seongnam, Kyonggi-do, South Korea, Asia",https://www.pandobiz.com,,210000000,KRW,174167,Seed,1,"121,308",,,,
Pre Seed Round - Joni.AI,https://www.crunchbase.com/funding_round/joni-ai-pre-seed--4634e344,Joni.AI,https://www.crunchbase.com/organization/joni-ai,Pre-Seed,100000,SGD,73999,2020-01-07,Seed,,,,Yes,Joni.AI is an e-learning app.,"Artificial Intelligence (AI), E-Learning, Education",,"Midview City, Central Region, Singapore, Asia",https://www.joni.ai/,,100000,SGD,73999,Seed,1,"230,399",Accelerating Asia,"Accelerating Asia, Protégé Ventures",2,
Pre Seed Round - Deepsound AI,https://www.crunchbase.com/funding_round/deepsound-ai-pre-seed--ec54eb10,Deepsound AI,https://www.crunchbase.com/organization/deepsound-ai,Pre-Seed,35000,USD,35000,2020-02-05,Seed,,,,Yes,DeepSound is deep-tech company specialized in high-precision sound analysis using AI,"Artificial Intelligence (AI), Machine Learning, Software",,"Wilmington, Delaware, United States, North America",https://deepsound.ai,Less than $1M,35000,USD,35000,Seed,1,"573,690",,,,
Seed Round - Workathlon,https://www.crunchbase.com/funding_round/workathlon-seed--1c31df1a,Workathlon,https://www.crunchbase.com/organization/workathlon,Seed,120000,USD,120000,2020-01-27,Seed,,,,Yes,"Workathlon is an AI-powered hospitality recruitment solution to help companies find, nurture, and hire the very best talent.","Artificial Intelligence (AI), Software",,"Athens, Attiki, Greece, Europe",http://www.workathlon.com,,590708,USD,590708,Seed,2,"485,207",Techstars,Techstars,1,1
Pre Seed Round - Tayra,https://www.crunchbase.com/funding_round/tayra-pre-seed--9a8eb907,Tayra,https://www.crunchbase.com/organization/tayra,Pre-Seed,50000,EUR,60354,2020-12-01,Seed,950000,EUR,1146727,Yes,Performance analytics with incentives for companies with development teams.,"Analytics, Business Intelligence, Human Resources, Information Technology, Internet, Predictive Analytics, Software",,"Sarajevo, Federation of Bosnia and Herzegovina, Bosnia and Herzegovina, Europe",https://tayra.io,,50000,EUR,60354,Seed,1,"231,986",APX,APX,1,
Seed Round - Watchout!AI,https://www.crunchbase.com/funding_round/watchoutai-seed--534ac908,Watchout!AI,https://www.crunchbase.com/organization/watchoutai,Seed,130000,USD,130000,2020-11-26,Seed,,,,Yes,"Watchout!AI develop AI solutions for brand reputation management, with the help of which advertising appears.","Artificial Intelligence (AI), Brand Marketing, Digital Marketing, Media and Entertainment, Public Relations, Public Safety",Women Founded,"New York, New York, United States, North America",https://www.watchout.ai,Less than $1M,410000,USD,410000,Seed,3,"634,588",Sberbank-500,Sberbank-500,1,
Convertible Note - Prophit.ai,https://www.crunchbase.com/funding_round/prophit-ai-convertible-note--b2ccdb06,Prophit.ai,https://www.crunchbase.com/organization/prophit-ai,Convertible Note,50000,USD,50000,2020-01-15,,,,,No,"Prophit.ai prevents sales tax overpayments from happening in the first place, making reverse audits redundant.","Artificial Intelligence (AI), Computer, Machine Learning, Software",,"Cleveland, Ohio, United States, North America",https://prophit.ai/,,75000,USD,75000,Seed,2,"635,054",Forum Ventures,"Forum Ventures, Right Side Capital Management",2,
Seed Round - Kiko Live,https://www.crunchbase.com/funding_round/kiko-tv-seed--d85ed7d1,Kiko Live,https://www.crunchbase.com/organization/kiko-tv,Seed,150000,USD,150000,2020-12-07,Seed,,,,Yes,Kiko Live enables neighborhood retailers to get discovered and sell digitally. It also enables retailers to sell on ONDC,"Artificial Intelligence (AI), E-Commerce, Social Shopping, Video, Video Chat",,"Mumbai, Maharashtra, India, Asia",https://kiko.live/,$1M to $10M,1900000,USD,1900000,Seed,5,"635,092",9Unicorns Accelerator Fund,"9Unicorns Accelerator Fund, Saket Dandotia, Srinivas Kotta, Sunil Kumar Singhvi, Vinayak Srivastava",5,1
Series A - Syeta Labs,https://www.crunchbase.com/funding_round/syeta-labs-series-a--10a938a9,Syeta Labs,https://www.crunchbase.com/organization/syeta-labs,Series A,87000,USD,87000,2020-11-21,Early Stage Venture,365000,USD,365000,Yes,"Syeta Labs is an IT company that provides web development, artificial intelligence, blockchain, and project management services to clients.","Artificial Intelligence (AI), Blockchain, Information Technology, Mobile Apps, Project Management, Software, Web Development, Web Hosting",,"Colombo, Western, Sri Lanka, Asia",http://syetalabs.online/,$1M to $10M,237000,USD,237000,Early Stage Venture,2,"449,772",,,,
Convertible Note - Buffalo Automation,https://www.crunchbase.com/funding_round/buffalo-automation-group-convertible-note--28b2d7d3,Buffalo Automation,https://www.crunchbase.com/organization/buffalo-automation-group,Convertible Note,150000,USD,150000,2020-02-26,,,,,No,Buffalo Automation provides embedded software systems to improve maritime safety and enable autonomous navigation.,"Artificial Intelligence (AI), Assistive Technology, Autonomous Vehicles, Electric Vehicle, Navigation, Taxi Service, Water Transportation","South Asian Founded, South Asian Led","Buffalo, New York, United States, North America",https://www.buffaloautomation.ai,$1M to $10M,2557325,USD,2557325,,12,"635,650",Jerry Jacobs Jr.,Jerry Jacobs Jr.,1,
Grant - QuickBI,https://www.crunchbase.com/funding_round/quickbi-grant--f705b8ed,QuickBI,https://www.crunchbase.com/organization/quickbi,Grant,70000,EUR,78533,2020-01-01,,,,,No,QuickBI is connecting data fast & effectively.,"Business Intelligence, Cloud Data Services, Data Integration, Data Visualization, Machine Learning",,"Helsinki, Southern Finland, Finland, Europe",https://quickbi.io/,,291000,EUR,342397,,4,"463,398",,"Centre for Economic Development, Transport and the Environment",1,
Grant - Pixm,https://www.crunchbase.com/funding_round/pixm-grant--a09e0dba,Pixm,https://www.crunchbase.com/organization/pixm,Grant,20000,USD,20000,2020-10-21,,,,,No,Pixm is a computer and network company that specializes in cybersecurity and endpoint security.,"Artificial Intelligence (AI), Computer, Cyber Security, Network Security",,"New York, New York, United States, North America",https://www.pixmsecurity.com,$1M to $10M,5885000,USD,5885000,Seed,5,"636,600",MassChallenge,MassChallenge,1,
Pre Seed Round - Quantum One DAO,https://www.crunchbase.com/funding_round/quantum-one-dao-pre-seed--84a930ff,Quantum One DAO,https://www.crunchbase.com/organization/quantum-one-dao,Pre-Seed,45000,USD,45000,2020-12-23,Seed,750000,USD,750000,Yes,Engineering humanity's optimal trust paradigm & eliminating blockchain investment risk.,"Artificial Intelligence (AI), Blockchain, Compliance, Cryptocurrency, Electronic Health Record (EHR), FinTech, Identity Management, Internet of Things, Quantum Computing, Web3",,"Sheridan, Wyoming, United States, North America",https://quantumone.io,,106500,USD,106500,Seed,5,"636,875",,,,
Grant - outloud.ai,https://www.crunchbase.com/funding_round/outloud-ai-grant--23eafe2b,outloud.ai,https://www.crunchbase.com/organization/outloud-ai,Grant,50000,USD,50000,2020-10-03,,,,,No,Outloud.ai enables businesses to automate voice conversations with their customers.,"Artificial Intelligence (AI), Sales Automation, Software",,"San Francisco, California, United States, North America",https://outloud.ai,Less than $1M,275000,USD,275000,Seed,5,"464,103",Ukrainian Startup Fund,Ukrainian Startup Fund,1,
Pre Seed Round - Precavida,https://www.crunchbase.com/funding_round/precavida-pre-seed--b6bdf865,Precavida,https://www.crunchbase.com/organization/precavida,Pre-Seed,145000,USD,145000,2020-01-17,Seed,,,,Yes,Precavida is a matching platform that gives uninsured patients access to quality and affordable healthcare.,"Artificial Intelligence (AI), Health Care, Wellness",,"Belo Horizonte, Minas Gerais, Brazil, South America",http://precavida.com.br/,,145000,USD,145000,Seed,2,"178,037",Techstars,Techstars,1,1
Grant - Botlhale AI,https://www.crunchbase.com/funding_round/botlhale-ai-grant--51524425,Botlhale AI,https://www.crunchbase.com/organization/botlhale-ai,Grant,2500000,ZAR,163556,2020-02-26,,,,,No,"Botlhale AI allows to build, train, test, and deploy multilingual conversational AI.","Artificial Intelligence (AI), Machine Learning, Natural Language Processing, Software",,"Cape Town, NA - South Africa, South Africa, Africa",https://botlhale.ai/,Less than $1M,193556,USD,193556,Seed,4,"637,805",,,,
Angel Round - Arrive AI,https://www.crunchbase.com/funding_round/dronedek-angel--308b12e6,Arrive AI,https://www.crunchbase.com/organization/dronedek,Angel,175000,USD,175000,2020-09-25,Seed,57000000,USD,57000000,Yes,Arrive AI is a smart Mailbox-as-a-Service infrastructure and platform for autonomous delivery networks.,"Artificial Intelligence (AI), Delivery, Drones, Information Technology, Logistics, Robotics, Transportation",,"Indianapolis, Indiana, United States, North America",https://www.arriveai.com/,,9658719,USD,9658719,,8,"638,981",,,,
Angel Round - Smiletronix,https://www.crunchbase.com/funding_round/smiletronix-angel--ed0a1492,Smiletronix,https://www.crunchbase.com/organization/smiletronix,Angel,25000,USD,25000,2020-06-25,Seed,,,,Yes,"Home dental check-up, tracking and tele-dentistry solution","Artificial Intelligence (AI), Dental, Health Care, Health Diagnostics, Home Health Care, Internet, Medical Device, Software",,"Wilmington, Delaware, United States, North America",https://www.smiletronix.com,$1M to $10M,1301025,USD,1301025,Seed,4,"639,191",,,,
Debt Financing - Genomics AI,https://www.crunchbase.com/funding_round/genomics-ai-debt-financing--3da1fcb2,Genomics AI,https://www.crunchbase.com/organization/genomics-ai,Debt Financing,10000,USD,10000,2020-05-04,,125000,USD,125000,No,Genomics AI is a precision medicine company offering gamified blueprints to meet your health goals personalized by your genes.,"Artificial Intelligence (AI), Health Care, Precision Medicine, Predictive Analytics",,"Bangalore, Karnataka, India, Asia",http://genomiclabs.in/,,10000,USD,10000,,1,"639,252",,,,
Pre Seed Round - Qsee,https://www.crunchbase.com/funding_round/qsee-pre-seed--d28df809,Qsee,https://www.crunchbase.com/organization/qsee,Pre-Seed,120000,USD,120000,2020-03-02,Seed,,,,Yes,Qsee offers real-time predictive insights solutions to prevent defective products for process manufacturers.,"Artificial Intelligence (AI), Internet of Things, Machine Learning, Manufacturing, Predictive Analytics, Quality Assurance",,"Tel Aviv, Tel Aviv, Israel, Asia",https://www.qsee.io,Less than $1M,329930,USD,329930,Seed,2,"640,113",Techstars,Techstars,1,1
Debt Financing - big blue analytics,https://www.crunchbase.com/funding_round/big-blue-analytics-debt-financing--46e07a14,big blue analytics,https://www.crunchbase.com/organization/big-blue-analytics,Debt Financing,200000,EUR,215755,2020-02-20,,,,,No,big blue analytics is an  artificial intelligence company.,"Analytics, Artificial Intelligence (AI), Machine Learning, SaaS",,"Barcelona, Catalonia, Spain, Europe",http://bigblueanalytics.com/,Less than $1M,200000,EUR,215755,,1,"339,082",,ICF Capital,1,
Angel Round - Fridai the Gamer Assistant,https://www.crunchbase.com/funding_round/fridai-angel--b11218a4,Fridai the Gamer Assistant,https://www.crunchbase.com/organization/fridai,Angel,40000,EUR,47063,2020-10-07,Seed,,,,Yes,"We are building Fridai, the voice assistant for gamers.","Artificial Intelligence (AI), Gaming, Video Games",,"Berlin, Berlin, Germany, Europe",https://hellofridai.com/,Less than $1M,260000,EUR,298725,Seed,6,"474,049",,,,
Pre Seed Round - Biometry,https://www.crunchbase.com/funding_round/biometry-pre-seed--5f39ee75,Biometry,https://www.crunchbase.com/organization/biometry,Pre-Seed,50000,USD,50000,2020-10-21,Seed,,,,Yes,Biometry is a predictive analytics and clinical oversight to manage asthma.,"Analytics, Artificial Intelligence (AI), Biotechnology, Health Care, Medical Device, Software",,"Boston, Massachusetts, United States, North America",https://www.mybiometry.com/,Less than $1M,676000,USD,676000,Early Stage Venture,6,"418,687",MassChallenge,MassChallenge,1,
Pre Seed Round - Sync Energy AI,https://www.crunchbase.com/funding_round/sync-energy-pre-seed--e97e191f,Sync Energy AI,https://www.crunchbase.com/organization/sync-energy,Pre-Seed,120000,USD,120000,2020-09-08,Seed,,,,Yes,"Sync develops no-code AI-based predictive simulations and analytics, that streamline planning and operations for electrical utilities.","Artificial Intelligence (AI), Energy, SaaS, Software",,"New York, New York, United States, North America",https://www.syncenergyai.com/,Less than $1M,375988,USD,375988,Seed,3,"340,355",Techstars,Techstars,1,
Angel Round - Pixly,https://www.crunchbase.com/funding_round/anno-angel--9d16cd73,Pixly,https://www.crunchbase.com/organization/anno,Angel,135000,USD,135000,2020-02-21,Seed,,,,Yes,"SaaS photo & video documentation & collaboration with AI. We save 1 to 5+ hours a day by making it easy to snap, tag, share photos & videos","Architecture, Artificial Intelligence (AI), Civil Engineering, Collaboration, Construction, Enterprise Software, Photo Sharing, SaaS, Software",,"Encinitas, California, United States, North America",https://pixly.ai,Less than $1M,235000,USD,235000,Seed,2,"124,377",,,,
Angel Round - CreationDose,https://www.crunchbase.com/funding_round/creationdose-angel--45044973,CreationDose,https://www.crunchbase.com/organization/creationdose,Angel,200000,EUR,221886,2020-02-01,Seed,2000000,EUR,2218859,Yes,CreationDose offers value to new generations by developing hybrid digital strategies.,"Advertising, Artificial Intelligence (AI), Content Creators, Content Marketing, Digital Media, Marketing Automation, Software",,"Catania, Sicilia, Italy, Europe",https://creationdose.com,,1519000,EUR,1638715,,5,"574,304",,,,
Pre Seed Round - Coder One,https://www.crunchbase.com/funding_round/coder-one-pre-seed--ba203a71,Coder One,https://www.crunchbase.com/organization/coder-one,Pre-Seed,125000,USD,125000,2020-10-21,Seed,916666,USD,916666,Yes,"Coder One offers games like environments, competitions, and toolkits for engineers to build game-changing AI.","Artificial Intelligence (AI), Consumer Software, Gaming, Software",,"Sydney, New South Wales, Australia, Oceania",https://www.gocoder.one,,125000,USD,125000,Seed,1,"341,001",Antler,Antler,1,
Convertible Note - Wootzano,https://www.crunchbase.com/funding_round/wootzano-convertible-note--e486296c,Wootzano,https://www.crunchbase.com/organization/wootzano,Convertible Note,20000,GBP,24889,2020-05-04,,10000000,GBP,12444699,No,"Wootzano manufactures robots which can sense and feel like humans do using a unique electronic skin, machine learning, and electronics.","Machine Learning, Nanotechnology, Robotics, Semiconductor, Sensor",,"Sedgefield, Durham, United Kingdom, Europe",http://www.wootzano.com,$10M to $50M,7493241,USD,7493241,Seed,21,"553,213",,,,
Seed Round - White Arc Labs,https://www.crunchbase.com/funding_round/white-arc-labs-seed--419d16df,White Arc Labs,https://www.crunchbase.com/organization/white-arc-labs,Seed,80000,USD,80000,2020-06-05,Seed,,,,Yes,White Arc Labs is software as a service (SaaS) that uses artifical intelligence and prescriptice analytics.,"Analytics, Artificial Intelligence (AI), SaaS, Software",,"Salt Lake City, Utah, United States, North America",https://www.whitearclabs.com/,,380000,USD,380000,Seed,2,"608,739",,,,
Convertible Note - Liquid Intelligence,https://www.crunchbase.com/funding_round/liquid-intelligence-convertible-note--ce1a1fa1,Liquid Intelligence,https://www.crunchbase.com/organization/liquid-intelligence,Convertible Note,75000,USD,75000,2020-08-28,,,,,No,Liquid Intelligence is an artificial intelligence company.,Artificial Intelligence (AI),,"Natick, Massachusetts, United States, North America",https://www.liquidintelligence.ai/,,275000,USD,275000,,2,"125,798",,,,
Seed Round - Ello,https://www.crunchbase.com/funding_round/trustle-seed--9363241a,Ello,https://www.crunchbase.com/organization/trustle,Seed,150000,USD,150000,2020-03-16,Seed,,,,Yes,Ello is an app-based reading coach that works with real books.,"Apps, Artificial Intelligence (AI), E-Learning, Education",Women Founded,"San Francisco, California, United States, North America",https://www.helloello.com,$1M to $10M,15450000,USD,15450000,Early Stage Venture,3,"343,023",,"Elysium Venture Capital, Homebrew, Human Capital, K9 Ventures, Khosla Ventures, Project A Ventures, Reach Capital, Visible Ventures, WndrCo, Y Combinator",10,
Pre Seed Round - OMEN Technologies AB,https://www.crunchbase.com/funding_round/omen-technologies-ab-pre-seed--1c4a63f4,OMEN Technologies AB,https://www.crunchbase.com/organization/omen-technologies-ab,Pre-Seed,300000,SEK,34192,2020-09-17,Seed,,,,Yes,OMEN delivers unprecedented detection capabilities to its customers to continually ensure that their assets are working optimally.,"Artificial Intelligence (AI), Computer, Cyber Security, Network Security",,"Goteburg, Vastra Gotaland, Sweden, Europe",https://omen-technologies.com/,,300000,SEK,34192,M&A,1,"543,522",Chalmers Ventures AB,Chalmers Ventures AB,1,
Seed Round - Openface,https://www.crunchbase.com/funding_round/openface-seed--9458af57,Openface,https://www.crunchbase.com/organization/openface,Seed,25000,EUR,27164,2020-04-20,Seed,,,,Yes,AI-first SaaS for skin care,"E-Commerce, Health Care, Information Technology, Machine Learning, Retail, SaaS, Software",,"Vilnius, Vilniaus Apskritis, Lithuania, Europe",https://openface.io/,,709648,USD,709648,Seed,6,"168,510",,,,
Seed Round - DeepCharge,https://www.crunchbase.com/funding_round/deepcharge-seed--50710797,DeepCharge,https://www.crunchbase.com/organization/deepcharge,Seed,100000,USD,100000,2020-03-03,Seed,,,,Yes,Intelligent Wireless Charging Made Simple.,"Artificial Intelligence (AI), Electronics, Wireless",,"Boston, Massachusetts, United States, North America",http://www.deepcharge.io,,100000,USD,100000,Seed,2,"168,569",,Ideaship,1,
Pre Seed Round - Tinychef,https://www.crunchbase.com/funding_round/iok-labs-inc-pre-seed--f35e0625,Tinychef,https://www.crunchbase.com/organization/iok-labs-inc,Pre-Seed,35000,USD,35000,2020-01-09,Seed,,,,Yes,"Tinychef is a voice-recognition culinary platform that allows users to create meals tailored to their taste, needs, and aspirations.","Artificial Intelligence (AI), Consumer Goods, Cooking",Women Founded,"New York, New York, United States, North America",https://www.tinychef.ai/,Less than $1M,2815310,USD,2815310,Seed,9,"168,808",SOSV,SOSV,1,1
Series A - DocNoc,https://www.crunchbase.com/funding_round/doc-noc-series-a--f975d1c2,DocNoc,https://www.crunchbase.com/organization/doc-noc,Series A,76000,USD,76000,2020-10-14,Early Stage Venture,,,,Yes,DocNoc is a AI led second opinion platform for breast cancer patients and specialists.,"Artificial Intelligence (AI), Health Care, Medical",,"London, England, United Kingdom, Europe",https://www.docnoc.health,Less than $1M,302908,USD,302908,,5,"171,850",,FasterCapital,1,
Grant - MiiCare,https://www.crunchbase.com/funding_round/miicare-grant--6b68ce3c,MiiCare,https://www.crunchbase.com/organization/miicare,Grant,200000,USD,200000,2020-03-01,,,,,No,"The AI-Powered Digital Health Coach designed to keep older adults healthy, safe, and more connected to their loved ones","Artificial Intelligence (AI), Elder Care, Health Care, Internet of Things, Machine Learning",,"London, England, United Kingdom, Europe",https://www.miicare.co.uk,,4014625,USD,4014625,Seed,10,"606,518",,,,
Pre Seed Round - AIBUILD,https://www.crunchbase.com/funding_round/aibuild-pre-seed--d257ae00,AIBUILD,https://www.crunchbase.com/organization/aibuild,Pre-Seed,210000,AUD,149877,2020-07-22,Seed,,,,Yes,AIBUILD is a big data and innovative solutions provider founded in 2017 as an emerging Australian startup.,"Apps, Artificial Intelligence (AI), Information Technology, Internet of Things, iOS, Software, Web Development",,"Melbourne, Victoria, Australia, Oceania",https://aibuild.com/,Less than $1M,969611,AUD,682967,Seed,4,"172,369",Australian Research Council,"Australian Research Council, University of Melbourne",2,
Seed Round - CRTificial Intelligence Lab,https://www.crunchbase.com/funding_round/crtificial-intelligence-lab-seed--54f04f06,CRTificial Intelligence Lab,https://www.crunchbase.com/organization/crtificial-intelligence-lab,Seed,100000,USD,100000,2020-11-26,Seed,,,,Yes,Artificial Intelligence Lab,"Artificial Intelligence (AI), Computer Vision, Machine Learning, Natural Language Processing",,,,,100000,USD,100000,M&A,1,"441,219",Benedicto Feliciano,Benedicto Feliciano,1,
Pre Seed Round - Fitly.ai,https://www.crunchbase.com/funding_round/fitly-ai-pre-seed--f53658b7,Fitly.ai,https://www.crunchbase.com/organization/fitly-ai,Pre-Seed,32000,EUR,37371,2020-09-28,Seed,1600000,EUR,1868561,Yes,AR & AI synergy for fashion e-commerce,"Artificial Intelligence (AI), Augmented Reality, Computer Vision, E-Commerce, Fashion, Machine Learning",,"Krakow, Malopolskie, Poland, Europe",https://fitly.ai,,307371,USD,307371,Seed,2,"607,732",,,,
Pre Seed Round - Akiba Digital,https://www.crunchbase.com/funding_round/akiba-digital-pre-seed--f59185dc,Akiba Digital,https://www.crunchbase.com/organization/akiba-digital,Pre-Seed,100000,USD,100000,2020-11-24,Seed,1400000,USD,1400000,Yes,"Data, Technology, Financial Intelligence Solutions. Unlocking financial opportunities for consumers and businesses using alternative data.","Analytics, Cloud Data Services, Credit Bureau, Data Integration, Lending, Micro Lending, Predictive Analytics, Retail Technology, Small and Medium Businesses",,"Johannesburg, NA - South Africa, South Africa, Africa",https://www.akibadigital.com/,$1M to $10M,1317468,USD,1317468,Seed,5,"373,781",EXPERT DOJO,"EXPERT DOJO, Oui Capital",2,1
Pre Seed Round - Finco.co,https://www.crunchbase.com/funding_round/finco-co-pre-seed--bce28395,Finco.co,https://www.crunchbase.com/organization/finco-co,Pre-Seed,500000000,COP,129564,2020-08-26,Seed,,,,Yes,Finco.co uses geolocated information and real estate data together with Artificial Intelligence to give you powerful insights.,"Artificial Intelligence (AI), Information Technology, Real Estate",,"Bogotá, Distrito Especial, Colombia, South America",https://www.finco.co/,$1M to $10M,500000000,COP,129564,M&A,1,"376,725",Colombia Venture Capital IT,Colombia Venture Capital IT,1,
