Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Yanu,https://www.crunchbase.com/funding_round/yanu-seed--56ae3b78,Yanu,https://www.crunchbase.com/organization/yanu,Seed,275000,EUR,309414,2020-07-01,Seed,,,,Yes,"Fully autonomous A.I. and robot empowered bartending unit. It serves drinks, handles payments, identifies and communicates with clients.","Artificial Intelligence (AI), Food and Beverage, Leisure, Robotics, Service Industry",,"Tallinn, Harjumaa, Estonia, Europe",https://yanu.ai,$1M to $10M,1625000,EUR,1809374,Seed,3,,MM Grupp,1,,"63,999"
Pre Seed Round - Plaetos,https://www.crunchbase.com/funding_round/pax-republic-pre-seed--91fe979f,Plaetos,https://www.crunchbase.com/organization/pax-republic,Pre-Seed,745000,AUD,535047,2020-10-01,Seed,,,,Yes,Plaetos is a B2B SaaS company building employee listening solutions for large enterprise.,"Artificial Intelligence (AI), Enterprise, Human Resources, Information Technology, SaaS, Text Analytics",Women Founded,"San Francisco, California, United States, North America",https://www.plaetos.com,Less than $1M,935047,USD,935047,Seed,2,,Artesian VC,1,,"64,158"
Grant - SimWerx,https://www.crunchbase.com/funding_round/simwerx-grant--b6a63349,SimWerx,https://www.crunchbase.com/organization/simwerx,Grant,900000,USD,900000,2020-07-01,,,,,No,"Edge, Mobile App, SaaS","Artificial Intelligence (AI), Emergency Medicine, Machine Learning, Medical, Software Engineering",,"Denver, Colorado, United States, North America",https://simwerx.com/,,3590000,USD,3590000,,4,,,,,"63,913"
Pre Seed Round - ALI,https://www.crunchbase.com/funding_round/neoali-pre-seed--aa2b4f5f,ALI,https://www.crunchbase.com/organization/neoali,Pre-Seed,300000000,KRW,252604,2020-02-10,Seed,,,,Yes,Technology-based company in the artificial intelligence industry advancing deep learning technology that reduces data dependence,"Artificial Intelligence (AI), Information Technology, Machine Learning, Natural Language Processing, Text Analytics",,"Daegu, Taegu-jikhalsi, South Korea, Asia",http://neoali.com/,$1M to $10M,2800000000,KRW,2274018,Early Stage Venture,4,기술보증기금,기술보증기금,1,,"64,244"
Seed Round - Ensuredit,https://www.crunchbase.com/funding_round/ensuredit-seed--9754a090,Ensuredit,https://www.crunchbase.com/organization/ensuredit,Seed,730000,USD,730000,2020-12-11,Seed,,,,Yes,Ensuredit provides an AI-based platform to help bring clarity and efficiency to the insurance distribution cycle.,"Artificial Intelligence (AI), FinTech, InsurTech, Software",,"Bangalore, Karnataka, India, Asia",https://www.ensuredit.com,,4887818,USD,4887818,Seed,3,Venture Catalysts,"9Unicorns Accelerator Fund, Chris Sang, CP Ventures, Emlyn Scott, Venture Catalysts",5,1,"67,230"
Pre Seed Round - Essential Aero,https://www.crunchbase.com/funding_round/essential-aero-pre-seed--d366a055,Essential Aero,https://www.crunchbase.com/organization/essential-aero,Pre-Seed,500000,USD,500000,2020-10-01,Seed,,,,Yes,"Essential Aero makes robots for airports, increasing efficiency and safety using autonomy, AI, computer vision, and real-time analytics.","Aerospace, Artificial Intelligence (AI), Location Based Services, Security, Software",,"Rocklin, California, United States, North America",https://www.essentialaero.com/,Less than $1M,625000,USD,625000,Seed,2,,,,,"68,311"
Angel Round - INF Care,https://www.crunchbase.com/funding_round/inf-care-angel--10a0082c,INF Care,https://www.crunchbase.com/organization/inf-care,Angel,400000,USD,400000,2020-02-01,Seed,,,,Yes,Our software platform connects the physical and digital worlds to help make care happen at the tap of a button,Generative AI,Women Founded,"Fairfax, Virginia, United States, North America",https://inf.care/,Less than $1M,600000,USD,600000,Seed,2,,"Blue Falcon Capital, Seraph Group, Virginia Venture Partners",3,,"69,573"
Seed Round - Particular Audience,https://www.crunchbase.com/funding_round/particular-audience-seed--ecaefb88,Particular Audience,https://www.crunchbase.com/organization/particular-audience,Seed,800000,AUD,567920,2020-07-23,Seed,,,,Yes,AI Commerce & Retail Media,"Artificial Intelligence (AI), Big Data, E-Commerce Platforms, Machine Learning, Search Engine, Semantic Search, Visual Search",,"Darlinghurst, New South Wales, Australia, Oceania",https://www.particularaudience.com,$10M to $50M,12700000,AUD,9023561,Early Stage Venture,5,Carthona Capital,Carthona Capital,1,2,"67,866"
Equity Crowdfunding - Truffle Technologies,https://www.crunchbase.com/funding_round/truffle-technologies-c25b-equity-crowdfunding--b0846d44,Truffle Technologies,https://www.crunchbase.com/organization/truffle-technologies-c25b,Equity Crowdfunding,50000000,JPY,471708,2020-08-31,,,,,Yes,Truffle Technologies provides artificial intelligence and human resources services.,"Artificial Intelligence (AI), Employment, Human Resources",,"Akasaka, Tokyo, Japan, Asia",https://truffletechnologies.co.jp/,,447444000,JPY,4150280,,2,,Fundinno,1,,"68,891"
Seed Round - Mango Sciences,https://www.crunchbase.com/funding_round/mango-sciences-seed--1697865c,Mango Sciences,https://www.crunchbase.com/organization/mango-sciences,Seed,750000,USD,750000,2020-07-01,Seed,,,,Yes,Mango Sciences is an emerging market data science company that connects millions of underrepresented patients to precision medicine.,"Analytics, Artificial Intelligence (AI), Health Care, Precision Medicine, Software",,"Boston, Massachusetts, United States, North America",https://mangosciences.com/,$1M to $10M,3459982,USD,3459982,,4,,"Swordfish Investments, Unlock Venture Partners",2,,"69,206"
Venture Round - Musimap,https://www.crunchbase.com/funding_round/musimap-series-unknown--d3d7cf17,Musimap,https://www.crunchbase.com/organization/musimap,Venture - Series Unknown,700000,EUR,830375,2020-10-23,,,,,Yes,Musimap emulates the complex emotional interaction that humans have with music.,"Artificial Intelligence (AI), B2B, Music",,"Liège, Liege, Belgium, Europe",https://www.musimap.com/,Less than $1M,700000,EUR,830375,M&A,3,Quincy Jones Productions,"Andreas Spechtler, LeanSquare, Quincy Jones Productions, Sushi Venture Partners",4,2,"69,388"
Angel Round - Pupz do Brasil,https://www.crunchbase.com/funding_round/pupz-do-brasil-angel--abc73222,Pupz do Brasil,https://www.crunchbase.com/organization/pupz-do-brasil,Angel,250000,USD,250000,2020-06-01,Seed,1000000,USD,1000000,Yes,Pupz do Brasil is an online platform to buy pet accessories.,"Artificial Intelligence (AI), E-Commerce, Health Insurance, Information Technology, Insurance, mHealth, Pet, Retail, Subscription Service, Veterinary",,"Barueri, Sao Paulo, Brazil, South America",https://pupz.com.br,,650000,USD,650000,Seed,2,,,,,"70,642"
Seed Round - Envolve Tech,https://www.crunchbase.com/funding_round/envolve-technology-seed--a2e25120,Envolve Tech,https://www.crunchbase.com/organization/envolve-technology,Seed,720000,GBP,963533,2020-11-25,Seed,,,,Yes,"We provide behaviour-driven recommendations across multiple onsite E-commerce platforms, from automated chat to click-through overlays.","Advertising, Artificial Intelligence (AI), Machine Learning, Marketing, Messaging, Natural Language Processing, Predictive Analytics, SaaS, Social Media, Software",,"Newport, Newport, United Kingdom, Europe",http://www.envolvetech.com/,$1M to $10M,1320000,GBP,1685147,Seed,3,,"Angel Academe, Development Bank of Wales, Thorium Technology Investors",3,,"71,464"
Pre Seed Round - Yabble,https://www.crunchbase.com/funding_round/yabble-9871-pre-seed--bfee50f4,Yabble,https://www.crunchbase.com/organization/yabble-9871,Pre-Seed,1300000,NZD,879805,2020-09-01,Seed,,,,Yes,Yabble is AI for insights. Using generative AI to create and analyze data.,"Analytics, Artificial Intelligence (AI), Business Intelligence, Machine Learning, Market Research, SaaS",,"Hamilton, Waikato, New Zealand, Oceania",https://www.yabble.com,$1M to $10M,8000000,NZD,5280786,,3,Hillfarrance Venture Capital,"Enterprise Angels, Hillfarrance Venture Capital, Movac, NetX Fund, New Zealand Growth Capital Partners",5,,"72,134"
Pre Seed Round - KeyMatrix Solutions,https://www.crunchbase.com/funding_round/keymatrix-solutions-pre-seed--537d57d9,KeyMatrix Solutions,https://www.crunchbase.com/organization/keymatrix-solutions,Pre-Seed,500000,USD,500000,2020-01-04,Seed,24500000,USD,24500000,Yes,KeyMatrix Solutions is an AI company.,"Artificial Intelligence (AI), Information Technology, Machine Learning, Software",,"Pune, Maharashtra, India, Asia",https://keymatrixsolutions.com,,500000,USD,500000,Seed,1,,,,,"72,672"
Angel Round - Yue Shen AI Yuwen,https://www.crunchbase.com/funding_round/yue-shen-ai-yuwen-angel--b8339a3a,Yue Shen AI Yuwen,https://www.crunchbase.com/organization/yue-shen-ai-yuwen,Angel,3000000,CNY,422916,2020-05-20,Seed,,,,Yes,Yue Shen AI Yuwen is an artificial intelligence company serving the education sector.,"Artificial Intelligence (AI), EdTech, Education, Machine Learning",,"Haidian, Beijing, China, Asia",https://portal.yueshenai.com,,3000000,CNY,422916,Seed,2,TusStar,"Potential Capital, TusStar",2,,"74,538"
Pre Seed Round - Orchest,https://www.crunchbase.com/funding_round/orchest-pre-seed--9653ee74,Orchest,https://www.crunchbase.com/organization/orchest,Pre-Seed,650000,USD,650000,2020-03-01,Seed,,,,Yes,"Orchest is an open source, cloud native, development environment built for data science.","Machine Learning, Software",,"Rotterdam, Zuid-Holland, The Netherlands, Europe",https://www.orchest.io,$1M to $10M,4150000,USD,4150000,Seed,2,,Leblon Capital,1,,"74,681"
Pre Seed Round - TRACTIAN,https://www.crunchbase.com/funding_round/tractian-pre-seed--d7f63203,TRACTIAN,https://www.crunchbase.com/organization/tractian,Pre-Seed,500000,USD,500000,2020-11-01,Seed,,,,Yes,Tractian is a machine intelligence company that offers industrial monitoring systems.,"Artificial Intelligence (AI), B2B, Hardware, Internet of Things, Machine Learning, SaaS, Software",,"Atlanta, Georgia, United States, North America",https://tractian.com,$10M to $50M,63700000,USD,63700000,Early Stage Venture,4,Y Combinator,"Immad Akhund, Liquid 2 Ventures, Norte Ventures, Parker Treacy, Y Combinator",5,1,"75,756"
Pre Seed Round - Hirehike,https://www.crunchbase.com/funding_round/hirehike-pre-seed--e6ddb407,Hirehike,https://www.crunchbase.com/organization/hirehike,Pre-Seed,1000000,USD,1000000,2020-12-20,Seed,1000000,USD,1000000,Yes,Hirehike is an information technology company that creates software for its clients' brands.,"Artificial Intelligence (AI), Consulting, Information Technology, Machine Learning, Media and Entertainment, Software, Web Design",,"Kanyakumari, Tamil Nadu, India, Asia",https://www.hirehike.com,,1000000,USD,1000000,Seed,1,Jerish Balakrishnan,Jerish Balakrishnan,1,,"76,864"
Pre Seed Round - Memorizer,https://www.crunchbase.com/funding_round/memorizer-pre-seed--17984c62,Memorizer,https://www.crunchbase.com/organization/memorizer,Pre-Seed,900000,EUR,1047762,2020-11-01,Seed,,,,Yes,Memorizer AI-based mobile application that records data day to day activities of a person.,"Artificial Intelligence (AI), Generative AI, Image Recognition, Mobile Apps, Software",,"Paris, Ile-de-France, France, Europe",https://memorizer.ai/,,2600000,EUR,2893538,Seed,2,,Kima Ventures,1,,"77,107"
Series A - Gatik,https://www.crunchbase.com/funding_round/gatik-ai-series-a--6f3754e1,Gatik,https://www.crunchbase.com/organization/gatik-ai,Series A,1500000000,KRW,1235646,2020-04-30,Early Stage Venture,,,,Yes,Gatik is developing technology for autonomous light & medium duty trucks for B2B short-haul logistics.,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles",Women Founded,"Mountain View, California, United States, North America",http://www.gatik.ai/,$1M to $10M,152857843,USD,152857843,,7,Muirwoods Ventures,Muirwoods Ventures,1,,"78,617"
Pre Seed Round - VXT,https://www.crunchbase.com/funding_round/vxt-42a9-pre-seed--9436e688,VXT,https://www.crunchbase.com/organization/vxt-42a9,Pre-Seed,600000,NZD,396078,2020-09-29,Seed,3000000,NZD,1980390,Yes,VXT is automating half of the workday by transforming the way the world communicates.,"Artificial Intelligence (AI), B2B, Mobile, SaaS, Software",,"Christchurch, Canterbury, New Zealand, Oceania",https://www.vxt.co.nz/,$1M to $10M,2625000,NZD,1609450,Seed,4,,,,,"78,720"
Convertible Note - EM AND AI JSC,https://www.crunchbase.com/funding_round/em-and-ai-convertible-note--f6154715,EM AND AI JSC,https://www.crunchbase.com/organization/em-and-ai,Convertible Note,400000,USD,400000,2020-12-04,,8200000,USD,8200000,No,"SaaS, chatbot, NLP, AI, Mobile App","Artificial Intelligence (AI), Chatbot, Enterprise, FinTech, Generative AI, Machine Learning, Natural Language Processing, SaaS, Software",,"Da Nang, NA - Vietnam, Vietnam, Asia",https://emandai.net/,$1M to $10M,2141000,USD,2141000,Seed,6,,,,,"82,904"
Seed Round - GeoIQ.io,https://www.crunchbase.com/funding_round/geoiq-io-seed--a02fb0db,GeoIQ.io,https://www.crunchbase.com/organization/geoiq-io,Seed,25000000,INR,338015,2020-11-24,Seed,,,,Yes,GeoIQ.io is an ML-ready location data and no-code AI for fintech.,"Artificial Intelligence (AI), Big Data, Data Visualization, Geospatial, Information Technology, IT Infrastructure, Location Based Services, Machine Learning, Retail Technology, Software",,"Bangalore, Karnataka, India, Asia",https://geoiq.ai,$1M to $10M,4588015,USD,4588015,Seed,5,9Unicorns Accelerator Fund,"9Unicorns Accelerator Fund, Inflection Point Ventures, Kayenne Ventures, LetsVenture, Titan Capital",5,1,"81,988"
Pre Seed Round - Wellthi,https://www.crunchbase.com/funding_round/wellthi-pre-seed--7180f2b9,Wellthi,https://www.crunchbase.com/organization/wellthi,Pre-Seed,265000,USD,265000,2020-01-01,Seed,,,,Yes,Wellthi offers a B2B embedded virtual branch that lives inside mobile banking apps.,"Banking, Digital Marketing, Financial Services, FinTech, Generative AI, Mobile Payments, Wealth Management","Black Led, Women Founded, Women Led","Arlington, Virginia, United States, North America",https://wellthiapp.com,$1M to $10M,4946850,USD,4946850,Seed,5,,"1863 Ventures, Assure, Chateau Crypto, Full In GRYM LLC, Northwestern Mutual Future Ventures, PeaceTech Accelerator, The W Fund, Zeal Capital Partners",8,,"83,198"
Seed Round - Brink Bionics,https://www.crunchbase.com/funding_round/brink-bionics-seed--1295b49c,Brink Bionics,https://www.crunchbase.com/organization/brink-bionics,Seed,350000,CAD,258767,2020-07-20,Seed,,,,Yes,Brink Bionics is developing bionic arms with machine learning that integrate with the human body.,"Artificial Intelligence (AI), Consumer Electronics, Education, Electronics, Health Care, Machine Learning",,"Waterloo, Ontario, Canada, North America",https://www.brinkbionics.com/,Less than $1M,375000,CAD,277569,Seed,3,,RiSC Capital,1,2,"83,334"
Seed Round - Ideon Technologies,https://www.crunchbase.com/funding_round/ideon-7398-seed--d2d967b2,Ideon Technologies,https://www.crunchbase.com/organization/ideon-7398,Seed,1300000,CAD,955506,2020-07-07,Seed,,,,Yes,Ideon Technologies is a world pioneer in the application of cosmic-ray muon tomography.,"Artificial Intelligence (AI), Infrastructure, Mining Technology, National Security, Oil and Gas",,"Richmond, British Columbia, Canada, North America",https://ideon.ai/,$1M to $10M,24100000,CAD,18368497,Early Stage Venture,5,UBC Seed Fund,"Sprout Fund LP, UBC Seed Fund, WUTIF",3,,"83,713"
Seed Round - Klleon,https://www.crunchbase.com/funding_round/klleon-seed--e136f977,Klleon,https://www.crunchbase.com/organization/klleon,Seed,1500000000,KRW,1242679,2020-02-21,Seed,,,,Yes,Klleon is offering the world's FIRST REAL-TIME INTERACTIVE GenAI HUMAN VIDEO product. The HIGHEST quality with the LOWEST cost and time.,"Artificial Intelligence (AI), Chatbot, Content Creators, Generative AI, Human Computer Interaction, SaaS, Video, Video Chat",,"San Mateo, California, United States, North America",https://klleon.io,,17000000000,KRW,13548038,Early Stage Venture,5,Bluepoint Partners,Bluepoint Partners,1,,"83,756"
Pre Seed Round - SpaceSense.ai,https://www.crunchbase.com/funding_round/spacesense-ai-pre-seed--7bc275fb,SpaceSense.ai,https://www.crunchbase.com/organization/spacesense-ai,Pre-Seed,1200000,USD,1200000,2020-10-08,Seed,,,,Yes,SpaceSense's mission is to help organizations to leverage satellite data to gain actionable insights for their businesses.,"Artificial Intelligence (AI), Information Technology, Software",,"Palaiseau, Ile-de-France, France, Europe",https://spacesense.ai/,$1M to $10M,1200000,USD,1200000,M&A,4,Techmind,"Space Ventures Investors, Techmind",2,,"83,843"
Pre Seed Round - Infinite-Compute.com,https://www.crunchbase.com/funding_round/infinite-compute-com-pre-seed--071e5c21,Infinite-Compute.com,https://www.crunchbase.com/organization/infinite-compute-com,Pre-Seed,300000,USD,300000,2020-12-30,Seed,,,,Yes,Infinite-Compute provides commitment-free access to proven AI apps & dev tools with a pay-as-you-go market network in the cloud.,"3D Technology, Artificial Intelligence (AI), Generative AI, Software",,"Cheyenne, Wyoming, United States, North America",https://infinite-compute.com/,,600000,USD,600000,Seed,2,Undisclosed Angel Investor,Undisclosed Angel Investor,1,,"84,583"
Pre Seed Round - Otis AI,https://www.crunchbase.com/funding_round/otis-ai-pre-seed--ef471132,Otis AI,https://www.crunchbase.com/organization/otis-ai,Pre-Seed,750000,USD,750000,2020-10-14,Seed,,,,Yes,Otis is a digital marketing automation platform for SMBs.,"Advertising, Artificial Intelligence (AI), Digital Marketing, Marketing Automation, SaaS, Small and Medium Businesses, Software",,"New York, New York, United States, North America",https://meetotis.com,$1M to $10M,5000000,USD,5000000,Seed,5,Intuit Prosperity Accelerator,Intuit Prosperity Accelerator,1,1,"83,938"
Venture Round - Iris.ai,https://www.crunchbase.com/funding_round/iris-ai-series-unknown--b792f51e,Iris.ai,https://www.crunchbase.com/organization/iris-ai,Venture - Series Unknown,8000000,NOK,914150,2020-09-01,,,,,Yes,Iris.ai provides an AI science assistant that helps R&D departments navigate and find research text content.,"Artificial Intelligence (AI), Assistive Technology, Information Technology, Machine Learning, Product Research",,"Oslo, Oslo, Norway, Europe",https://iris.ai,$10M to $50M,28590298,USD,28590298,Early Stage Venture,11,,Farvatn Venture,1,,"85,730"
