"id","parent","value","color","share"
"Licitar Antonijo (HR)","Solar energy",1,"green",0
"Omegawind Srl (IT)","Wind energy",2,"violet",0.01
"Nidec Ssb Wind Systems Gmbh (DE)","Wind energy",4,"violet",0.01
"Nidec Ssb Wind Systems Gmbh (DE)","Marine & hydro energy",1,"tan",0
"Omegawind Srl (IT)","Solar energy",1,"green",0
"Wobben Properties Gmbh (DE)","Smart grids",61,"lightgreen",0.17
"E I Du Pont De Nemours And Company (US)","Wind energy",1,"violet",0
"E I Du Pont De Nemours And Company (US)","Advanced Sustainable Materials",1,"orange",0
"Vestas Offshore Wind A/S (DK)","Wind energy",37,"violet",0.1
"General Electric Company (US)","Wind energy",189,"violet",0.54
"Your Global Solution Aps (DK)","Wind energy",2,"violet",0.01
"Your Global Solution Aps (DK)","Cybersecurity",1,"yellow",0
"Your Global Solution Aps (DK)","Smart grids",1,"lightgreen",0
"Thyssenkrupp Rothe Erde Gmbh (DE)","Wind energy",3,"violet",0.01
"Thyssenkrupp Ag (DE)","Wind energy",15,"violet",0.04
"Flender Gmbh (DE)","Wind energy",25,"violet",0.07
"Flender Gmbh (DE)","Green transports",1,"pink",0
"Viggo Jespersen Holding Aps (DK)","Wind energy",1,"violet",0
"Da Renewable Energy Technology Limited (IE)","Wind energy",1,"violet",0
"Da Renewable Energy Technology Limited (IE)","Solar energy",1,"green",0
"Da Renewable Energy Technology Limited (IE)","Green buildings",1,"darkorange",0
"Fachhochschule Aachen (DE)","Wind energy",1,"violet",0
"Zf Friedrichshafen Ag (DE)","Wind energy",29,"violet",0.08
"Embraer Sa (BR)","Wind energy",1,"violet",0
"Embraer Sa (BR)","Green transports",1,"pink",0
"Vensys Energy Ag (DE)","Wind energy",2,"violet",0.01
"Solarcity Corporation (US)","Wind energy",1,"violet",0
"Solarcity Corporation (US)","Solar energy",13,"green",0.04
"Solarcity Corporation (US)","Smart grids",1,"lightgreen",0
"Ruijssenaars Janjaap (NL)","Wind energy",1,"violet",0
"Ruijssenaars Janjaap (NL)","Solar energy",1,"green",0
"Wind Tower Technologies Llc (US)","Wind energy",4,"violet",0.01
"Siemens Gamesa Renewable Energy Inc (US)","Wind energy",4,"violet",0.01
"Kitemill As (NO)","Wind energy",3,"violet",0.01
"Kitemill As (NO)","Autonomous vehicles",1,"cyan",0
"Siemens Energy Inc (US)","Wind energy",5,"violet",0.01
"Senvion Gmbh (DE)","Wind energy",24,"violet",0.07
"Dehn Se + Co Kg (DE)","Wind energy",2,"violet",0.01
"Dehn Se + Co Kg (DE)","Green buildings",1,"darkorange",0
"Damodaran Ethirajulu (IN)","Wind energy",2,"violet",0.01
"Damodaran Ethirajulu (IN)","Green buildings",2,"darkorange",0.01
"Siag Industrie Gmbh (DE)","Wind energy",1,"violet",0
"Burger Hendrik Jacobus (ZA)","Wind energy",1,"violet",0
"Max B„∂Gl Wind Ag (DE)","Wind energy",3,"violet",0.01
"Permavit Gmbh (DE)","Wind energy",1,"violet",0
"Wobben Properties Gmbh (DE)","Green buildings",12,"darkorange",0.03
"Romax Technology Limited (UK)","Wind energy",3,"violet",0.01
"Innogy Se (DE)","Wind energy",3,"violet",0.01
"Adios Patent Gmbh (DE)","Wind energy",2,"violet",0.01
"Mediterranean Design Network Srl (IT)","Wind energy",1,"violet",0
"Mediterranean Design Network Srl (IT)","Solar energy",1,"green",0
"Mediterranean Design Network Srl (IT)","Biofuels",1,"brown",0
"Mediterranean Design Network Srl (IT)","Green buildings",1,"darkorange",0
"Coman Christopher John Anthony (UK)","Wind energy",1,"violet",0
"Coman Christopher John Anthony (UK)","Solar energy",1,"green",0
"Coman Christopher John Anthony (UK)","Marine & hydro energy",1,"tan",0
"Coman Christopher John Anthony (UK)","Batteries",1,"red",0
"Thyssenkrupp Steel Europe Ag (DE)","Wind energy",6,"violet",0.02
"Stasz„≥R Roman (PL)","Wind energy",1,"violet",0
"Stasz„≥R Roman (PL)","Solar energy",1,"green",0
"Rem Tec Srl (IT)","Wind energy",1,"violet",0
"Rem Tec Srl (IT)","Solar energy",4,"green",0.01
"Coiron Limited (UK)","Wind energy",1,"violet",0
"Miba Gleitlager Austria Gmbh (AT)","Wind energy",17,"violet",0.05
"Nenuphar (FR)","Wind energy",4,"violet",0.01
"Flowgen Development & Management Gmbh (CH)","Wind energy",2,"violet",0.01
"Flowgen Development & Management Gmbh (CH)","Marine & hydro energy",1,"tan",0
"Fillon Technologies (FR)","Wind energy",1,"violet",0
"Fillon Technologies (FR)","Solar energy",1,"green",0
"Fillon Technologies (FR)","Green buildings",1,"darkorange",0
"Green Cat Technologies (FR)","Wind energy",1,"violet",0
"Green Cat Technologies (FR)","Solar energy",1,"green",0
"Green Cat Technologies (FR)","Green buildings",1,"darkorange",0
"Abb Power Grids Switzerland Ag (CH)","Wind energy",3,"violet",0.01
"Abb Power Grids Switzerland Ag (CH)","Solar energy",24,"green",0.07
"Abb Power Grids Switzerland Ag (CH)","Efficient power & combustion",4,"beige",0.01
"Abb Power Grids Switzerland Ag (CH)","Batteries",1,"red",0
"Abb Power Grids Switzerland Ag (CH)","Other energy storage",1,"magenta",0
"Abb Power Grids Switzerland Ag (CH)","Green buildings",1,"darkorange",0
"Abb Power Grids Switzerland Ag (CH)","Smart grids",5,"lightgreen",0.01
"Vestas Wind Systems A/S (DK)","Smart grids",62,"lightgreen",0.18
"Sequoia It Srl (IT)","Wind energy",2,"violet",0.01
"Lagerwey Wind Bv (NL)","Wind energy",3,"violet",0.01
"Lagerwey Wind Bv (NL)","Green buildings",1,"darkorange",0
"Holcim Technology Ltd (CH)","Wind energy",9,"violet",0.03
"Wind Farm Analytics Ltd (UK)","Wind energy",1,"violet",0
"Wind Farm Analytics Ltd (UK)","Autonomous vehicles",1,"cyan",0
"Polytech A/S (DK)","Wind energy",4,"violet",0.01
"Dukat Stanislaus (AT)","Wind energy",1,"violet",0
"Forchner Mikulas (SK)","Wind energy",1,"violet",0
"Satkov„° Zlata (SK)","Wind energy",1,"violet",0
"Pusk„°R Anton (SK)","Wind energy",1,"violet",0
"Javor Peter (SK)","Wind energy",1,"violet",0
"Dukat Stanislaus (AT)","Solar energy",1,"green",0
"Forchner Mikulas (SK)","Solar energy",1,"green",0
"Satkov„° Zlata (SK)","Solar energy",1,"green",0
"Pusk„°R Anton (SK)","Solar energy",1,"green",0
"Javor Peter (SK)","Solar energy",1,"green",0
"Dukat Stanislaus (AT)","Green buildings",1,"darkorange",0
"Forchner Mikulas (SK)","Green buildings",1,"darkorange",0
"Satkov„° Zlata (SK)","Green buildings",1,"darkorange",0
"Pusk„°R Anton (SK)","Green buildings",1,"darkorange",0
"Javor Peter (SK)","Green buildings",1,"darkorange",0
"Hydac International Gmbh (DE)","Wind energy",1,"violet",0
"Hydac International Gmbh (DE)","Solar energy",1,"green",0
"Jaarsma Freerk (NL)","Wind energy",1,"violet",0
"Vredenburg Harm Antonius (NL)","Wind energy",1,"violet",0
"Aerodyn Consulting Singapore Pte Ltd (SG)","Wind energy",13,"violet",0.04
"Aerodyn Consulting Singapore Pte Ltd (SG)","Solar energy",2,"green",0.01
"Caterpillar Inc (US)","Wind energy",2,"violet",0.01
"Universit„§T Stuttgart (DE)","Wind energy",4,"violet",0.01
"Universit„§T Stuttgart (DE)","Green transports",1,"pink",0
"Lunagen Ltd (UK)","Wind energy",1,"violet",0
"Lunagen Ltd (UK)","Marine & hydro energy",1,"tan",0
"Groschopp Ag Drives&More (DE)","Wind energy",1,"violet",0
"Wobben Properties Gmbh (DE)","Advanced Sustainable Materials",6,"orange",0.02
"Hydac Accessories Gmbh (DE)","Wind energy",1,"violet",0
"Quantec Sensors Gmbh (DE)","Wind energy",1,"violet",0
"Basic Holdings (IE)","Wind energy",1,"violet",0
"Basic Holdings (IE)","Solar energy",1,"green",0
"Basic Holdings (IE)","Batteries",1,"red",0
"Basic Holdings (IE)","Green buildings",2,"darkorange",0.01
"Basic Holdings (IE)","Smart grids",1,"lightgreen",0
"Johnson Controls Technology Company (US)","Wind energy",1,"violet",0
"Johnson Controls Technology Company (US)","Solar energy",17,"green",0.05
"Johnson Controls Technology Company (US)","Batteries",14,"red",0.04
"Johnson Controls Technology Company (US)","Smart grids",15,"lightgreen",0.04
"Act Blade Limited (UK)","Wind energy",2,"violet",0.01
"Siemens Energy Global Gmbh & Co Kg (DE)","Wind energy",6,"violet",0.02
"Siemens Energy Global Gmbh & Co Kg (DE)","Efficient power & combustion",1,"beige",0
"Siemens Energy Global Gmbh & Co Kg (DE)","Smart grids",7,"lightgreen",0.02
"Lm Wp Patent Holding A/S (DK)","Wind energy",13,"violet",0.04
"Balltec Limited (UK)","Wind energy",1,"violet",0
"Logic Swiss Ag (CH)","Wind energy",1,"violet",0
"Logic Swiss Ag (CH)","Solar energy",1,"green",0
"Logic Swiss Ag (CH)","Green buildings",1,"darkorange",0
"Adwen Gmbh (DE)","Wind energy",15,"violet",0.04
"General Electric Company (US)","Smart grids",54,"lightgreen",0.15
"Home Turbine Bv (NL)","Wind energy",6,"violet",0.02
"Home Turbine Bv (NL)","Solar energy",1,"green",0
"Own Energy Ip Ltd (UK)","Wind energy",1,"violet",0
"Own Energy Ip Ltd (UK)","Solar energy",1,"green",0
"Own Energy Ip Ltd (UK)","Batteries",1,"red",0
"Own Energy Ip Ltd (UK)","Green buildings",1,"darkorange",0
"Own Energy Ip Ltd (UK)","Smart grids",1,"lightgreen",0
"Vestas Wind Systems A/S (DK)","Cybersecurity",4,"yellow",0.01
"Emprending Business Sll (ES)","Wind energy",3,"violet",0.01
"Liebherr-Components Biberach Gmbh (DE)","Wind energy",7,"violet",0.02
"Time To Act Limited (UK)","Wind energy",1,"violet",0
"Arianegroup Sas (FR)","Wind energy",2,"violet",0.01
"Arianegroup Sas (FR)","Advanced Sustainable Materials",2,"orange",0.01
"Windfin Bv (NL)","Wind energy",1,"violet",0
"Leunamme Technology Sl (ES)","Wind energy",3,"violet",0.01
"Istanbul Teknik Universitesi Rektorlugu (TR)","Wind energy",1,"violet",0
"Kite Power Solutions Limited (UK)","Wind energy",1,"violet",0
"Winfoor Ab (SE)","Wind energy",3,"violet",0.01
"Fos4x Gmbh (DE)","Wind energy",12,"violet",0.03
"Drosis Loannis (EL)","Wind energy",1,"violet",0
"Vestas Wind Systems A/S (DK)","Additive manufacturing",4,"olive",0.01
"Fronius International Gmbh (AT)","Wind energy",1,"violet",0
"Fronius International Gmbh (AT)","Solar energy",10,"green",0.03
"Fronius International Gmbh (AT)","Batteries",2,"red",0.01
"Fronius International Gmbh (AT)","Hydrogen",1,"lime",0
"Fronius International Gmbh (AT)","Smart grids",6,"lightgreen",0.02
"Kelemen Peter (DE)","Wind energy",1,"violet",0
"Lafarge (FR)","Wind energy",1,"violet",0
"Ventur Gmbh (DE)","Wind energy",3,"violet",0.01
"Wind Fisher (FR)","Wind energy",1,"violet",0
"Spinetic Energy Limited (UK)","Wind energy",3,"violet",0.01
"Spinetic Energy Limited (UK)","Solar energy",2,"green",0.01
"Wobben Properties Gmbh (DE)","Autonomous vehicles",1,"cyan",0
"Blocher Hans-Joachim (DE)","Wind energy",1,"violet",0
"Blocher Hans-Joachim (DE)","Green transports",1,"pink",0
"Envision Energy (Denmark) Aps (DK)","Wind energy",21,"violet",0.06
"Munters Euroform Gmbh (DE)","Wind energy",1,"violet",0
"Openhydro Ip Limited (IE)","Wind energy",2,"violet",0.01
"Openhydro Ip Limited (IE)","Marine & hydro energy",6,"tan",0.02
"Openhydro Ip Limited (IE)","Smart grids",2,"lightgreen",0.01
"Siemens Energy Global Gmbh & Co Kg (DE)","Solar energy",22,"green",0.06
"Siemens Energy Global Gmbh & Co Kg (DE)","Green buildings",2,"darkorange",0.01
"Trelleborg Offshore Uk Ltd (UK)","Wind energy",2,"violet",0.01
"Vestas Wind Systems A/S (DK)","Green buildings",25,"darkorange",0.07
"Moog Unna Gmbh (DE)","Wind energy",3,"violet",0.01
"Rijksuniversiteit Groningen (NL)","Wind energy",2,"violet",0.01
"Carrier Corporation (US)","Wind energy",3,"violet",0.01
"Carrier Corporation (US)","Solar energy",10,"green",0.03
"Carrier Corporation (US)","Green buildings",3,"darkorange",0.01
"Carrier Corporation (US)","Smart grids",3,"lightgreen",0.01
"Changs Ascending Enterprise Co Ltd (TW)","Wind energy",1,"violet",0
"Changs Ascending Enterprise Co Ltd (TW)","Solar energy",1,"green",0
"Changs Ascending Enterprise Co Ltd (TW)","Batteries",1,"red",0
"Changs Ascending Enterprise Co Ltd (TW)","Smart grids",1,"lightgreen",0
"Challenergy Inc (JP)","Wind energy",1,"violet",0
"Challenergy Inc (JP)","Marine & hydro energy",1,"tan",0
"Challenergy Inc (JP)","Green buildings",1,"darkorange",0
"Katsume Shoji (JP)","Wind energy",1,"violet",0
"Katsume Shoji (JP)","Marine & hydro energy",1,"tan",0
"Seatwirl Ab (SE)","Wind energy",2,"violet",0.01
"Seatwirl Ab (SE)","Solar energy",1,"green",0
"University Of Florida Research Foundation Inc (US)","Wind energy",1,"violet",0
"Inria (French Institute For Research In Computer Science And Automation) (FR)","Wind energy",1,"violet",0
"University Of Florida Research Foundation Inc (US)","Efficient power & combustion",1,"beige",0
"Inria (French Institute For Research In Computer Science And Automation) (FR)","Efficient power & combustion",1,"beige",0
"University Of Florida Research Foundation Inc (US)","Green buildings",1,"darkorange",0
"Inria (French Institute For Research In Computer Science And Automation) (FR)","Green buildings",1,"darkorange",0
"University Of Florida Research Foundation Inc (US)","Smart grids",1,"lightgreen",0
"Inria (French Institute For Research In Computer Science And Automation) (FR)","Smart grids",1,"lightgreen",0
"Csic Haizhuang Windpower Co Ltd (CN)","Wind energy",2,"violet",0.01
"Carbon Rotec Gmbh & Co Kg (DE)","Wind energy",1,"violet",0
"Piskorz Waldemar (PL)","Wind energy",3,"violet",0.01
"Piskorz Tomasz Tadeusz (PL)","Wind energy",3,"violet",0.01
"Piskorz Ireneusz (PL)","Wind energy",3,"violet",0.01
"Piskorz Waldemar (PL)","Solar energy",1,"green",0
"Piskorz Tomasz Tadeusz (PL)","Solar energy",1,"green",0
"Piskorz Ireneusz (PL)","Solar energy",1,"green",0
"Piskorz Waldemar (PL)","Green buildings",1,"darkorange",0
"Piskorz Tomasz Tadeusz (PL)","Green buildings",1,"darkorange",0
"Piskorz Ireneusz (PL)","Green buildings",1,"darkorange",0
"Safran Electrical & Power (FR)","Wind energy",2,"violet",0.01
"Safran Electrical & Power (FR)","Solar energy",3,"green",0.01
"Safran Electrical & Power (FR)","Green transports",2,"pink",0.01
"Amazon Technologies Inc (US)","Wind energy",2,"violet",0.01
"Amazon Technologies Inc (US)","Autonomous vehicles",1,"cyan",0
"Uptime Holding Gmbh (AT)","Wind energy",1,"violet",0
"Uptime Holding Gmbh (AT)","Artificial intelligence",1,"black",0
"Amazon Technologies Inc (US)","Green transports",1,"pink",0
"Siemens Gamesa Renewable Energy Innovation & Technology Sl (ES)","Wind energy",7,"violet",0.02
"Kabushiki Kaisha Bellsion (JP)","Wind energy",2,"violet",0.01
"Global Energy Co Ltd (JP)","Wind energy",7,"violet",0.02
"Zephir Limited (UK)","Wind energy",1,"violet",0
"Zephir Limited (UK)","Autonomous vehicles",1,"cyan",0
"Fm Energie Gmbh & Co Kg (DE)","Wind energy",5,"violet",0.01
"Albrecht Peter (DE)","Wind energy",1,"violet",0
"Albrecht Peter (DE)","Solar energy",1,"green",0
"Albrecht Peter (DE)","Batteries",1,"red",0
"Albrecht Peter (DE)","Green transports",1,"pink",0
"Beijing Goldwind Science & Creation Windpower Equipment Co Ltd (CN)","Wind energy",80,"violet",0.23
"Beijing Goldwind Science & Creation Windpower Equipment Co Ltd (CN)","Solar energy",12,"green",0.03
"Xinjiang Goldwind Science & Technology Co Ltd (CN)","Wind energy",17,"violet",0.05
"Xinjiang Goldwind Science & Technology Co Ltd (CN)","Green transports",1,"pink",0
"Matsuo Construction Co Ltd (JP)","Wind energy",1,"violet",0
"Matsuo Construction Co Ltd (JP)","Solar energy",3,"green",0.01
"Matsuo Construction Co Ltd (JP)","Efficient power & combustion",1,"beige",0
"Matsuo Construction Co Ltd (JP)","Green buildings",3,"darkorange",0.01
"Matsuo Construction Co Ltd (JP)","Smart grids",3,"lightgreen",0.01
"Ntn Corporation (JP)","Wind energy",47,"violet",0.13
"Hitachi Ltd (JP)","Wind energy",39,"violet",0.11
"Universiti Malaya (MY)","Wind energy",1,"violet",0
"Rute Foundation Systems Inc (US)","Wind energy",2,"violet",0.01
"Atalar Murat (TR)","Wind energy",1,"violet",0
"X Development Llc (US)","Wind energy",2,"violet",0.01
"Bockem„ºHl Birgit (DE)","Wind energy",1,"violet",0
"Zf Wind Power Antwerpen Nv (BE)","Wind energy",18,"violet",0.05
"Dongguang Hui Ru Lai Power Technology Co Ltd (CN)","Wind energy",1,"violet",0
"Dongguang Hui Ru Lai Power Technology Co Ltd (CN)","Solar energy",1,"green",0
"Ventus Windtowers Sl (ES)","Wind energy",1,"violet",0
"Liu Jinhuai (CN)","Wind energy",1,"violet",0
"Liu Jinhuai (CN)","Batteries",1,"red",0
"Liu Jinhuai (CN)","Other energy storage",1,"magenta",0
"Winnova Energy Llc (US)","Wind energy",1,"violet",0
"Techsafe Global (FR)","Wind energy",1,"violet",0
"Techsafe Global (FR)","Solar energy",1,"green",0
"Techsafe Global (FR)","Marine & hydro energy",1,"tan",0
"Techsafe Global (FR)","Green buildings",1,"darkorange",0
"Joosten Wilhelmus Helena Hendrikus (NL)","Wind energy",1,"violet",0
"Ifp Energies Nouvelles (FR)","Wind energy",4,"violet",0.01
"Beijing Etechwin Electric Co Ltd (CN)","Wind energy",4,"violet",0.01
"Beijing Etechwin Electric Co Ltd (CN)","Solar energy",3,"green",0.01
"Ou Shupei (CN)","Wind energy",1,"violet",0
"Amitov Aleksandr Viliorovich (UA)","Wind energy",1,"violet",0
"Amitov Aleksandr Viliorovich (UA)","Solar energy",1,"green",0
"Amitov Aleksandr Viliorovich (UA)","Green buildings",1,"darkorange",0
"Woodford Dennis A (CA)","Wind energy",1,"violet",0
"Barthold Lionel O (US)","Wind energy",1,"violet",0
"Woodford Dennis A (CA)","Smart grids",1,"lightgreen",0
"Barthold Lionel O (US)","Smart grids",1,"lightgreen",0
"Bardia Jaime Miguel (US)","Wind energy",1,"violet",0
"Bardia Jaime Miguel (US)","Solar energy",1,"green",0
"Bardia Jaime Miguel (US)","Green buildings",1,"darkorange",0
"Abb Schweiz Ag (CH)","Green transports",4,"pink",0.01
"Siemens Corporation (US)","Wind energy",1,"violet",0
"Siemens Corporation (US)","Cybersecurity",1,"yellow",0
"General Electric Company (US)","Efficient power & combustion",19,"beige",0.05
"Noai Co Ltd (JP)","Wind energy",3,"violet",0.01
"Monto Mark T (US)","Wind energy",1,"violet",0
"Monto Mark T (US)","Solar energy",1,"green",0
"Ocean Team Group A/S (DK)","Wind energy",2,"violet",0.01
"Das Debrup (US)","Wind energy",1,"violet",0
"Pan Jiuping (US)","Wind energy",1,"violet",0
"Carr Joseph A (US)","Wind energy",1,"violet",0
"Das Debrup (US)","Solar energy",1,"green",0
"Pan Jiuping (US)","Solar energy",2,"green",0.01
"Carr Joseph A (US)","Solar energy",1,"green",0
"Przybycin Michal (PL)","Wind energy",2,"violet",0.01
"Penn Robert (DE)","Wind energy",1,"violet",0
"Okan √úniveritesi Yenilik„ßI Tasarim Merkezi (TR)","Wind energy",1,"violet",0
"General Electric Company (US)","Autonomous vehicles",1,"cyan",0
"Niore Ip Sro (SK)","Wind energy",1,"violet",0
"Niore Ip Sro (SK)","Solar energy",1,"green",0
"Niore Ip Sro (SK)","Marine & hydro energy",1,"tan",0
"Niore Ip Sro (SK)","Batteries",1,"red",0
"Niore Ip Sro (SK)","Other energy storage",1,"magenta",0
"Wobben Properties Gmbh (DE)","Artificial intelligence",5,"black",0.01
"Bahari Energy Llc (US)","Wind energy",1,"violet",0
"Bahari Energy Llc (US)","Solar energy",1,"green",0
"Fluitec International Llc (US)","Wind energy",1,"violet",0
"Ocean Shift Sl (ES)","Wind energy",1,"violet",0
"Rwe Renewables Gmbh (DE)","Wind energy",25,"violet",0.07
"Korea Electronics Technology Institute (KR)","Wind energy",3,"violet",0.01
"Korea Electronics Technology Institute (KR)","Solar energy",9,"green",0.03
"Korea Electronics Technology Institute (KR)","Smart grids",1,"lightgreen",0
"Dominion Energy Inc (US)","Wind energy",1,"violet",0
"Dominion Energy Inc (US)","Solar energy",1,"green",0
"Dominion Energy Inc (US)","Efficient power & combustion",1,"beige",0
"Dominion Energy Inc (US)","Smart grids",1,"lightgreen",0
"Nrg Systems Inc (US)","Wind energy",1,"violet",0
"Kelso Energy Ltd (CA)","Wind energy",2,"violet",0.01
"Envision Energy (Denmark) Aps (DK)","Solar energy",3,"green",0.01
"Sekisui Plastics Co Ltd (JP)","Wind energy",1,"violet",0
"Sekisui Plastics Co Ltd (JP)","Advanced Sustainable Materials",1,"orange",0
"Posco (KR)","Wind energy",1,"violet",0
"Kim Byeongyeon (KR)","Wind energy",1,"violet",0
"Ensync Inc (US)","Wind energy",3,"violet",0.01
"Ensync Inc (US)","Solar energy",3,"green",0.01
"Ensync Inc (US)","Batteries",3,"red",0.01
"Ensync Inc (US)","Hydrogen",2,"lime",0.01
"Ensync Inc (US)","Smart grids",3,"lightgreen",0.01
"Barnhart Crane And Rigging Co (US)","Wind energy",3,"violet",0.01
"Alteneiji Hamad Musabeh Ahmed Saif (AE)","Wind energy",1,"violet",0
"Alteneiji Hamad Musabeh Ahmed Saif (AE)","Solar energy",2,"green",0.01
"Alteneiji Hamad Musabeh Ahmed Saif (AE)","Batteries",1,"red",0
"Alteneiji Hamad Musabeh Ahmed Saif (AE)","Smart grids",1,"lightgreen",0
"Toshiba Mitsubishi-Electric Industrial Systems Corporation (JP)","Wind energy",3,"violet",0.01
"Toshiba Mitsubishi-Electric Industrial Systems Corporation (JP)","Solar energy",30,"green",0.08
"Toshiba Mitsubishi-Electric Industrial Systems Corporation (JP)","Batteries",10,"red",0.03
"Toshiba Mitsubishi-Electric Industrial Systems Corporation (JP)","Smart grids",23,"lightgreen",0.07
"Sb Patent Holding Aps (DK)","Wind energy",4,"violet",0.01
"Dongguk University Industry-Academic Cooperation Foundation (KR)","Wind energy",1,"violet",0
"Youngkwang Machine Co Ltd (KR)","Wind energy",1,"violet",0
"Dongguk University Industry-Academic Cooperation Foundation (KR)","Solar energy",2,"green",0.01
"Youngkwang Machine Co Ltd (KR)","Solar energy",1,"green",0
"Dongguk University Industry-Academic Cooperation Foundation (KR)","Batteries",1,"red",0
"Youngkwang Machine Co Ltd (KR)","Batteries",1,"red",0
"Dongguk University Industry-Academic Cooperation Foundation (KR)","Other energy storage",1,"magenta",0
"Youngkwang Machine Co Ltd (KR)","Other energy storage",1,"magenta",0
"Mach Stanislav (CZ)","Wind energy",1,"violet",0
"Mach Stanislav (CZ)","Solar energy",1,"green",0
"Mach Stanislav (CZ)","Batteries",1,"red",0
"Mach Stanislav (CZ)","Other energy storage",1,"magenta",0
"Mach Stanislav (CZ)","Smart grids",1,"lightgreen",0
"Ar„ßElik Anonim Sirketi (TR)","Wind energy",1,"violet",0
"Contitech Antriebssysteme Gmbh (DE)","Wind energy",1,"violet",0
"General Electric Company (US)","Batteries",17,"red",0.05
"Vais„§Nen Raimo (DE)","Wind energy",1,"violet",0
"Dieckerhoff Ingo Gerhard (DE)","Wind energy",1,"violet",0
"Vais„§Nen Raimo (DE)","Solar energy",1,"green",0
"Dieckerhoff Ingo Gerhard (DE)","Solar energy",1,"green",0
"Vais„§Nen Raimo (DE)","Green buildings",1,"darkorange",0
"Dieckerhoff Ingo Gerhard (DE)","Green buildings",1,"darkorange",0
"Mobaraki Ali (IR)","Wind energy",1,"violet",0
"Korea Electric Power Corporation (KR)","Wind energy",2,"violet",0.01
"Korea Electric Power Corporation (KR)","Solar energy",5,"green",0.01
"Korea Electric Power Corporation (KR)","Smart grids",1,"lightgreen",0
"Global Energy Co Ltd (JP)","Solar energy",2,"green",0.01
"Alfonsi Giancarlo (IT)","Wind energy",1,"violet",0
"Alfonsi Giancarlo (IT)","Marine & hydro energy",1,"tan",0
"Fmi Development Holding Bv (NL)","Wind energy",1,"violet",0
"Ventus Engineering Gmbh (AT)","Wind energy",5,"violet",0.01
"Ventus Engineering Gmbh (AT)","Augmented reality",1,"navyblue",0
"Vestas Offshore Wind A/S (DK)","Solar energy",7,"green",0.02
"Innio Jenbacher Gmbh & Co Og (AT)","Wind energy",1,"violet",0
"Innio Jenbacher Gmbh & Co Og (AT)","Solar energy",1,"green",0
"Hitachi Industrial Products Ltd (JP)","Wind energy",1,"violet",0
